GeographyCode,WP302EW0001,WP302EW0002,WP302EW0003,WP302EW0004,WP302EW0005,WP302EW0006
E02005977,1723,938,621,146,17,1
E02005978,2312,1199,910,173,27,3
E02005979,3832,2150,1429,213,38,2
E02005980,5266,3060,1852,306,34,14
E02005981,1106,569,438,85,13,1
E02005982,2262,1193,887,159,18,5
E02005983,10886,5661,4323,775,105,22
E02005984,2790,1460,1087,210,27,6
E02005985,1546,751,648,124,20,3
E02005986,2773,1313,1190,231,35,4
E02005987,5809,2908,2340,492,55,14
E02005988,1780,934,708,123,13,2
E02005991,3386,1713,1361,277,33,2
E02005992,11490,6451,4262,699,67,11
E02005993,3348,1713,1338,261,29,7
E02005994,2893,1556,1102,204,24,7
E02005995,2112,1104,828,159,20,1
E02005996,3006,1647,1104,231,22,2
E02005997,1739,880,687,156,14,2
E02005998,2591,1373,1005,177,31,5
E02005999,2935,1473,1194,238,26,4
E02006000,2654,1341,1090,198,20,5
E02006001,2717,1368,1142,190,12,5
E02006002,7974,4157,3128,606,74,9
E02006003,3539,1713,1472,315,36,3
E02006004,2944,1553,1144,220,25,2
E02006005,1523,780,618,113,9,3
E02006006,6235,3786,2083,312,49,5
E02006007,2012,1025,791,163,25,8
E02006008,2854,1412,1171,239,29,3
E02006009,5108,2937,1775,338,50,8
E02006010,3319,1574,1362,336,40,7
E02006011,1595,794,660,123,12,6
E02006012,4245,2008,1768,394,61,14
E02006013,3774,1746,1610,353,59,6
E02006014,2697,1246,1178,236,31,6
E02006015,4128,1976,1724,360,53,15
E02006016,3108,1469,1295,288,47,9
E02006017,3674,1806,1483,341,33,11
E02006018,5377,2563,2241,498,65,10
E02006019,1939,951,770,178,36,4
E02006020,3352,1729,1315,270,33,5
E02006021,3307,1643,1298,325,32,9
E02006022,3147,1800,1110,200,30,7
E02006023,4592,2384,1767,378,48,15
E02006024,2748,1320,1138,252,31,7
E02006025,6407,3247,2521,549,77,13
E02006026,2343,1188,923,210,17,5
E02006027,1536,764,643,112,14,3
E02006028,3721,1766,1565,336,44,10
E02006029,7279,3379,3132,660,92,16
E02006030,3375,1663,1355,300,50,7
E02006031,1458,699,596,142,15,6
E02006032,2516,1194,1059,223,34,6
E02006033,11709,6026,4566,979,115,23
E02006034,6473,3460,2489,459,51,14
E02006035,4616,2477,1715,364,53,7
E02006036,2780,1336,1146,271,22,5
E02006037,3768,1970,1445,302,44,7
E02006038,2397,1127,1006,220,39,5
E02006039,2970,1444,1244,241,35,6
E02006040,3431,1703,1375,305,38,10
E02006041,2756,1331,1130,248,43,4
E02006042,2081,1007,868,182,23,1
E02006043,3122,1467,1331,277,42,5
E02006044,2289,1068,965,222,29,5
E02006045,5694,2754,2310,521,96,13
E02006046,3317,1590,1340,332,49,6
E02006047,4157,2077,1689,333,44,14
E02006048,2733,1277,1142,266,38,10
E02006049,1689,830,697,146,12,4
E02006050,3568,1704,1482,327,47,8
E02006051,2975,1501,1176,257,32,9
E02006052,4219,2043,1745,373,49,9
E02006053,3927,1862,1655,343,57,10
E02006054,4731,2414,1877,370,59,11
E02006055,3337,1560,1449,275,49,4
E02006056,3636,1657,1577,351,45,6
E02006057,3268,1436,1420,361,44,7
E02006058,3453,1639,1415,335,52,12
E02006059,2338,1135,976,197,27,3
E02006060,5236,2642,2084,442,58,10
E02006061,3809,1963,1481,315,42,8
E02006062,3459,1583,1465,363,39,9
E02006063,2241,1157,856,197,25,6
E02006064,3024,1386,1260,319,52,7
E02006065,4232,1812,1873,452,80,15
E02006066,1871,799,789,245,34,4
E02006067,2294,1108,952,212,21,1
E02006068,5138,2351,2141,566,68,12
E02006069,7677,3487,3242,816,112,20
E02006070,3148,1458,1321,330,33,6
E02006071,1581,756,669,134,19,3
E02006072,2395,1162,969,220,36,8
E02006073,1923,860,832,188,34,9
E02006074,3847,1701,1699,390,51,6
E02006075,2160,1105,863,174,13,5
E02006076,2965,1444,1220,258,35,8
E02006077,2101,1015,855,204,25,2
E02006078,2277,1105,936,197,32,7
E02006079,3852,1809,1651,326,48,18
E02006080,6537,3806,2231,424,59,17
E02006081,1828,825,772,202,26,3
E02006082,2062,948,890,193,23,8
E02006083,1616,744,673,164,33,2
E02006084,2020,963,844,190,19,4
E02006085,1436,695,583,133,22,3
E02006086,3660,1799,1487,326,44,4
E02006087,2387,1156,1002,189,37,3
E02006088,3029,1608,1188,193,33,7
E02006089,7330,3577,2989,635,108,21
E02006090,2942,1451,1189,257,39,6
E02006091,2413,1214,931,227,34,7
E02006092,10053,5080,4057,801,93,22
E02006093,3289,1551,1381,321,28,8
E02006094,1120,515,484,102,16,3
E02006095,3647,1694,1534,365,47,7
E02006096,3350,1418,1539,337,49,7
E02006097,2909,1282,1289,299,33,6
E02006098,2741,1273,1171,251,35,11
E02006099,1517,757,589,139,31,1
E02006100,3295,1640,1357,262,32,4
E02006101,2097,991,885,195,23,3
E02006102,1701,826,703,146,20,6
E02006103,2165,1004,907,220,28,6
E02006104,4973,2618,1948,339,62,6
E02006105,6364,3137,2612,526,73,16
E02006106,4886,2527,1924,371,52,12
E02006107,3696,1691,1549,384,60,12
E02006108,11817,6075,4669,922,133,18
E02006109,6620,3679,2377,500,58,6
E02006110,3718,1792,1513,355,51,7
E02006111,4345,2124,1782,370,57,12
E02006112,2704,1336,1117,224,24,3
E02006113,3929,1765,1695,404,56,9
E02006114,2726,1293,1142,244,39,8
E02006115,1574,699,676,162,33,4
E02006116,4200,1954,1775,401,60,10
E02006117,2500,1251,971,240,32,6
E02006118,1385,596,630,127,27,5
E02006119,3846,1758,1627,395,59,7
E02006120,2689,1243,1142,265,30,9
E02006121,901,398,396,93,12,2
E02006122,1717,766,708,205,29,9
E02006123,1236,535,544,141,11,5
E02006124,759,310,335,93,18,3
E02006125,1607,679,722,171,28,7
E02006126,2585,1090,1217,233,39,6
E02006127,2351,1187,952,176,31,5
E02006128,5298,2485,2240,493,68,12
E02006129,9944,4451,4343,1002,125,23
E02006130,4496,2002,2013,416,61,4
E02006131,5569,2670,2374,450,62,13
E02006132,895,415,387,84,8,1
E02006133,4628,2217,1931,409,61,10
E02006134,2292,1156,935,184,13,4
E02006135,1250,612,527,103,8,0
E02006136,4195,2054,1710,378,39,14
E02006137,4680,2398,1866,361,46,9
E02006138,2702,1244,1155,265,29,9
E02006139,5902,2725,2521,570,73,13
E02006140,1208,535,547,108,16,2
E02006141,15141,7296,6253,1394,176,22
E02006142,680,305,286,76,10,3
E02006143,5050,2558,2069,361,55,7
E02006144,1274,575,550,126,21,2
E02006145,3756,1817,1576,309,45,9
E02006146,2417,1105,1053,217,38,4
E02006147,6508,3077,2812,535,70,14
E02006148,1415,705,574,116,16,4
E02006149,8119,4166,3249,606,84,14
E02006150,4964,2319,2134,442,57,12
E02006151,4527,2038,1962,459,59,9
E02006152,2411,1236,948,196,22,9
E02006153,2624,1269,1082,239,31,3
E02006154,2066,935,903,197,26,5
E02006155,1482,597,681,173,25,6
E02006156,3499,1773,1392,286,38,10
E02006157,4723,2169,2028,462,48,16
E02006158,1233,555,526,125,26,1
E02006159,1666,766,704,174,22,0
E02006160,2298,990,1019,234,47,8
E02006161,4199,1891,1811,427,57,13
E02006162,1672,786,703,148,27,8
E02006163,2874,1227,1295,298,46,8
E02006164,7511,3349,3304,731,105,22
E02006165,2451,1079,1088,243,37,4
E02006166,1722,788,751,149,30,4
E02006167,2566,1132,1129,253,44,8
E02006168,10713,5300,4309,932,142,30
E02006169,4101,2142,1589,324,42,4
E02006170,1312,628,548,124,12,0
E02006171,1341,644,555,122,16,4
E02006172,1873,904,762,180,23,4
E02006173,1748,875,684,156,29,4
E02006174,5575,2667,2294,534,68,12
E02006175,2877,1241,1276,306,47,7
E02006176,2114,1047,846,179,36,6
E02006177,2288,1014,1026,211,30,7
E02006178,1596,699,723,147,24,3
E02006179,4415,1967,1912,461,60,15
E02006180,1852,814,831,181,23,3
E02006181,2725,1226,1196,261,33,9
E02006182,1371,680,548,130,10,3
E02006183,1425,738,563,110,14,0
E02006184,1119,543,473,90,12,1
E02006185,3573,1610,1524,379,47,13
E02006186,3332,1609,1383,282,48,10
E02006187,2191,1048,913,201,27,2
E02006188,1427,713,571,124,17,2
E02006189,2879,1398,1176,267,29,9
E02006190,4660,2213,1972,399,66,10
E02006191,4730,2183,2027,442,68,10
E02006192,4358,2042,1883,370,57,6
E02006193,4178,1921,1820,363,63,11
E02006194,1248,564,543,117,20,4
E02006195,3773,1789,1573,338,63,10
E02006196,4606,2206,1919,419,53,9
E02006197,15300,7373,6328,1386,182,31
E02006198,9811,5076,3861,743,107,24
E02006199,3064,1457,1281,277,41,8
E02006200,1259,565,549,130,15,0
E02006201,2603,1343,1054,177,28,1
E02006202,2082,968,898,186,24,6
E02006203,1200,580,476,123,17,4
E02006204,2776,1263,1197,286,24,6
E02006205,1756,820,700,212,20,4
E02006206,1836,793,801,203,31,8
E02006207,1596,707,697,164,22,6
E02006208,4578,2197,1923,397,51,10
E02006209,4666,2219,1971,410,56,10
E02006210,2338,1094,989,222,25,8
E02006211,1704,816,693,159,28,8
E02006212,1921,888,838,170,23,2
E02006213,3593,1872,1429,248,34,10
E02006214,3469,1737,1404,277,42,9
E02006215,2215,1047,931,202,30,5
E02006216,2403,1098,1045,225,27,8
E02006217,3124,1436,1308,319,50,11
E02006218,8666,3992,3701,836,110,27
E02006219,3390,1588,1458,302,33,9
E02006220,900,388,397,100,14,1
E02006221,4461,2249,1774,383,50,5
E02006222,784,328,357,82,14,3
E02006223,809,321,383,83,18,4
E02006224,2743,1326,1147,230,35,5
E02006225,1056,531,423,87,13,2
E02006226,4382,2018,1900,407,52,5
E02006227,2126,1015,867,215,24,5
E02006228,1886,912,754,185,29,6
E02006229,1812,874,752,165,14,7
E02006230,4735,2240,2022,413,53,7
E02006231,4942,2391,2066,414,59,12
E02006232,2043,906,911,200,20,6
E02006233,8758,4140,3673,829,103,13
E02006234,1523,681,697,122,21,2
E02006235,2476,1252,990,200,26,8
E02006236,2743,1336,1164,214,24,5
E02006237,2678,1352,1069,214,34,9
E02006238,4432,2030,1907,433,50,12
E02006239,5843,3337,2156,300,45,5
E02006240,3842,2043,1493,268,30,8
E02006241,5103,2367,2206,462,55,13
E02006242,2612,1288,1069,217,30,8
E02006243,6989,3505,2856,526,93,9
E02006245,1425,655,609,133,23,5
E02006246,1848,915,735,178,17,3
E02006247,5003,2278,2155,486,73,11
E02006248,2078,1003,864,195,13,3
E02006249,1916,946,796,151,17,6
E02006250,3757,1846,1511,353,39,8
E02006251,17990,9074,7237,1417,226,36
E02006252,2892,1296,1283,265,40,8
E02006253,6878,3651,2615,519,79,14
E02006254,10597,5288,4330,835,126,18
E02006255,2490,1144,1096,217,27,6
E02006256,2495,1160,1059,231,42,3
E02006257,1017,425,470,97,21,4
E02006258,8082,3992,3310,658,103,19
E02006259,1487,664,651,149,19,4
E02006260,1646,729,713,176,25,3
E02006261,4312,1941,1897,418,49,7
E02006262,2830,1282,1243,277,19,9
E02006263,2601,1232,1102,242,23,2
E02006264,2320,1159,916,208,32,5
E02006265,2016,938,850,203,21,4
E02006266,3388,1560,1458,318,43,9
E02006267,3648,1771,1514,324,35,4
E02006268,1577,749,647,156,23,2
E02006269,1968,1004,801,139,22,2
E02006270,6691,3191,2826,574,83,17
E02006271,7291,4055,2703,476,50,7
E02006272,3023,1424,1312,240,44,3
E02006273,2110,953,944,186,21,6
E02006274,3548,2137,1183,196,23,9
E02006275,1533,676,686,148,22,1
E02006276,3810,1814,1627,316,44,9
E02006277,4237,2148,1715,337,28,9
E02006278,10447,5353,4177,795,103,19
E02006279,4841,2351,1985,453,47,5
E02006280,4185,1984,1801,354,34,12
E02006281,8860,4561,3510,684,83,22
E02006282,1718,831,709,157,17,4
E02006283,2966,1337,1252,309,40,28
E02006284,1609,745,659,168,31,6
E02006285,1175,544,498,111,19,3
E02006286,7361,3430,3214,617,85,15
E02006287,2157,984,934,205,24,10
E02006288,3694,1845,1524,286,31,8
E02006289,2628,1193,1126,269,35,5
E02006290,4586,2142,1957,429,54,4
E02006291,2501,1233,1051,204,11,2
E02006292,2496,1233,999,231,23,10
E02006293,4585,2503,1692,346,37,7
E02006294,4498,2316,1788,344,43,7
E02006295,1958,953,793,189,19,4
E02006296,7714,4128,2968,544,62,12
E02006297,2626,1310,1077,210,26,3
E02006298,4399,1995,1922,411,55,16
E02006299,1755,852,719,160,21,3
E02006300,2059,900,892,234,29,4
E02006301,6695,3164,2860,582,71,18
E02006302,2459,1077,1089,252,31,10
E02006303,1816,774,806,203,26,7
E02006304,1433,726,577,117,12,1
E02006305,5044,2156,2244,536,98,10
E02006306,2706,1265,1159,243,30,9
E02006307,1011,450,435,102,21,3
E02006308,7300,3299,3155,738,95,13
E02006309,1018,440,433,134,8,3
E02006310,1333,625,561,129,14,4
E02006311,4647,2109,2057,407,58,16
E02006312,2633,1135,1187,270,31,10
E02006313,3716,1696,1643,319,44,14
E02006314,3770,1721,1644,353,40,12
E02006315,2444,1181,1020,214,23,6
E02006316,3623,1625,1589,347,49,13
E02006317,1019,521,377,111,6,4
E02006318,2632,1385,1002,208,33,4
E02006319,2244,1067,939,211,25,2
E02006320,1350,679,527,129,13,2
E02006321,2775,1479,1093,175,25,3
E02006322,1528,811,582,115,18,2
E02006323,3694,2019,1361,270,35,9
E02006324,2133,1006,910,192,24,1
E02006325,1991,1105,722,141,17,6
E02006326,1937,945,824,141,23,4
E02006327,1472,812,544,103,10,3
E02006328,6115,3455,2263,343,46,8
E02006329,5185,2780,1956,404,36,9
E02006330,3656,1924,1415,262,45,10
E02006331,2241,1209,856,156,17,3
E02006332,8845,4915,3267,584,62,17
E02006333,5187,2890,1896,346,46,9
E02006334,2371,1427,780,135,26,3
E02006335,1444,707,601,111,22,3
E02006336,984,508,381,82,10,3
E02006337,1872,936,748,166,20,2
E02006338,1131,555,459,95,16,6
E02006339,2310,1119,940,223,23,5
E02006341,4388,2231,1756,351,44,6
E02006342,9949,5371,3723,749,94,12
E02006343,3806,2060,1443,263,34,6
E02006344,3805,1967,1494,302,36,6
E02006345,3843,2314,1269,225,32,3
E02006346,3040,1692,1134,192,21,1
E02006347,2355,1180,949,205,18,3
E02006348,3349,1725,1342,248,26,8
E02006349,1633,850,642,118,21,2
E02006350,3583,1745,1510,285,37,6
E02006351,2498,1256,1017,187,34,4
E02006352,979,523,367,76,10,3
E02006353,952,417,419,104,12,0
E02006354,2640,1511,966,145,15,3
E02006355,8011,4676,2816,451,57,11
E02006356,15924,9020,5800,984,98,22
E02006357,1545,741,647,126,28,3
E02006358,11459,6196,4420,724,102,17
E02006359,3217,1743,1238,208,25,3
E02006360,6743,3645,2601,433,52,12
E02006361,2108,1152,781,155,16,4
E02006362,1872,988,729,135,19,1
E02006363,1200,580,499,107,13,1
E02006364,13172,7073,5033,922,126,18
E02006365,4533,2602,1598,284,42,7
E02006366,1929,1040,753,115,18,3
E02006367,1488,747,598,114,24,5
E02006368,1741,911,686,120,19,5
E02006369,2272,1196,839,200,30,7
E02006370,6374,3323,2511,465,65,10
E02006371,4826,2593,1842,347,37,7
E02006372,1143,548,469,112,12,2
E02006373,2379,1234,915,198,25,7
E02006374,3508,1677,1491,300,33,7
E02006375,1528,776,606,125,18,3
E02006376,4694,2286,1916,410,67,15
E02006377,2211,1147,874,169,18,3
E02006378,1845,958,728,134,22,3
E02006379,957,456,403,80,17,1
E02006380,4710,2538,1784,341,37,10
E02006381,5064,2690,2035,288,39,12
E02006382,1352,610,574,148,13,7
E02006383,4071,2116,1615,307,29,4
E02006384,7533,3946,2922,574,79,12
E02006385,6512,3243,2664,532,57,16
E02006386,8664,4856,3213,515,68,12
E02006387,2086,1063,844,144,32,3
E02006388,5496,2846,2175,418,49,8
E02006389,3704,1755,1581,318,44,6
E02006390,1100,507,469,106,16,2
E02006391,1494,758,598,116,18,4
E02006392,4810,2339,1959,441,61,10
E02006393,5816,3208,2176,381,44,7
E02006394,4079,2324,1450,264,37,4
E02006395,7607,4193,2895,456,52,11
E02006396,4650,2465,1815,314,50,6
E02006397,2657,1509,973,146,22,7
E02006398,5883,3100,2312,402,58,11
E02006399,5853,3125,2218,452,54,4
E02006400,7591,4165,2874,462,75,15
E02006401,2314,1131,951,199,32,1
E02006402,3352,1631,1361,311,42,7
E02006403,1554,687,685,155,20,7
E02006404,1603,668,747,161,23,4
E02006405,4254,2085,1752,357,52,8
E02006406,10010,5269,3929,692,98,22
E02006407,1690,790,717,157,22,4
E02006408,5529,3152,2024,299,47,7
E02006409,1132,529,468,111,20,4
E02006410,3762,1855,1554,312,30,11
E02006411,1045,475,464,95,9,2
E02006412,3309,1732,1299,237,31,10
E02006413,1824,940,701,164,16,3
E02006414,2428,1246,946,194,36,6
E02006415,2872,1448,1181,196,35,12
E02006416,3469,1876,1295,253,35,10
E02006417,2830,1567,1044,188,26,5
E02006418,1638,876,637,105,13,7
E02006419,2024,1029,823,142,26,4
E02006420,5155,2933,1849,313,50,10
E02006421,2831,1377,1194,227,24,9
E02006422,1106,561,453,80,9,3
E02006423,7850,3921,3249,597,65,18
E02006424,1126,580,432,94,12,8
E02006425,10990,6293,4004,611,69,13
E02006426,2376,1206,972,180,18,0
E02006427,2523,1417,912,164,28,2
E02006429,2758,1328,1165,234,24,7
E02006430,2599,1271,1069,218,38,3
E02006431,4454,2286,1777,331,54,6
E02006432,2002,985,807,188,16,6
E02006433,4991,2570,1974,384,52,11
E02006434,1349,639,571,113,20,6
E02006435,2754,1457,1040,215,37,5
E02006436,2439,1120,1065,214,35,5
E02006437,3790,1834,1603,313,32,8
E02006438,3773,1857,1529,322,55,10
E02006439,2821,1403,1156,227,23,12
E02006440,1195,582,503,89,20,1
E02006441,8493,4601,3233,578,70,11
E02006442,2371,1295,894,157,22,3
E02006443,1867,884,777,181,23,2
E02006444,1450,727,574,129,15,5
E02006445,6496,3454,2515,468,49,10
E02006446,2332,1293,877,132,27,3
E02006447,1637,928,588,105,15,1
E02006448,2196,1192,847,133,19,5
E02006449,2179,1180,799,169,26,5
E02006450,2928,1546,1129,225,25,3
E02006451,4236,2182,1680,332,34,8
E02006453,3493,1779,1363,297,45,9
E02006454,2611,1415,976,192,21,7
E02006455,2757,1457,1037,233,28,2
E02006456,3080,1432,1325,282,31,10
E02006457,3218,1754,1217,213,29,5
E02006458,4468,2461,1687,278,36,6
E02006459,5030,2368,2103,480,71,8
E02006460,1538,767,621,128,19,3
E02006461,2162,1137,817,181,19,8
E02006462,2392,1215,964,194,17,2
E02006463,14233,7554,5522,995,138,24
E02006464,2215,1123,905,167,14,6
E02006465,971,504,386,71,7,3
E02006466,2907,1443,1194,236,27,7
E02006467,2016,1019,827,152,17,1
E02006468,2753,1255,1200,260,29,9
E02006469,6240,2998,2608,544,81,9
E02006470,8115,3836,3396,773,94,16
E02006471,8127,3791,3484,708,120,24
E02006472,2417,1078,1070,240,24,5
E02006473,8091,3876,3433,677,90,15
E02006474,3815,1768,1632,356,53,6
E02006475,1354,664,532,134,20,4
E02006476,1366,627,585,141,11,2
E02006477,2947,1400,1254,251,37,5
E02006478,1025,454,443,108,18,2
E02006479,8229,3849,3452,788,114,26
E02006480,1022,441,440,120,20,1
E02006481,899,394,401,87,16,1
E02006482,8023,3752,3425,723,109,14
E02006483,3016,1369,1285,304,48,10
E02006484,1771,818,756,171,23,3
E02006485,2490,1090,1091,265,38,6
E02006486,981,427,432,113,8,1
E02006487,2737,1189,1208,302,34,4
E02006488,1008,461,448,85,13,1
E02006489,4897,2104,2120,568,88,17
E02006490,925,396,417,99,10,3
E02006492,11630,5751,4782,993,89,15
E02006493,5415,2486,2361,497,62,9
E02006494,8085,3783,3485,712,90,15
E02006495,2325,1128,958,207,24,8
E02006496,2780,1222,1242,269,41,6
E02006497,3203,1395,1422,341,34,11
E02006498,1952,954,822,158,14,4
E02006499,1162,529,502,116,14,1
E02006500,4630,2310,1888,385,44,3
E02006501,1560,746,659,135,19,1
E02006502,1856,855,812,175,11,3
E02006503,2854,1465,1114,250,20,5
E02006504,2866,1396,1161,258,41,10
E02006505,2914,1534,1108,236,31,5
E02006506,2134,1019,883,208,22,2
E02006507,3983,1859,1703,361,51,9
E02006508,3702,1840,1494,329,32,7
E02006509,3500,1697,1442,314,39,8
E02006510,2991,1559,1138,266,26,2
E02006511,4779,2459,1922,346,44,8
E02006512,9860,5074,3889,764,101,32
E02006513,3055,1730,1115,185,22,3
E02006514,5393,2819,2101,397,61,15
E02006515,3411,1645,1355,368,37,6
E02006516,8608,4664,3250,595,81,18
E02006517,3193,1639,1289,224,36,5
E02006518,3009,1433,1250,286,35,5
E02006519,3205,1726,1216,233,25,5
E02006520,1757,917,669,150,18,3
E02006521,1532,747,629,131,17,8
E02006522,2594,1387,977,199,28,3
E02006523,10763,5184,4495,932,124,28
E02006524,757,344,311,93,6,3
E02006525,8599,4603,3291,611,81,13
E02006526,3794,1837,1584,325,40,8
E02006527,4065,2022,1641,368,32,2
E02006528,6087,2928,2556,521,69,13
E02006529,10963,5588,4319,924,104,28
E02006530,16344,8498,6509,1162,146,29
E02006531,3532,1613,1512,338,60,9
E02006532,2384,1223,965,178,15,3
E02006533,1350,621,594,111,20,4
E02006534,1496,694,636,142,24,0
E02006535,2265,1080,955,206,20,4
E02006536,1461,719,580,135,21,6
E02006537,5272,2419,2226,547,62,18
E02006538,3825,1783,1644,352,37,9
E02006539,1981,896,858,195,25,7
E02006540,2245,1044,953,210,30,8
E02006541,3634,1538,1635,389,63,9
E02006542,2631,1307,1031,247,41,5
E02006543,1870,903,778,159,26,4
E02006544,3614,1666,1545,332,57,14
E02006545,3948,1712,1736,441,51,8
E02006546,2835,1322,1202,263,47,1
E02006547,2493,1152,1069,235,29,8
E02006548,2729,1230,1181,276,38,4
E02006549,1404,608,624,142,28,2
E02006550,2421,1073,1061,245,32,10
E02006551,1975,901,840,206,25,3
E02006552,3408,1564,1456,324,49,15
E02006553,2290,1038,986,215,39,12
E02006554,1184,570,495,99,19,1
E02006555,3131,1359,1362,345,54,11
E02006556,1849,918,741,151,33,6
E02006557,1510,680,650,160,19,1
E02006558,6588,3055,2808,624,84,17
E02006559,1247,602,492,129,23,1
E02006560,1965,896,844,184,35,6
E02006561,1980,1045,766,148,18,3
E02006562,1765,967,656,119,20,3
E02006563,2472,1330,928,188,23,3
E02006564,2883,1344,1254,248,32,5
E02006565,3633,1917,1406,268,37,5
E02006566,4346,2333,1668,299,33,13
E02006567,2866,1407,1172,239,42,6
E02006568,8928,4721,3443,669,76,19
E02006569,3197,1855,1121,191,27,3
E02006570,13408,6873,5361,1017,124,33
E02006571,3228,1602,1329,258,33,6
E02006572,5231,2567,2117,466,66,15
E02006573,3665,1777,1520,316,47,5
E02006574,3624,1626,1539,394,55,10
E02006575,22052,11330,8874,1598,219,31
E02006576,2562,1287,1078,172,21,4
E02006577,2543,1215,1044,234,38,12
E02006578,33387,17460,13192,2317,362,56
E02006579,4983,2377,2141,398,56,11
E02006580,1472,690,613,148,18,3
E02006581,4547,2187,1922,372,57,9
E02006582,1378,733,527,107,10,1
E02006583,1295,606,567,99,18,5
E02006584,716,301,309,87,18,1
E02006585,2012,1042,816,127,26,1
E02006586,680,315,283,70,11,1
E02006587,1743,873,717,134,15,4
E02006588,2728,1402,1074,220,25,7
E02006589,4108,2176,1630,259,33,10
E02006590,3002,1454,1273,249,20,6
E02006591,3539,1685,1491,314,41,8
E02006592,2706,1373,1103,203,21,6
E02006593,11693,6136,4579,849,110,19
E02006594,1151,583,450,103,13,2
E02006595,2908,1526,1143,212,23,4
E02006596,2665,1394,1063,186,17,5
E02006597,4070,2016,1670,331,41,12
E02006598,2508,1289,983,199,29,8
E02006599,1848,949,730,145,20,4
E02006600,3601,1742,1497,312,41,9
E02006601,3440,1696,1415,296,28,5
E02006602,3761,1754,1624,321,48,14
E02006603,2446,1236,963,214,27,6
E02006604,8091,4260,3169,569,76,17
E02006605,2361,1194,944,195,23,5
E02006606,1733,892,705,112,17,7
E02006607,3469,1727,1450,245,37,10
E02006608,1451,708,605,121,15,2
E02006609,3036,1604,1161,229,35,7
E02006610,2859,1509,1095,211,38,6
E02006611,2703,1385,1069,221,20,8
E02006612,8798,4642,3460,593,83,20
E02006613,1443,722,571,135,14,1
E02006614,4657,2529,1760,316,40,12
E02006615,3092,1637,1190,235,27,3
E02006616,1123,542,457,99,23,2
E02006617,5891,2976,2359,453,86,17
E02006618,3459,1762,1379,276,37,5
E02006619,4379,2225,1752,357,35,10
E02006620,2200,1128,863,179,19,11
E02006621,2098,1015,851,199,28,5
E02006622,1576,735,685,135,19,2
E02006623,3028,1389,1300,291,40,8
E02006624,2511,1277,1006,196,29,3
E02006625,4383,2069,1851,403,48,12
E02006626,2908,1411,1184,268,35,10
E02006627,2918,1349,1256,270,39,4
E02006628,2636,1202,1154,242,32,6
E02006629,3055,1404,1322,274,46,9
E02006630,2969,1362,1246,311,44,6
E02006631,15422,7712,6259,1255,164,32
E02006632,1881,915,797,135,27,7
E02006633,4030,1898,1702,380,44,6
E02006634,3187,1644,1252,257,27,7
E02006635,4554,2515,1686,318,30,5
E02006636,2660,1345,1069,213,29,4
E02006637,5392,2663,2224,434,63,8
E02006638,4668,2338,1884,387,47,12
E02006639,2772,1298,1182,253,31,8
E02006640,2217,1137,885,163,29,3
E02006641,3919,2013,1545,315,39,7
E02006642,2288,1200,850,214,21,3
E02006643,9752,6209,3066,403,61,13
E02006644,2449,1146,1051,213,31,8
E02006645,4803,2673,1748,322,44,16
E02006646,1855,923,757,151,22,2
E02006647,1967,1038,749,153,21,6
E02006648,1936,1042,739,131,15,9
E02006649,2196,1061,904,190,34,7
E02006650,7760,4180,2941,554,65,20
E02006651,3565,2102,1182,238,34,9
E02006652,4300,2275,1641,330,44,10
E02006653,3937,1935,1599,350,48,5
E02006654,6591,3332,2595,558,87,19
E02006655,3150,1627,1221,276,23,3
E02006656,1089,517,463,91,18,0
E02006657,3742,1784,1601,308,44,5
E02006658,1508,766,605,120,14,3
E02006659,3935,2197,1432,266,34,6
E02006660,8968,4514,3634,711,95,14
E02006661,6490,3988,2077,370,47,8
E02006662,1265,663,475,112,13,2
E02006663,5844,2978,2329,467,56,14
E02006664,5337,2716,2152,410,47,12
E02006665,2706,1292,1141,225,39,9
E02006666,1202,649,433,108,6,6
E02006667,747,306,347,78,13,3
E02006668,1491,751,563,154,15,8
E02006669,3607,1788,1461,316,37,5
E02006670,6008,2880,2501,536,79,12
E02006671,7707,4022,2984,613,66,22
E02006672,6039,3230,2281,452,70,6
E02006673,4993,2704,1863,365,49,12
E02006674,1528,724,648,137,13,6
E02006675,1958,1033,755,152,17,1
E02006676,2052,1044,792,194,19,3
E02006677,2996,1578,1143,239,32,4
E02006678,924,388,424,94,13,5
E02006679,5143,2510,2110,463,51,9
E02006680,3607,1726,1461,364,51,5
E02006681,1925,1047,720,134,22,2
E02006682,2945,1539,1157,217,27,5
E02006683,1680,797,734,134,13,2
E02006684,9375,4465,3930,852,106,22
E02006685,2076,1016,861,166,29,4
E02006686,818,412,309,81,10,6
E02006687,2142,1049,869,194,24,6
E02006688,1508,684,666,138,14,6
E02006689,4239,2139,1694,354,45,7
E02006690,3177,1481,1314,340,34,8
E02006691,4084,1823,1803,402,44,12
E02006692,3282,1798,1215,236,29,4
E02006693,1148,510,513,101,23,1
E02006694,3293,1542,1399,307,38,7
E02006695,3952,1948,1565,372,57,10
E02006696,2028,1106,762,139,18,3
E02006697,3377,1729,1300,303,38,7
E02006698,1948,892,829,188,31,8
E02006699,1105,530,463,98,10,4
E02006700,3014,1515,1179,280,30,10
E02006701,1698,915,634,133,13,3
E02006702,1223,558,519,130,14,2
E02006703,1674,853,635,166,19,1
E02006704,4807,2410,1964,365,57,11
