GeographyCode,WP7701EW0001,WP7701EW0002,WP7701EW0003,WP7701EW0004,WP7701EW0005,WP7701EW0006,WP7701EW0007,WP7701EW0008,WP7701EW0009,WP7701EW0010,WP7701EW0011,WP7701EW0012,WP7701EW0013,WP7701EW0014,WP7701EW0015,WP7701EW0016,WP7701EW0017,WP7701EW0018,WP7701EW0019,WP7701EW0020,WP7701EW0021,WP7701EW0022,WP7701EW0023,WP7701EW0024,WP7701EW0025,WP7701EW0026,WP7701EW0027,WP7701EW0028,WP7701EW0029,WP7701EW0030,WP7701EW0031,WP7701EW0032,WP7701EW0033,WP7701EW0034,WP7701EW0035,WP7701EW0036,WP7701EW0037,WP7701EW0038,WP7701EW0039,WP7701EW0040,WP7701EW0041,WP7701EW0042,WP7701EW0043,WP7701EW0044,WP7701EW0045,WP7701EW0046,WP7701EW0047,WP7701EW0048,WP7701EW0049,WP7701EW0050,WP7701EW0051,WP7701EW0052,WP7701EW0053,WP7701EW0054,WP7701EW0055,WP7701EW0056,WP7701EW0057,WP7701EW0058,WP7701EW0059,WP7701EW0060,WP7701EW0061,WP7701EW0062,WP7701EW0063,WP7701EW0064,WP7701EW0065,WP7701EW0066,WP7701EW0067,WP7701EW0068,WP7701EW0069,WP7701EW0070,WP7701EW0071,WP7701EW0072,WP7701EW0073,WP7701EW0074,WP7701EW0075,WP7701EW0076,WP7701EW0077
E02001852,1919,243,292,332,263,78,37,57,203,188,226,188,0,0,0,0,0,0,0,0,188,0,221,27,60,54,22,5,1,4,3,0,45,1262,105,193,251,225,68,35,52,189,0,144,17,3,2,5,2,0,1,0,1,0,3,125,91,11,5,5,0,0,1,3,0,9,106,17,26,17,9,5,0,0,7,0,25
E02001854,8300,729,1764,1971,1875,747,222,214,295,215,268,215,0,0,0,0,0,0,0,0,215,0,1185,94,348,424,217,37,7,8,20,0,30,5759,341,1078,1368,1512,652,205,190,244,0,169,147,29,59,27,15,5,0,3,4,0,5,388,201,94,29,25,4,3,3,13,0,16,606,64,185,123,106,49,7,10,14,0,48
E02001855,6658,948,1440,1324,1372,904,101,57,106,160,246,160,0,0,0,0,0,0,0,0,160,0,761,90,250,207,144,18,5,5,8,0,34,4405,315,905,952,1077,764,89,51,83,0,169,182,52,76,31,12,6,0,0,0,0,5,592,438,62,26,32,9,3,0,10,0,12,558,53,147,108,107,107,4,1,5,0,26
E02001856,1974,233,460,390,270,46,26,18,14,234,283,234,0,0,0,0,0,0,0,0,234,0,245,25,77,56,27,6,0,1,0,0,53,1194,117,304,293,216,34,20,15,13,0,182,35,3,17,9,0,1,0,0,0,0,5,120,76,22,4,4,1,0,0,0,0,13,146,12,40,28,23,4,6,2,1,0,30
E02001857,5211,641,988,1331,893,272,74,91,137,357,427,357,0,0,0,0,0,0,0,0,357,0,901,87,274,274,109,24,4,5,21,0,103,3222,247,574,941,728,239,66,82,105,0,240,56,7,25,14,0,0,0,1,1,0,8,351,250,38,25,11,0,2,2,5,0,18,324,50,77,77,45,9,2,1,5,0,58
E02001858,1334,221,156,211,88,18,6,3,15,290,326,290,0,0,0,0,0,0,0,0,290,0,244,50,56,34,11,2,0,0,2,0,89,616,87,77,159,72,16,6,3,8,0,188,12,5,2,0,0,0,0,0,0,0,5,94,70,7,5,1,0,0,0,3,0,8,78,9,14,13,4,0,0,0,2,0,36
E02001859,8525,1006,2433,2198,1598,344,129,139,190,214,274,214,0,0,0,0,0,0,0,0,214,0,1567,123,584,443,214,31,14,22,37,0,99,5515,449,1483,1522,1271,291,111,115,144,0,129,142,25,56,30,21,4,2,0,1,0,3,526,337,106,51,14,1,0,0,2,0,15,561,72,204,152,78,17,2,2,6,0,28
E02001860,1122,255,129,155,50,7,10,1,4,219,292,219,0,0,0,0,0,0,0,0,219,0,193,29,22,31,6,0,2,0,0,0,103,474,82,87,110,38,7,8,1,4,0,137,2,1,0,0,0,0,0,0,0,0,1,148,123,6,6,2,0,0,0,0,0,11,86,20,14,8,4,0,0,0,0,0,40
E02001861,1582,285,230,265,182,27,9,13,16,237,318,237,0,0,0,0,0,0,0,0,237,0,333,33,79,59,40,9,3,0,6,0,104,684,73,116,169,121,17,6,12,10,0,160,14,2,3,6,2,0,0,0,0,0,1,216,164,14,17,9,0,0,0,0,0,12,98,13,18,14,10,1,0,1,0,0,41
E02001862,2641,417,477,614,370,44,32,25,47,279,336,279,0,0,0,0,0,0,0,0,279,0,491,78,117,129,43,1,6,1,2,0,114,1385,131,275,406,289,42,19,19,40,0,164,25,5,10,4,3,0,1,1,1,0,0,252,178,28,20,5,0,2,0,0,0,19,209,25,47,55,30,1,4,4,4,0,39
E02001863,5977,466,1250,1832,1227,406,124,114,209,166,183,166,0,0,0,0,0,0,0,0,166,0,996,47,319,341,162,39,9,14,22,0,43,3965,170,712,1295,958,349,113,96,170,0,102,71,9,22,25,10,2,0,0,3,0,0,328,201,57,38,16,2,1,0,4,0,9,451,39,140,133,81,14,1,4,10,0,29
E02001864,613,99,112,101,58,10,0,3,0,96,134,96,0,0,0,0,0,0,0,0,96,0,82,14,17,10,1,0,0,0,0,0,40,340,37,84,77,54,10,0,3,0,0,75,4,1,1,0,0,0,0,0,0,0,2,62,45,1,5,2,0,0,0,0,0,9,29,2,9,9,1,0,0,0,0,0,8
E02001865,3276,702,630,757,386,63,26,15,69,237,391,237,0,0,0,0,0,0,0,0,237,0,593,109,159,129,50,1,4,1,5,0,135,1816,252,383,541,310,58,20,12,60,0,180,30,6,6,6,3,0,0,0,1,0,8,384,290,28,35,3,0,0,0,2,0,26,216,45,54,46,20,4,2,2,1,0,42
E02001866,1771,389,313,366,172,38,9,4,11,206,263,206,0,0,0,0,0,0,0,0,206,0,287,44,68,70,17,2,1,3,8,0,74,893,143,186,249,131,34,8,1,3,0,138,21,2,10,3,3,0,0,0,0,0,3,237,182,27,13,3,0,0,0,0,0,12,127,18,22,31,18,2,0,0,0,0,36
E02001867,1754,329,393,440,183,42,11,9,40,131,176,131,0,0,0,0,0,0,0,0,131,0,341,45,94,89,42,7,0,4,8,0,52,960,122,248,300,129,33,11,5,26,0,86,13,4,0,7,2,0,0,0,0,0,0,196,140,20,14,4,0,0,0,4,0,14,113,18,31,30,6,2,0,0,2,0,24
E02001868,1478,290,268,197,111,28,5,7,2,234,336,234,0,0,0,0,0,0,0,0,234,0,224,46,64,56,13,0,0,1,0,0,44,727,92,158,120,88,27,3,6,2,0,231,8,6,2,0,0,0,0,0,0,0,0,170,128,19,6,7,0,0,0,0,0,10,115,18,25,15,3,1,2,0,0,0,51
E02001869,7339,402,1429,2575,1570,546,175,144,221,123,154,123,0,0,0,0,0,0,0,0,123,0,1150,64,355,478,149,26,7,6,15,0,50,5149,143,865,1815,1293,487,154,125,197,0,70,122,15,46,35,20,1,0,1,1,0,3,273,157,50,28,15,4,1,3,2,0,13,522,23,113,219,93,28,13,9,6,0,18
E02001870,2380,449,396,456,290,86,31,8,22,274,368,274,0,0,0,0,0,0,0,0,274,0,325,54,94,83,29,7,1,0,0,0,57,1363,182,255,321,230,75,27,7,17,0,249,28,6,5,7,6,2,0,0,0,0,2,223,167,14,15,7,0,0,1,4,0,15,167,40,28,30,18,2,3,0,1,0,45
E02001871,787,159,120,64,53,4,5,1,4,158,219,158,0,0,0,0,0,0,0,0,158,0,95,22,28,14,8,1,0,0,0,0,22,397,73,69,49,39,2,1,1,3,0,160,7,2,0,0,2,0,0,0,0,0,3,71,46,11,1,1,1,4,0,1,0,6,59,16,12,0,3,0,0,0,0,0,28
E02001872,1356,431,257,129,120,28,7,4,0,150,230,150,0,0,0,0,0,0,0,0,150,0,157,35,54,29,14,3,1,1,0,0,20,707,159,163,86,98,24,6,3,0,0,168,18,7,7,0,0,1,0,0,0,0,3,234,206,11,4,4,0,0,0,0,0,9,90,24,22,10,4,0,0,0,0,0,30
E02001873,7313,835,1568,2512,1280,262,103,75,91,270,317,270,0,0,0,0,0,0,0,0,270,0,1423,160,424,496,144,18,17,7,21,0,136,4653,279,953,1804,1046,235,83,63,61,0,129,79,14,22,23,12,1,0,0,0,0,7,470,329,62,48,16,1,0,0,5,0,9,418,53,107,141,62,7,3,5,4,0,36
E02001874,2356,364,501,575,296,103,20,18,77,153,249,153,0,0,0,0,0,0,0,0,153,0,348,49,88,112,29,3,1,0,6,0,60,1446,140,322,401,246,94,17,16,64,0,146,41,5,9,19,2,0,1,1,2,0,2,192,143,28,9,0,2,0,0,1,0,9,176,27,54,34,19,4,1,1,4,0,32
E02001875,5851,491,927,2024,1213,344,144,82,189,204,233,204,0,0,0,0,0,0,0,0,204,0,1445,82,309,545,293,50,28,13,51,0,74,3405,163,466,1299,814,264,110,63,118,0,108,64,13,10,28,6,3,0,0,3,0,1,339,205,50,27,13,3,0,2,9,0,30,394,28,92,125,87,24,6,4,8,0,20
E02001876,34298,1734,5203,12538,8066,3085,1080,955,1103,268,266,268,0,0,0,0,0,0,0,0,268,0,12258,270,2078,4711,2894,1061,395,338,411,0,100,17840,393,2333,6682,4672,1846,639,585,597,0,93,568,36,128,272,77,24,2,4,20,0,5,1675,985,302,170,79,26,9,14,51,0,39,1689,50,362,703,344,128,35,14,24,0,29
E02001877,2604,521,626,603,198,56,13,30,51,173,333,173,0,0,0,0,0,0,0,0,173,0,483,66,183,130,24,8,0,3,12,0,57,1437,192,343,419,163,43,9,25,34,0,209,20,1,13,3,2,0,0,0,0,0,1,294,222,38,11,3,1,0,0,2,0,17,197,40,49,40,6,4,4,2,3,0,49
E02001878,5655,477,1124,1961,964,345,78,107,169,176,254,176,0,0,0,0,0,0,0,0,176,0,876,58,269,329,96,27,7,11,10,0,69,3733,181,650,1403,776,297,66,84,137,0,139,54,4,21,18,8,1,0,1,0,0,1,333,192,66,37,13,4,1,3,6,0,11,483,42,118,174,71,16,4,8,16,0,34
E02001879,3262,454,532,878,527,142,50,29,26,301,323,301,0,0,0,0,0,0,0,0,301,0,566,78,156,153,53,7,4,7,8,0,100,1883,177,288,631,433,127,45,22,14,0,146,49,9,10,15,9,2,0,0,0,0,4,254,160,41,33,8,0,0,0,4,0,8,209,30,37,46,24,6,1,0,0,0,65
E02001880,1156,268,191,130,126,36,6,4,3,183,209,183,0,0,0,0,0,0,0,0,183,0,132,28,32,15,18,3,1,0,1,0,34,619,95,135,104,101,28,5,4,2,0,145,6,1,0,0,0,1,0,0,0,0,4,155,130,12,4,1,1,0,0,0,0,7,61,14,12,7,6,3,0,0,0,0,19
E02001881,1679,297,298,354,132,49,10,11,15,190,323,190,0,0,0,0,0,0,0,0,190,0,226,38,56,52,19,4,1,0,1,0,55,965,113,201,266,108,42,9,11,12,0,203,16,6,3,7,0,0,0,0,0,0,0,153,125,9,7,2,0,0,0,1,0,9,129,15,29,22,3,3,0,0,1,0,56
E02001882,2462,447,572,447,344,115,44,10,25,213,245,213,0,0,0,0,0,0,0,0,213,0,385,59,134,89,46,13,1,1,3,0,39,1457,203,360,306,270,95,31,8,22,0,162,30,3,11,11,5,0,0,0,0,0,0,220,158,30,20,5,2,0,0,0,0,5,157,24,37,21,18,5,12,1,0,0,39
E02001883,2480,422,597,413,409,127,34,15,30,158,275,158,0,0,0,0,0,0,0,0,158,0,342,56,119,70,39,5,5,0,3,0,45,1567,167,387,299,347,116,29,15,26,0,181,49,17,21,8,0,0,0,0,0,0,3,187,142,20,8,7,1,0,0,1,0,8,177,40,50,28,16,5,0,0,0,0,38
E02001884,2948,413,723,831,323,106,26,30,53,172,271,172,0,0,0,0,0,0,0,0,172,0,517,51,179,182,53,9,3,3,2,0,35,1763,204,405,551,241,90,22,23,45,0,182,39,2,20,11,2,0,0,0,1,0,3,206,130,31,25,5,2,0,0,0,0,13,251,26,88,62,22,5,1,4,5,0,38
E02001886,2423,309,349,600,336,50,28,18,24,369,340,369,0,0,0,0,0,0,0,0,369,0,461,49,98,164,50,4,2,0,2,0,92,1262,143,180,374,264,42,23,17,21,0,198,10,5,2,2,0,0,0,0,0,0,1,178,91,35,28,10,2,2,0,1,0,9,143,21,34,32,12,2,1,1,0,0,40
E02001888,1178,254,203,177,167,42,11,8,12,117,187,117,0,0,0,0,0,0,0,0,117,0,142,28,45,20,14,3,0,2,4,0,26,692,96,133,133,138,32,11,5,8,0,136,19,4,4,7,2,0,0,0,0,0,2,135,105,7,11,7,0,0,1,0,0,4,73,21,14,6,6,7,0,0,0,0,19
E02001889,2550,376,587,685,269,114,18,21,24,172,284,172,0,0,0,0,0,0,0,0,172,0,503,71,163,141,43,12,2,2,2,0,67,1473,129,329,486,213,97,13,17,20,0,169,22,3,6,8,1,1,0,0,1,0,2,211,144,34,15,1,1,0,1,0,0,15,169,29,55,35,11,3,3,1,1,0,31
E02001890,9011,612,1643,2764,1854,507,245,175,397,441,373,441,0,0,0,0,0,0,0,0,441,0,2268,72,578,838,401,113,42,36,86,0,102,5248,219,797,1711,1370,372,193,129,244,0,213,121,15,56,23,9,0,0,0,11,0,7,508,282,114,40,14,1,2,4,34,0,17,425,24,98,152,60,21,8,6,22,0,34
E02001892,5933,716,1420,1944,844,320,61,50,63,223,292,223,0,0,0,0,0,0,0,0,223,0,989,107,354,325,100,26,7,11,9,0,50,3952,293,869,1460,700,289,51,37,44,0,209,58,4,13,31,3,1,0,1,2,0,3,325,242,37,25,8,2,0,1,5,0,5,386,70,147,103,33,2,3,0,3,0,25
E02001893,1502,316,241,242,94,43,15,6,12,250,283,250,0,0,0,0,0,0,0,0,250,0,207,41,69,45,13,4,1,0,2,0,32,785,134,141,174,66,38,14,6,8,0,204,10,6,0,0,0,0,0,0,0,0,4,159,126,10,4,7,0,0,0,2,0,10,91,9,21,19,8,1,0,0,0,0,33
E02001895,4156,589,1087,826,806,243,74,53,102,174,202,174,0,0,0,0,0,0,0,0,174,0,567,78,202,138,87,16,5,0,16,0,25,2822,289,717,603,660,210,69,49,79,0,146,63,15,26,13,7,0,0,1,0,0,1,236,163,42,19,7,1,0,0,2,0,2,294,44,100,53,45,16,0,3,5,0,28
E02001896,3290,536,691,848,390,192,49,47,54,213,270,213,0,0,0,0,0,0,0,0,213,0,509,73,155,146,44,26,4,2,6,0,53,2032,208,447,620,309,159,44,41,44,0,160,43,6,15,14,5,1,0,0,0,0,2,293,221,30,15,7,0,0,3,1,0,16,200,28,44,53,25,6,1,1,3,0,39
E02001897,4668,622,1118,1608,581,194,55,55,87,163,185,163,0,0,0,0,0,0,0,0,163,0,880,99,279,327,72,24,7,10,12,0,50,2890,220,659,1133,470,160,43,42,68,0,95,61,10,26,19,2,1,0,0,1,0,2,349,243,63,19,8,0,0,2,2,0,12,325,50,91,110,29,9,5,1,4,0,26
E02001898,719,116,48,42,25,7,0,0,1,222,258,222,0,0,0,0,0,0,0,0,222,0,50,8,13,4,2,2,0,0,0,0,21,343,51,29,34,22,3,0,0,1,0,203,2,1,1,0,0,0,0,0,0,0,0,52,42,2,2,1,1,0,0,0,0,4,50,14,3,2,0,1,0,0,0,0,30
E02001899,2694,440,490,560,399,64,31,26,28,409,247,409,0,0,0,0,0,0,0,0,409,0,419,71,139,117,45,2,1,3,6,0,35,1534,208,286,393,327,60,29,22,19,0,190,20,8,4,4,2,0,0,0,0,0,2,192,132,31,15,9,0,0,0,1,0,4,120,21,30,31,16,2,1,1,2,0,16
E02001900,4027,235,658,1341,731,285,111,74,137,259,196,259,0,0,0,0,0,0,0,0,259,0,1036,28,234,391,178,75,31,18,27,0,54,2286,79,335,838,518,206,75,51,87,0,97,65,8,15,28,5,1,1,1,2,0,4,218,116,33,21,5,1,0,1,11,0,30,163,4,41,63,25,2,4,3,10,0,11
E02001901,3561,475,893,845,502,87,55,24,37,424,219,424,0,0,0,0,0,0,0,0,424,0,668,55,274,198,78,8,6,2,6,0,41,1862,171,456,543,380,77,42,22,27,0,144,54,8,26,6,8,0,0,0,1,0,5,339,220,65,29,15,1,0,0,2,0,7,214,21,72,69,21,1,7,0,1,0,22
E02001902,1136,253,188,137,88,31,3,1,11,186,238,186,0,0,0,0,0,0,0,0,186,0,130,30,39,18,17,8,0,0,0,0,18,619,107,120,105,60,22,3,1,9,0,192,12,5,3,1,1,0,0,0,0,0,2,131,100,11,8,3,1,0,0,2,0,6,58,11,15,5,7,0,0,0,0,0,20
E02001903,2209,561,497,526,147,81,19,10,15,151,202,151,0,0,0,0,0,0,0,0,151,0,332,48,94,97,22,14,2,1,4,0,50,1236,237,309,365,112,62,17,7,9,0,118,32,8,12,8,4,0,0,0,0,0,0,302,244,27,22,0,0,0,1,2,0,6,156,24,55,34,9,5,0,1,0,0,28
E02001904,7196,926,2059,1899,967,468,93,99,266,178,241,178,0,0,0,0,0,0,0,0,178,0,1023,96,371,333,111,37,2,5,28,0,40,4776,404,1298,1371,773,399,86,80,202,0,163,165,40,75,36,9,1,0,2,2,0,0,474,318,91,36,13,3,1,0,9,0,3,580,68,224,123,61,28,4,12,25,0,35
E02001905,12049,1855,3514,2663,1874,614,275,223,420,375,236,375,0,0,0,0,0,0,0,0,375,0,2815,107,866,670,488,237,108,103,191,0,45,5939,367,1654,1701,1266,360,156,109,189,0,137,559,120,360,44,21,2,3,0,3,0,6,1785,1212,418,72,23,0,2,4,27,0,27,576,49,216,176,76,15,6,7,10,0,21
E02001906,1925,429,345,254,222,36,15,11,18,327,268,327,0,0,0,0,0,0,0,0,327,0,206,42,55,47,29,0,0,0,2,0,31,1012,172,229,169,170,36,15,9,12,0,200,23,4,13,1,1,0,0,0,1,0,3,227,187,17,5,9,0,0,1,1,0,7,130,24,31,32,13,0,0,1,2,0,27
E02001907,4910,820,1054,1031,733,298,91,88,141,300,354,300,0,0,0,0,0,0,0,0,300,0,682,67,238,175,102,37,8,5,17,0,33,3080,364,636,730,574,256,82,72,102,0,264,58,19,15,12,3,0,0,6,1,0,2,458,318,71,30,21,1,0,2,10,0,5,332,52,94,84,33,4,1,3,11,0,50
E02001908,1472,322,318,280,73,25,2,7,11,156,278,156,0,0,0,0,0,0,0,0,156,0,229,49,62,60,8,3,0,2,0,0,45,771,128,205,178,62,22,2,5,4,0,165,12,5,4,1,1,0,0,0,0,0,1,187,129,22,11,0,0,0,0,1,0,24,117,11,25,30,2,0,0,0,6,0,43
E02001909,2447,549,587,585,193,69,17,20,42,160,225,160,0,0,0,0,0,0,0,0,160,0,449,44,134,140,24,17,1,4,13,0,72,1323,213,362,382,157,44,13,15,26,0,111,44,10,14,13,2,0,0,0,1,0,4,332,258,40,9,3,1,1,0,2,0,18,139,24,37,41,7,7,2,1,0,0,20
E02001910,1365,272,295,290,97,24,5,12,22,163,185,163,0,0,0,0,0,0,0,0,163,0,205,30,62,54,9,3,2,2,5,0,38,725,97,193,200,83,16,3,10,16,0,107,22,6,5,7,0,0,0,0,0,0,4,163,123,17,13,0,0,0,0,0,0,10,87,16,18,16,5,5,0,0,1,0,26
E02001911,983,166,135,123,108,19,20,5,5,175,227,175,0,0,0,0,0,0,0,0,175,0,136,23,25,25,16,1,1,0,0,0,45,483,74,75,74,73,16,11,5,3,0,152,9,1,0,5,0,0,0,0,1,0,2,125,60,24,11,13,0,7,0,1,0,9,55,8,11,8,6,2,1,0,0,0,19
E02001913,9359,901,2966,2633,1561,393,188,117,200,222,178,222,0,0,0,0,0,0,0,0,222,0,2077,82,766,646,316,91,45,31,45,0,55,5673,309,1719,1756,1173,279,135,79,128,0,95,201,40,108,38,8,3,0,0,2,0,2,652,416,136,36,20,5,3,4,19,0,13,534,54,237,157,44,15,5,3,6,0,13
E02001914,1470,208,285,283,118,35,17,9,8,257,250,257,0,0,0,0,0,0,0,0,257,0,302,23,91,94,29,11,3,1,3,0,47,655,72,136,157,83,23,13,8,5,0,158,37,9,16,3,1,0,0,0,0,0,8,129,97,18,6,1,0,1,0,0,0,6,90,7,24,23,4,1,0,0,0,0,31
E02001915,3807,887,843,687,347,104,29,28,31,393,458,393,0,0,0,0,0,0,0,0,393,0,568,111,202,112,45,13,1,2,3,0,79,2038,310,519,481,265,84,24,23,22,0,310,36,13,10,6,1,1,0,0,1,0,4,511,404,46,30,9,1,2,1,0,0,18,261,49,66,58,27,5,2,2,5,0,47
E02001916,3479,590,822,718,419,233,42,84,85,212,274,212,0,0,0,0,0,0,0,0,212,0,438,69,129,90,49,29,6,9,8,0,49,2234,239,557,556,346,193,34,61,70,0,178,59,12,22,16,4,0,0,4,1,0,0,319,248,45,12,2,1,0,2,3,0,6,217,22,69,44,18,10,2,8,3,0,41
E02001918,4295,649,1162,1038,461,107,31,17,24,489,317,489,0,0,0,0,0,0,0,0,489,0,800,114,299,247,62,9,2,2,4,0,61,2242,210,635,685,372,96,28,15,17,0,184,86,28,27,15,0,0,0,0,1,0,15,435,260,120,30,10,0,0,0,2,0,13,243,37,81,61,17,2,1,0,0,0,44
E02001919,807,65,97,86,34,14,1,10,32,270,198,270,0,0,0,0,0,0,0,0,270,0,109,15,25,20,7,4,0,0,3,0,35,329,29,53,57,25,10,1,9,26,0,119,9,0,2,0,0,0,0,0,0,0,7,41,17,8,4,0,0,0,0,3,0,9,49,4,9,5,2,0,0,1,0,0,28
E02001920,2941,299,384,560,731,155,164,90,184,165,209,165,0,0,0,0,0,0,0,0,165,0,272,46,52,71,51,1,1,0,14,0,36,2172,126,284,443,632,149,158,86,160,0,134,39,7,15,5,7,1,0,0,1,0,3,129,91,11,3,13,1,1,0,1,0,8,164,29,22,38,28,3,4,4,8,0,28
E02001921,1084,125,183,153,135,17,7,7,3,222,232,222,0,0,0,0,0,0,0,0,222,0,145,21,21,36,13,2,1,3,0,0,48,574,55,129,103,108,13,6,4,3,0,153,15,2,5,2,3,0,0,0,0,0,3,54,33,8,6,3,1,0,0,0,0,3,74,14,20,6,8,1,0,0,0,0,25
E02001922,4364,551,1368,1051,557,107,41,30,95,235,329,235,0,0,0,0,0,0,0,0,235,0,933,59,359,258,100,17,12,7,12,0,109,2435,206,779,705,417,88,27,22,73,0,118,76,22,39,6,2,0,0,0,3,0,4,427,243,89,22,14,1,0,0,4,0,54,258,21,102,60,24,1,2,1,3,0,44
E02001923,3199,576,770,618,295,116,24,32,48,318,402,318,0,0,0,0,0,0,0,0,318,0,475,58,132,132,42,18,1,4,18,0,70,1860,279,517,416,230,93,22,27,29,0,247,52,12,21,10,2,0,0,0,0,0,7,289,198,48,17,9,0,0,0,0,0,17,205,29,52,43,12,5,1,1,1,0,61
E02001924,1378,222,287,191,144,48,21,9,8,215,233,215,0,0,0,0,0,0,0,0,215,0,154,18,36,40,19,7,0,0,1,0,33,801,110,206,128,112,41,19,8,3,0,174,15,3,7,2,2,0,0,0,1,0,0,94,67,12,7,5,0,0,0,1,0,2,99,24,26,14,6,0,2,1,2,0,24
E02001925,1950,330,460,348,206,41,22,23,70,260,190,260,0,0,0,0,0,0,0,0,260,0,359,36,115,102,44,6,1,4,13,0,38,1015,129,279,216,144,35,19,18,51,0,124,32,12,10,4,2,0,1,0,1,0,2,180,138,23,5,4,0,0,1,3,0,6,104,15,33,21,12,0,1,0,2,0,20
E02001926,2781,342,687,599,410,99,40,34,56,275,239,275,0,0,0,0,0,0,0,0,275,0,502,41,172,134,56,17,5,9,7,0,61,1612,137,410,416,336,82,34,25,48,0,124,42,7,16,5,2,0,0,0,0,0,12,203,132,39,9,7,0,0,0,0,0,16,147,25,50,35,9,0,1,0,1,0,26
E02001927,1423,402,254,192,150,20,10,2,5,185,203,185,0,0,0,0,0,0,0,0,185,0,170,48,45,26,16,2,1,0,0,0,32,717,131,165,133,116,18,9,2,5,0,138,11,1,4,2,2,0,0,0,0,0,2,236,197,19,6,7,0,0,0,0,0,7,104,25,21,25,9,0,0,0,0,0,24
E02001928,1349,228,216,239,220,37,26,9,16,159,199,159,0,0,0,0,0,0,0,0,159,0,127,25,18,35,22,1,0,1,0,0,25,818,80,160,170,181,34,23,8,14,0,148,17,3,6,4,0,0,1,0,0,0,3,128,106,8,6,3,0,0,0,0,0,5,100,14,24,24,14,2,2,0,2,0,18
E02001929,872,158,98,77,36,9,0,1,2,185,306,185,0,0,0,0,0,0,0,0,185,0,96,17,14,13,1,2,0,0,0,0,49,451,66,73,56,34,7,0,1,1,0,213,7,3,0,0,0,0,0,0,0,0,4,75,60,5,4,0,0,0,0,0,0,6,58,12,6,4,1,0,0,0,1,0,34
E02001930,3576,660,1031,772,309,65,13,13,16,398,299,398,0,0,0,0,0,0,0,0,398,0,730,87,295,211,66,5,2,2,4,0,58,1749,235,580,444,217,53,10,10,10,0,190,60,19,12,17,1,0,0,0,1,0,10,421,284,64,45,8,3,1,0,1,0,15,218,35,80,55,17,4,0,1,0,0,26
E02001931,1286,195,212,170,91,20,6,3,15,280,294,280,0,0,0,0,0,0,0,0,280,0,145,24,46,21,16,3,0,0,1,0,34,695,97,140,136,64,17,6,3,9,0,223,9,2,3,2,1,0,0,0,0,0,1,75,58,9,2,3,0,0,0,1,0,2,82,14,14,9,7,0,0,0,4,0,34
E02001932,1465,286,247,239,199,38,25,20,23,178,210,178,0,0,0,0,0,0,0,0,178,0,179,34,35,44,26,1,3,0,3,0,33,876,109,184,177,162,35,22,19,18,0,150,14,2,4,5,0,0,0,0,1,0,2,148,125,5,7,6,1,0,0,0,0,4,70,16,19,6,5,1,0,1,1,0,21
E02001933,1875,279,352,368,256,31,19,8,18,259,285,259,0,0,0,0,0,0,0,0,259,0,268,29,80,59,43,2,1,0,5,0,49,1029,94,220,267,194,28,17,8,10,0,191,27,11,3,4,1,1,0,0,0,0,7,201,134,31,20,7,0,1,0,0,0,8,91,11,18,18,11,0,0,0,3,0,30
E02001934,1533,282,271,226,126,51,11,10,17,281,258,281,0,0,0,0,0,0,0,0,281,0,201,20,56,53,26,8,0,0,5,0,33,807,148,172,140,87,37,11,10,6,0,196,17,4,6,5,2,0,0,0,0,0,0,128,90,15,8,8,1,0,0,1,0,5,99,20,22,20,3,5,0,0,5,0,24
E02001935,1574,344,366,193,166,18,9,2,17,248,211,248,0,0,0,0,0,0,0,0,248,0,253,44,111,30,24,0,0,0,5,0,39,782,132,201,137,125,15,9,2,9,0,152,15,5,5,1,0,0,0,0,0,0,4,157,125,10,6,10,1,0,0,1,0,4,119,38,39,19,7,2,0,0,2,0,12
E02001936,1524,280,306,267,127,26,16,3,29,276,194,276,0,0,0,0,0,0,0,0,276,0,200,26,61,59,21,2,2,0,5,0,24,825,134,210,185,96,22,13,2,17,0,146,19,6,5,5,0,0,0,0,1,0,2,134,95,13,7,3,2,0,1,6,0,7,70,19,17,11,7,0,1,0,0,0,15
E02001937,1344,257,234,198,139,29,5,4,10,211,257,211,0,0,0,0,0,0,0,0,211,0,166,32,39,34,19,7,1,0,1,0,33,718,108,154,139,103,20,4,4,9,0,177,25,10,7,3,1,0,0,0,0,0,4,125,90,14,12,2,0,0,0,0,0,7,99,17,20,10,14,2,0,0,0,0,36
E02001938,2864,518,713,571,378,57,35,24,24,291,253,291,0,0,0,0,0,0,0,0,291,0,385,56,147,89,45,5,2,5,1,0,35,1644,209,455,407,295,49,31,14,13,0,171,57,13,20,11,6,0,0,0,3,0,4,278,208,34,10,10,1,0,0,4,0,11,209,32,57,54,22,2,2,5,3,0,32
E02001939,2911,426,670,599,644,140,54,29,38,162,149,162,0,0,0,0,0,0,0,0,162,0,514,62,145,117,107,23,9,8,11,0,32,1833,191,412,429,496,111,44,20,24,0,106,50,12,21,9,6,0,0,1,0,0,1,199,128,42,13,12,1,0,0,1,0,2,153,33,50,31,23,5,1,0,2,0,8
E02001941,900,215,148,106,85,10,3,1,1,147,184,147,0,0,0,0,0,0,0,0,147,0,104,21,23,16,11,1,1,0,1,0,30,487,103,104,82,63,7,2,1,0,0,125,6,1,4,0,0,0,0,0,0,0,1,87,72,7,3,4,0,0,0,0,0,1,69,18,10,5,7,2,0,0,0,0,27
