GeographyCode,WP210EW0001,WP210EW0002,WP210EW0003,WP210EW0004,WP210EW0005,WP210EW0006,WP210EW0007,WP210EW0008,WP210EW0009,WP210EW0010
E02004305,2427,1759,6,2,1,12,3,11,492,141
E02004306,2332,1673,10,1,2,11,1,10,466,158
E02004307,1674,1213,2,3,2,10,2,3,353,86
E02004308,4263,2973,24,8,5,39,4,29,958,223
E02004309,3940,2664,6,4,2,36,8,14,1003,203
E02004310,1985,1404,7,6,1,7,6,10,425,119
E02004311,1642,1178,1,4,1,3,6,4,347,98
E02004312,3917,2716,7,11,3,25,2,8,925,220
E02004313,3817,2616,13,8,2,24,12,4,925,213
E02004314,12897,8084,75,34,15,111,19,55,3658,846
E02004315,14734,10485,30,51,9,78,13,43,3183,842
E02004316,1072,746,1,5,0,5,0,2,240,73
E02004317,1266,902,4,2,0,8,0,3,281,66
E02004318,2714,1920,4,4,0,12,9,4,619,142
E02004319,1328,938,3,1,0,8,3,6,300,69
E02004320,2765,1976,8,7,1,40,7,7,570,149
E02004321,4129,3094,12,11,1,22,16,8,765,200
E02004322,1001,741,2,4,0,6,7,2,199,40
E02004323,1928,1439,2,4,0,10,21,1,372,79
E02004324,2343,1737,5,1,0,5,4,6,476,109
E02004325,2812,2075,2,2,0,6,7,1,572,147
E02004326,9106,6462,15,9,4,38,15,23,2113,427
E02004327,1218,882,1,5,0,11,5,6,242,66
E02004328,1563,1162,3,1,0,1,4,4,327,61
E02004329,2626,1880,3,6,0,4,6,8,592,127
E02004330,988,708,0,3,0,2,6,5,211,53
E02004331,1201,888,5,1,0,5,9,5,238,50
E02004332,1395,999,0,4,1,9,6,2,304,70
E02004333,1481,1076,2,2,0,3,3,5,308,82
E02004334,1257,940,3,2,0,7,7,3,239,56
E02004335,4257,3100,10,6,1,14,7,13,867,239
E02004336,1509,1109,4,1,0,8,3,1,300,83
E02004337,2285,1648,5,2,2,8,6,5,485,124
E02004338,1953,1413,4,2,0,11,2,8,407,106
E02004339,2844,2082,6,5,1,22,2,4,557,165
E02004340,2901,2081,6,3,0,5,5,6,645,150
E02004341,1115,800,0,1,2,3,1,5,246,57
E02004342,678,459,1,3,1,10,2,4,169,29
E02004343,1429,1019,3,2,2,2,1,5,321,74
E02004344,10100,6989,14,22,1,38,14,25,2425,572
E02004345,3561,2682,9,0,4,14,1,10,638,203
E02004346,1879,1334,3,1,2,2,0,7,386,144
E02004347,4979,3560,5,5,2,18,6,20,1052,311
E02004348,2965,2151,6,0,1,4,2,6,608,187
E02004349,1564,1177,5,2,1,0,7,2,277,93
E02004350,3296,2387,6,5,1,22,10,14,636,215
E02004351,1255,912,2,0,1,4,4,8,256,68
E02004352,6313,4621,13,6,1,35,5,10,1259,363
E02004353,2832,2139,7,12,1,5,0,8,506,154
E02004354,2630,1947,9,4,1,5,0,11,512,141
E02004355,2106,1504,6,9,1,7,8,15,443,113
E02004356,1626,918,6,3,0,16,1,11,547,124
E02004357,752,416,3,2,0,4,0,7,261,59
E02004358,873,480,4,1,1,16,0,4,287,80
E02004359,4947,2786,16,29,6,59,5,23,1669,354
E02004361,1596,905,12,17,6,21,1,16,498,120
E02004362,2383,1263,12,13,1,23,1,12,852,206
E02004363,5760,3419,62,88,6,71,7,40,1624,443
E02004364,2182,1288,14,5,1,20,1,21,672,160
E02004365,4732,2548,31,44,4,101,3,38,1611,352
E02004366,10343,5861,64,41,19,116,6,81,3347,808
E02004367,2309,1365,15,8,7,21,3,18,714,158
E02004368,3670,2083,18,20,5,27,2,28,1231,256
E02004369,4881,2762,30,61,8,79,8,42,1522,369
E02004370,4623,2358,22,17,4,34,2,31,1815,340
E02004371,1419,729,3,5,2,12,0,5,571,92
E02004372,1125,534,6,3,1,6,0,6,466,103
E02004373,3057,1549,12,17,4,26,0,24,1192,233
E02004374,2163,1027,13,18,6,19,0,27,873,180
E02004375,2857,1392,26,16,6,43,1,29,1107,237
E02004376,7080,3428,47,37,14,90,6,74,2757,627
E02004377,3173,1675,25,19,0,41,14,41,1108,250
E02004378,2780,1285,33,36,9,109,0,36,1012,260
E02004379,2691,1601,16,9,5,9,1,20,811,219
E02004380,3879,1995,34,19,17,16,1,28,1431,338
E02004381,8810,4393,60,25,18,52,4,78,3476,704
E02004382,3039,1628,20,4,7,12,2,29,1084,253
E02004383,5132,2453,43,12,13,24,11,79,2055,442
E02004384,1352,710,3,7,6,14,6,11,512,83
E02004385,2275,1246,9,14,10,39,1,12,745,199
E02004386,4060,2133,15,14,11,33,0,17,1509,328
E02004387,1747,917,17,8,2,15,0,18,644,126
E02004388,1066,588,3,2,3,7,0,8,375,80
E02004389,1659,953,9,3,4,7,1,7,546,129
E02004390,1479,791,8,8,3,5,1,7,546,110
E02004391,2866,1515,21,9,6,35,6,17,1020,237
E02004392,3330,2019,15,6,8,12,1,18,967,284
E02004393,2067,1293,6,1,4,3,0,9,585,166
E02004394,2855,1755,9,10,11,2,1,25,814,228
E02004395,3429,2003,12,13,6,16,2,29,1043,305
E02004396,2531,1478,12,1,4,13,0,18,786,219
E02004397,3739,2212,15,11,3,15,2,21,1162,298
E02004398,1708,961,2,7,2,18,0,11,570,137
E02004399,3097,1787,13,22,3,22,3,22,1003,222
E02004400,2160,1270,11,14,3,14,1,15,653,179
E02004401,2334,1240,9,10,7,17,1,19,834,197
E02004402,4840,2791,22,26,5,74,3,31,1533,355
E02004403,2874,1592,26,5,9,9,1,75,866,291
E02004404,2870,1701,9,11,1,14,3,14,902,215
E02004405,1866,1118,8,11,4,11,4,12,555,143
E02004406,3152,1915,19,17,4,16,7,19,925,230
E02004407,2743,1634,16,6,5,9,3,23,836,211
E02004408,2383,1361,12,8,5,21,3,15,794,164
E02004409,2316,1381,13,6,6,6,0,35,672,197
E02004410,3045,1766,12,5,5,7,1,20,983,246
E02004411,5040,2980,14,20,2,30,1,26,1574,393
E02004412,2788,1652,6,5,1,30,0,19,860,215
E02004413,2563,1497,12,1,5,5,1,22,834,186
E02004414,1715,1091,5,0,2,14,0,11,466,126
E02004415,2679,1641,10,4,4,6,2,16,810,186
E02004416,2166,1241,11,2,5,10,0,15,676,206
E02004417,3438,1988,21,12,8,22,2,19,1120,246
E02004418,2625,1426,11,9,4,6,1,26,918,224
E02004419,1215,676,4,2,2,11,1,10,414,95
E02004420,4093,2365,15,12,12,23,3,33,1325,305
E02004421,2056,1177,7,16,2,19,0,16,687,132
E02004422,2508,1412,17,9,7,22,1,15,830,195
E02004423,1466,857,4,2,2,17,0,14,457,113
E02004424,1265,785,5,10,6,8,1,7,342,101
E02004425,2067,1246,7,27,3,18,0,8,609,149
E02004426,3761,2236,18,44,20,76,13,17,1097,240
E02004427,3174,1961,11,18,9,44,10,21,894,206
E02004428,1426,838,9,12,3,24,5,1,431,103
E02004429,1852,1146,5,8,5,20,3,10,544,111
E02004430,3945,2347,11,17,15,20,2,14,1273,246
E02004431,2201,1285,9,19,5,21,1,4,682,175
E02004432,1856,1134,6,6,10,3,1,3,566,127
E02004433,2806,1556,6,42,7,27,9,17,971,171
E02004434,6363,3665,14,25,17,58,8,21,2147,408
E02004435,9007,5279,26,75,27,74,20,37,2865,604
E02004436,1124,625,3,15,3,21,1,8,373,75
E02004437,8762,4968,33,113,24,116,35,33,2828,612
E02004438,15595,8791,73,199,37,219,49,74,5153,1000
E02004439,1380,738,3,23,8,29,1,10,483,85
E02004440,1329,789,4,9,1,7,2,7,420,90
E02004441,2266,1342,14,21,13,49,4,12,686,125
E02004442,1143,625,4,11,4,25,4,2,396,72
E02004443,7483,4747,49,184,25,173,25,42,1777,461
E02004444,1780,1083,5,13,2,11,0,3,546,117
E02004445,2217,1310,8,12,3,26,9,10,678,161
E02004446,1998,1223,9,1,5,12,1,14,587,146
E02004447,1787,1077,6,2,2,4,0,5,533,158
E02004448,2045,1227,0,4,1,19,5,14,617,158
E02004449,2753,1637,13,3,1,23,1,8,881,186
E02004450,2703,1709,9,4,2,7,1,11,764,196
E02004451,3803,2279,23,17,4,24,5,15,1174,262
E02004452,2486,1500,9,3,7,10,0,15,778,164
E02004453,4355,2516,10,23,6,12,9,25,1443,311
E02004454,6106,3491,17,85,11,82,9,31,1926,454
E02004455,2500,1501,4,11,9,14,1,9,752,199
E02004456,3401,1868,20,18,4,35,5,17,1206,228
E02004457,2754,1555,7,11,1,19,3,13,943,202
E02004458,2265,1345,6,6,6,16,3,7,715,161
E02004459,3801,2281,10,8,7,18,4,13,1199,261
E02004460,1952,1119,11,17,5,14,2,9,622,153
E02004461,710,385,1,6,3,4,1,4,269,37
E02004462,9803,5823,33,54,20,91,8,39,3091,644
E02004463,2403,1455,5,16,6,18,0,8,740,155
E02004464,2436,1624,8,6,10,11,5,7,592,173
E02004465,2085,1335,7,15,5,17,3,8,548,147
E02004466,1982,1267,12,17,8,26,6,10,500,136
E02004467,1545,1017,7,19,12,34,4,5,339,108
E02004468,4199,2779,17,49,22,66,9,15,955,287
E02004469,3485,2202,12,82,16,78,28,12,847,208
E02004470,9126,5600,36,137,63,178,31,47,2415,619
E02004471,6780,4162,44,108,27,123,36,28,1805,447
E02004472,2230,1441,6,19,11,21,12,4,571,145
E02004473,1256,737,4,9,4,15,0,9,389,89
E02004474,4755,2799,19,24,12,29,3,27,1496,346
E02004475,1721,1055,8,21,3,16,7,3,502,106
E02004476,2075,1226,6,14,6,19,5,6,642,151
E02004477,1241,770,2,10,3,2,0,9,335,110
E02004478,2794,1640,15,17,16,44,9,22,839,192
E02004479,1866,1102,11,16,5,41,1,5,581,104
E02004480,1226,726,3,9,3,4,4,2,396,79
E02004481,996,575,8,4,2,7,0,1,324,75
E02004482,2844,1705,4,6,2,24,1,13,889,200
E02004483,3330,2044,8,29,6,46,2,16,945,234
E02004484,1284,782,1,3,3,9,1,3,397,85
E02004485,2069,1280,8,10,1,7,0,18,598,147
E02004486,6637,4177,38,151,13,133,15,37,1663,410
E02004487,1579,931,0,7,2,21,2,12,484,120
E02004488,1772,1139,6,18,2,17,1,3,478,108
E02004489,6314,3862,28,55,14,51,13,25,1870,396
E02004490,1464,877,4,13,3,22,5,3,428,109
E02004491,1419,836,3,9,1,16,5,7,435,107
E02004492,4558,2666,7,20,14,36,1,17,1508,289
E02004493,7584,4364,31,52,20,68,11,28,2507,503
E02004494,22569,13097,103,175,78,291,62,108,7113,1542
E02004495,2758,1644,10,18,5,20,0,19,857,185
E02004496,2726,1619,9,29,10,33,3,9,815,199
E02004497,2407,1452,7,19,6,27,4,12,717,163
E02004498,2340,1360,14,15,7,19,0,16,755,154
E02004499,1107,660,3,11,0,13,2,3,336,79
E02004500,3041,1898,8,16,6,33,3,6,880,191
E02004501,1647,1009,7,8,4,5,1,13,492,108
E02004502,2870,1778,1,5,9,17,6,9,858,187
E02004503,4328,2673,20,16,6,34,9,24,1294,252
E02004504,1181,660,2,1,2,6,1,5,409,95
E02004505,2251,1367,8,14,5,17,6,13,655,166
E02004506,2784,1697,16,16,2,12,10,11,829,191
E02004507,8286,4779,43,44,10,59,7,40,2752,552
E02004508,1991,1238,3,8,4,8,4,8,576,142
E02004509,8115,4716,64,149,19,133,22,45,2426,541
E02004512,17510,9471,99,102,27,196,29,110,6274,1202
E02004513,2198,1179,5,9,2,30,2,16,815,140
E02004514,2230,1323,10,25,1,14,0,9,705,143
E02004515,4387,2576,15,15,7,9,2,20,1448,295
E02004516,4140,2495,25,31,2,39,7,23,1239,279
E02004517,3794,2141,17,22,3,29,4,18,1259,301
E02004518,2531,1473,17,18,1,26,0,13,792,191
E02004519,1538,936,8,9,2,15,4,5,472,87
E02004520,4270,2787,36,25,3,19,0,16,1149,235
E02004521,3290,1846,16,10,2,19,5,13,1160,219
E02004522,4340,2008,33,37,22,108,3,47,1715,367
E02004523,1525,841,5,19,4,18,0,13,521,104
E02004524,2481,1568,8,1,2,3,2,12,688,197
E02004525,2878,1838,7,6,4,11,1,16,826,169
E02004526,2205,1336,4,5,1,8,0,6,694,151
E02004527,3129,1884,6,12,24,26,9,13,940,215
E02004528,3063,1934,11,19,11,42,5,8,824,209
E02004529,2644,1659,10,9,20,33,6,6,724,177
E02004530,2076,1318,3,15,21,27,8,14,525,145
E02004531,4323,2651,20,62,58,82,13,30,1090,317
E02004532,2060,1219,11,19,33,44,6,6,577,145
E02004533,1313,818,4,14,8,21,6,11,342,89
E02004534,3446,2122,7,30,38,77,18,15,922,217
E02004535,4175,2509,18,49,35,125,9,16,1138,276
E02004536,1571,988,8,21,35,34,4,5,359,117
E02004537,4755,2766,21,79,127,126,51,25,1239,321
E02004538,3963,2197,30,77,163,142,41,17,1005,291
E02004539,1666,989,7,41,25,48,25,5,405,121
E02004540,2506,1378,13,55,111,87,29,15,642,176
E02004541,3452,2030,13,93,165,138,31,14,710,258
E02004542,2409,1321,14,78,194,95,54,13,454,186
E02004543,1059,482,5,63,111,78,58,1,186,75
E02004544,2155,1156,11,31,15,40,8,9,727,158
E02004545,7177,3917,23,60,33,169,10,35,2457,473
E02004546,3162,1690,13,30,18,60,6,15,1110,220
E02004547,13670,7806,64,262,65,322,46,67,4213,825
E02004548,1416,782,2,22,15,25,5,4,482,79
E02004549,1795,984,6,17,9,52,4,9,606,108
E02004550,5473,2923,24,46,13,147,13,29,1937,341
E02004551,988,549,3,2,4,19,2,5,340,64
E02004552,1193,646,10,16,6,29,1,6,389,90
E02004553,1889,1065,11,26,4,50,1,11,601,120
E02004554,896,495,0,4,4,13,2,8,313,57
E02004555,2091,1268,3,4,1,6,2,7,634,166
E02004556,2651,1708,6,1,3,16,3,12,707,195
E02004557,2175,1245,10,6,5,17,3,13,704,172
E02004558,6309,3887,24,27,10,51,3,24,1828,455
E02004559,1765,1073,8,1,5,9,2,6,537,124
E02004560,2541,1583,8,3,3,7,0,7,720,210
E02004561,3041,1837,10,5,6,30,1,19,910,223
E02004562,2464,1474,5,9,3,21,3,7,747,195
E02004563,1075,643,0,7,1,10,0,4,337,73
E02004564,1481,879,2,9,2,7,2,5,467,108
E02004565,3767,2275,10,18,16,28,4,13,1147,256
E02004566,2393,1379,8,11,10,21,0,9,813,142
E02004567,1536,925,9,9,4,6,2,2,452,127
E02004568,3014,1785,3,12,8,20,3,14,968,201
E02004569,5093,2803,12,41,22,50,4,33,1795,333
E02004570,4265,2541,10,32,13,40,7,19,1299,304
E02004571,2350,1386,9,11,11,6,1,12,744,170
E02004572,1686,1002,4,5,7,4,0,9,544,111
E02004573,2363,1393,10,8,3,27,4,18,729,171
E02004574,3028,1846,9,14,4,14,4,17,920,200
E02004575,4064,2493,18,11,3,14,0,19,1211,295
E02004576,1546,972,8,6,1,4,1,5,430,119
E02004577,2671,1638,4,11,3,7,2,12,830,164
E02004578,2325,1420,10,3,4,15,1,15,689,168
E02004579,2679,1584,18,6,3,12,1,15,825,215
E02004580,2218,1416,9,6,4,11,2,8,587,175
E02004581,3043,1827,4,17,1,8,0,15,975,196
E02004582,3676,2143,8,9,5,17,1,11,1224,258
E02004583,2134,1187,9,5,1,8,1,14,717,192
E02004584,1086,658,3,0,1,3,1,7,325,88
E02004585,1292,761,2,6,0,2,2,7,440,72
E02004586,3026,1745,10,14,3,17,0,11,1001,225
E02004587,841,508,2,3,0,1,0,4,274,49
E02004588,5141,3004,21,33,7,44,6,28,1669,329
E02004589,1875,1108,4,17,1,9,1,6,604,125
E02004590,1315,806,7,7,4,5,0,8,388,90
E02004591,3675,2121,20,20,7,36,4,22,1170,275
E02004592,5707,3372,30,26,17,57,5,33,1755,412
E02004593,2427,1483,15,10,7,5,1,11,702,193
E02004594,3279,2085,34,10,9,15,0,13,900,213
E02004595,4006,2468,16,19,7,41,3,14,1145,293
E02004596,11432,6916,38,114,40,229,42,40,3223,790
E02004597,3577,2187,14,16,15,19,3,11,1079,233
E02004598,3293,2138,14,5,6,17,2,18,858,235
E02004599,2890,1799,13,12,12,28,2,8,793,223
E02004600,5245,3030,14,65,1,39,5,22,1695,374
E02004601,1710,1005,1,14,2,12,5,8,515,148
E02004602,971,605,4,3,2,6,6,3,295,47
E02004603,3493,1901,20,21,7,37,9,21,1239,238
E02004604,1791,1043,6,14,2,21,7,11,562,125
E02004605,1741,999,6,37,1,11,6,5,561,115
E02004606,3808,2252,14,33,2,42,6,20,1161,278
E02004607,4149,2247,20,36,6,55,10,28,1436,311
E02004608,19220,11084,98,125,26,178,48,98,6211,1352
E02004609,7532,4210,21,31,8,42,13,24,2581,602
E02004610,4588,2741,22,26,5,49,13,25,1357,350
E02004611,3186,1904,10,12,3,18,1,22,981,235
E02004612,1707,1013,5,12,0,18,2,6,514,137
E02004613,2509,1499,8,11,0,13,3,15,776,184
E02004614,1833,1106,11,10,7,4,2,8,553,132
E02004615,4246,2921,11,12,4,14,6,14,983,281
E02004616,4381,2936,18,9,2,19,6,27,1053,311
E02004617,3693,2444,14,9,3,1,4,14,956,248
E02004618,4111,2606,4,7,10,12,4,32,1151,285
E02004619,2907,1925,6,9,10,9,4,27,741,176
E02004620,1240,784,0,1,2,1,1,5,354,92
E02004621,7909,4997,37,34,6,46,1,41,2214,533
E02004622,4715,2872,8,16,2,20,6,27,1432,332
E02004623,3025,2032,10,3,3,13,1,14,734,215
E02004624,2725,1739,9,6,6,10,1,8,748,198
E02004625,4439,2850,14,13,4,17,1,25,1207,308
E02004626,3693,2469,13,5,4,9,3,15,946,229
E02004627,2100,1344,7,4,0,15,7,12,541,170
E02004628,3091,1975,9,7,0,6,7,19,812,256
E02004629,4455,2845,10,7,1,17,13,28,1190,344
E02004630,2200,1324,17,3,0,4,1,23,619,209
E02004631,1412,858,5,3,1,1,0,17,409,118
E02004632,4592,2933,16,7,1,13,6,23,1271,322
E02004633,2046,1278,6,0,2,2,1,12,573,172
E02004634,4256,2790,12,3,2,14,2,14,1118,301
E02004635,2613,1628,11,7,1,7,2,10,771,176
E02004636,1888,1195,6,7,0,21,1,10,504,144
E02004637,8744,5718,35,85,5,126,11,44,2182,538
E02004638,1274,813,2,11,0,15,3,9,333,88
E02004639,17056,10315,70,88,11,297,23,89,4987,1176
E02004640,2959,1651,11,23,3,287,6,19,750,209
E02004641,1718,1128,6,10,1,11,3,7,421,131
E02004642,10760,6440,32,70,7,184,19,46,3284,678
E02004643,1319,734,4,9,0,52,7,8,398,107
E02004644,4614,2886,13,19,1,62,8,29,1310,286
E02004645,1444,928,4,6,2,12,0,6,382,104
E02004646,1310,800,2,6,0,20,2,6,371,103
E02004647,1150,768,3,4,0,9,0,5,278,83
E02004648,1411,934,7,2,1,7,0,4,369,87
E02004649,2559,1501,9,10,0,17,3,9,832,178
E02004650,5638,3464,17,16,8,36,5,23,1725,344
E02004651,2562,1631,4,9,0,10,0,12,730,166
E02004652,2837,1739,13,5,4,4,0,26,800,246
E02004653,3726,2309,7,1,3,16,4,24,1055,307
E02004654,2834,1667,12,10,5,7,2,32,886,213
E02004655,7278,4432,25,45,3,46,7,31,2165,524
E02004656,7631,4215,44,14,4,45,7,124,2560,618
E02004657,3224,1752,14,5,5,10,0,38,1129,271
E02004658,1560,898,9,0,1,3,1,11,511,126
E02004659,1551,998,5,1,0,1,0,14,425,107
E02004660,3122,1840,13,7,10,5,4,27,948,268
E02004661,1981,1257,5,2,0,3,1,13,548,152
E02004662,2981,1897,10,4,1,7,2,17,854,189
E02004663,2628,1425,21,3,9,8,3,40,895,224
E02004664,2417,1461,7,6,4,11,2,22,738,166
E02004665,3760,2186,7,17,2,12,3,18,1218,297
E02004666,9699,5976,21,29,8,45,7,37,2901,675
E02004667,4300,2683,13,22,2,52,4,20,1200,304
E02004668,3133,2009,12,7,2,10,7,24,849,213
E02004669,3372,2120,7,12,2,21,0,16,941,253
E02004670,4666,2766,14,56,3,23,3,24,1469,308
E02004671,1984,1259,3,8,5,6,1,13,558,131
E02004672,6978,4409,15,39,4,38,14,28,1973,458
E02004673,4391,2677,6,16,8,22,7,16,1357,282
E02004674,7657,4539,23,41,4,85,18,32,2463,452
E02004675,2309,1420,7,7,1,17,0,6,710,141
E02004676,1667,1009,6,8,1,9,3,6,490,135
E02004677,2358,1538,17,12,6,7,3,16,578,181
E02004678,2520,1608,6,6,3,6,3,10,670,208
E02004679,3011,1790,10,10,5,20,3,19,954,200
E02004680,940,574,6,18,0,4,2,4,279,53
E02004681,6730,3737,49,137,12,94,41,28,2191,441
E02004682,8310,4733,46,81,16,79,42,24,2730,559
E02004683,6379,3670,60,90,4,53,23,25,2020,434
E02004684,4960,3082,37,95,5,68,16,25,1285,347
E02004685,15261,8356,98,258,17,204,57,79,5192,1000
E02004686,5309,2944,41,90,5,57,16,33,1770,353
E02004687,1151,664,6,11,3,18,2,5,371,71
E02004688,2615,1447,21,33,2,36,10,12,862,192
E02004689,1383,863,11,7,1,8,4,3,376,110
E02004690,6606,3608,58,91,7,94,19,39,2251,439
E02004691,3230,1955,11,18,7,28,6,13,980,212
E02004692,1268,755,5,6,4,9,1,5,391,92
E02004693,1308,719,8,26,1,16,3,11,430,94
E02004694,2727,1728,7,7,2,52,4,19,699,209
E02004695,2027,1148,12,38,2,15,9,7,664,132
E02004696,2752,1703,4,20,3,28,1,7,794,192
E02004697,4129,2553,27,16,5,19,8,14,1195,292
E02004698,3407,2061,16,23,5,43,5,11,1001,242
E02004699,4836,2916,40,29,5,18,7,28,1476,317
E02004700,1899,1182,24,8,0,10,2,12,533,128
E02004702,1635,1030,6,2,7,4,0,5,447,134
E02004703,3311,2118,7,5,5,4,5,20,916,231
E02004704,5214,3260,41,29,3,51,15,27,1438,350
E02004705,3476,2110,13,12,8,20,2,14,1056,241
E02004706,2232,1344,16,7,1,17,2,29,639,177
E02004707,4490,2740,22,7,6,11,3,33,1311,357
E02004708,6480,3836,27,24,8,46,8,31,2052,448
E02004709,1310,752,9,1,0,8,0,6,431,103
E02004710,1563,928,6,0,1,4,0,9,501,114
E02004712,2619,1670,11,16,2,23,17,6,713,161
E02004713,2768,1686,9,12,3,7,19,9,848,175
E02004714,8137,4554,36,72,6,96,53,44,2765,511
E02004715,3727,2131,12,15,1,41,39,19,1203,266
E02004716,1303,791,2,7,1,10,3,10,396,83
E02004717,8935,5043,32,97,13,107,83,47,2932,581
E02004718,9064,5164,38,53,9,149,65,60,2949,577
E02004719,2467,1560,5,8,1,15,2,9,706,161
E02004720,4093,2465,21,19,5,33,20,21,1227,282
E02004721,2432,1481,5,6,3,26,5,8,740,158
E02004722,6344,3848,11,22,7,41,27,32,1955,401
E02004723,2675,1546,6,22,1,14,16,18,860,192
E02004724,2505,1514,9,6,1,12,13,14,765,171
E02004725,1082,633,5,8,2,10,2,7,350,65
E02004726,6068,3607,21,40,0,106,41,23,1836,394
E02004727,4655,2690,17,26,10,17,8,31,1532,324
E02004728,9967,5731,33,39,4,59,22,42,3403,634
E02004729,1363,815,1,3,1,19,0,6,420,98
E02004730,2984,1763,14,4,1,15,2,10,963,212
E02004731,1718,1101,3,1,4,11,1,5,478,114
E02004732,2212,1342,7,13,2,20,1,14,658,155
E02004733,2879,1724,9,8,4,22,7,13,896,196
E02004734,10135,5891,31,25,7,60,6,65,3389,661
E02004735,1248,774,4,7,1,5,1,7,371,78
E02004736,1160,675,1,8,1,5,1,6,369,94
E02004737,3900,2177,9,12,2,28,8,32,1377,255
E02004738,2448,1384,10,12,3,14,2,11,800,212
E02004739,5186,3318,13,6,2,44,2,25,1436,340
E02004740,1149,700,7,2,1,7,0,7,347,78
E02004741,2618,1537,7,5,0,18,4,15,866,166
E02004742,2491,1357,11,8,2,7,1,10,935,160
E02004743,1995,1106,1,5,1,11,2,7,751,111
E02004744,1561,897,8,10,0,21,3,8,531,83
E02004745,1274,679,7,21,1,4,1,14,451,96
E02004746,2282,1424,9,4,0,15,0,12,681,137
E02004747,3585,2206,5,10,2,13,4,34,1099,212
E02004748,6250,3406,22,18,4,81,2,42,2270,405
E02004749,1884,1177,13,6,3,4,0,15,532,134
E02004750,2712,1689,10,9,0,13,2,24,768,197
E02004751,2141,1289,14,19,3,24,8,13,598,173
E02004752,3344,2109,21,21,3,21,13,13,907,236
E02004753,3507,2094,66,61,4,51,14,15,957,245
E02004754,3060,1874,69,54,5,29,5,9,822,193
E02004755,6576,3715,72,136,10,82,27,24,2058,452
E02004756,7244,4143,25,109,6,111,30,26,2325,469
E02004757,2285,1350,13,24,3,35,15,5,682,158
E02004758,3051,1912,54,44,6,49,7,10,766,203
E02004759,2138,1280,25,26,1,8,13,4,632,149
E02004760,2249,1437,9,13,0,7,5,5,623,150
E02004761,4484,2897,15,33,5,16,4,23,1284,207
E02004764,4714,2668,14,12,3,37,4,29,1641,306
E02004765,823,484,1,2,3,6,1,6,266,54
E02004766,3816,2130,7,6,2,32,2,19,1379,239
E02004767,855,432,0,1,0,7,1,8,350,56
E02004768,1158,743,1,0,2,7,0,5,332,68
E02004769,1127,555,2,1,1,8,4,5,478,73
E02004770,3180,1777,7,5,6,9,5,20,1167,184
E02004771,1498,773,5,4,2,16,1,9,603,85
E02004772,2715,1588,11,5,1,18,0,23,876,193
E02004774,2636,1545,10,12,3,16,2,19,848,181
E02004775,14248,7718,51,76,15,89,22,63,5282,932
E02004776,1884,1087,8,5,1,4,0,4,635,140
E02004777,1282,746,4,2,1,10,1,7,414,97
E02004778,1707,970,5,6,2,16,1,7,583,117
E02004779,4177,2577,11,1,3,13,1,25,1165,381
E02004780,1316,787,4,3,1,4,0,8,391,118
E02004781,3673,2196,12,10,1,15,12,14,1178,235
E02004782,5287,3007,22,27,4,65,15,26,1735,386
E02004783,1785,1085,6,7,1,7,5,11,538,125
E02004784,3613,2189,13,12,4,26,7,25,1090,247
E02004785,4069,2513,12,8,12,39,6,25,1151,303
E02004786,3719,2217,15,11,3,16,3,34,1156,264
E02004787,2896,1773,5,5,4,18,4,23,871,193
E02004788,2755,1619,7,1,9,8,0,20,889,202
E02004789,1579,943,3,6,1,6,2,13,506,99
E02004790,6020,3547,21,7,8,29,3,44,1903,458
E02004791,635,340,4,1,0,2,2,6,234,46
E02004792,6275,3698,17,17,7,35,16,32,1996,457
E02004793,3454,2103,29,10,9,18,2,33,986,264
E02004794,2132,1297,5,6,4,3,2,20,616,179
E02004795,6699,4170,14,4,9,26,3,45,1895,533
E02004796,2210,1398,2,1,3,8,1,15,607,175
E02004797,2963,1817,6,3,2,6,1,17,889,222
E02004798,2876,1735,4,4,5,19,0,13,876,220
E02004799,3738,2315,20,6,5,20,6,29,1052,285
E02004800,1539,986,10,10,4,4,1,17,406,101
E02004801,2210,1454,9,6,4,12,0,15,534,176
E02004802,2355,1309,59,72,5,29,11,6,707,157
E02004803,886,405,80,56,0,7,3,3,261,71
E02004804,1082,632,10,20,1,4,2,4,326,83
E02004805,3695,2110,55,114,0,67,14,16,1061,258
E02004806,3841,2046,38,140,6,74,26,14,1239,258
E02004807,7342,4030,115,138,10,99,31,32,2349,538
E02004808,12022,6910,139,217,17,157,43,58,3672,809
E02004809,10462,6106,300,456,20,172,44,40,2635,689
E02004810,2977,1683,65,84,3,40,11,14,889,188
E02004811,1713,992,47,58,0,30,6,12,448,120
E02004812,1332,816,63,46,0,17,1,7,298,84
E02004813,2173,1332,25,21,4,26,4,10,599,152
E02004814,1342,884,9,9,2,5,0,8,319,106
E02004815,1339,811,1,8,1,6,6,10,406,90
E02004816,7996,4868,26,36,6,49,30,50,2389,542
E02004817,4675,2894,13,20,1,22,4,26,1383,312
E02004818,7191,4660,15,28,3,31,6,43,1922,483
E02004819,3704,2250,10,25,4,28,13,24,1078,272
E02004820,4028,2720,16,18,5,12,3,22,948,284
E02004821,2328,1549,4,7,3,11,1,16,585,152
E02004822,3260,2114,7,3,2,7,6,16,851,254
E02004823,2092,1325,10,4,1,14,3,6,599,130
E02004824,4476,2823,21,11,1,41,8,23,1252,296
E02004825,2702,1692,10,9,2,31,9,15,745,189
