GeographyCode,WP101EW0001
E00027616,91
E00027617,33
E00027618,35
E00027619,24
E00027620,28
E00027621,77
E00027622,37
E00027623,49
E00027624,43
E00027625,79
E00027626,105
E00027627,130
E00027628,101
E00027629,11
E00027630,63
E00027631,38
E00027632,45
E00027633,33
E00027634,48
E00027635,63
E00027636,170
E00027638,413
E00027639,20
E00027641,23
E00027642,32
E00027643,148
E00027644,191
E00027646,55
E00027647,522
E00027649,34
E00027651,87
E00027653,22
E00027654,97
E00027655,134
E00027656,14
E00027657,240
E00027658,52
E00027659,20
E00027660,99
E00027661,136
E00027662,45
E00027663,42
E00027664,12
E00027665,31
E00027666,10
E00027667,15
E00027668,12
E00027669,27
E00027670,21
E00027671,12
E00027672,30
E00027673,20
E00027674,129
E00027675,179
E00027676,191
E00027677,30
E00027678,201
E00027679,170
E00027680,28
E00027681,41
E00027682,114
E00027683,10
E00027684,20
E00027685,16
E00027686,77
E00027687,61
E00027688,19
E00027689,85
E00027690,26
E00027691,29
E00027692,62
E00027693,82
E00027694,29
E00027695,57
E00027696,67
E00027697,237
E00027698,22
E00027699,73
E00027700,405
E00027701,32
E00027702,37
E00027703,948
E00027704,37
E00027705,26
E00027706,79
E00027707,50
E00027708,73
E00027709,27
E00027710,128
E00027711,104
E00027712,30
E00027713,75
E00027714,28
E00027715,46
E00027716,386
E00027717,27
E00027718,237
E00027719,67
E00027720,186
E00027721,25
E00027722,211
E00027723,113
E00027724,137
E00027725,12
E00027726,23
E00027727,527
E00027728,203
E00027729,17
E00027730,39
E00027731,16
E00027732,42
E00027733,87
E00027734,379
E00027735,115
E00027736,856
E00027737,33
E00027738,98
E00027739,18
E00027740,85
E00027741,97
E00027742,34
E00027743,56
E00027744,41
E00027745,25
E00027746,39
E00027747,295
E00027748,248
E00027749,103
E00027750,18
E00027751,35
E00027752,51
E00027753,103
E00027754,149
E00027755,3048
E00027756,255
E00027757,253
E00027758,23
E00027759,38
E00027760,117
E00027761,38
E00027762,1213
E00027763,167
E00027764,123
E00027765,302
E00027766,68
E00027767,18
E00027768,20
E00027769,19
E00027770,1897
E00027771,171
E00027772,9
E00027773,1070
E00027774,15
E00027775,11
E00027776,818
E00027777,2676
E00027778,108
E00027779,38
E00027780,34
E00027781,50
E00027782,34
E00027783,229
E00027784,93
E00027785,24
E00027786,45
E00027787,50
E00027788,33
E00027790,24
E00027791,83
E00027792,27
E00027793,568
E00027794,34
E00027795,33
E00027796,39
E00027797,35
E00027798,27
E00027799,107
E00027800,30
E00027801,26
E00027802,52
E00027803,29
E00027804,28
E00027805,35
E00027806,15
E00027807,20
E00027808,210
E00027809,13
E00027810,12
E00027811,27
E00027812,7
E00027813,60
E00027814,93
E00027815,50
E00027816,19
E00027817,34
E00027818,28
E00027819,277
E00027820,72
E00027821,817
E00027822,99
E00027823,229
E00027824,39
E00027825,93
E00027826,90
E00027827,18
E00027828,79
E00027829,13
E00027830,81
E00027831,31
E00027832,12
E00027833,24
E00027834,38
E00027835,65
E00027836,31
E00027837,50
E00027838,70
E00027839,89
E00027840,20
E00027841,92
E00027842,29
E00027843,533
E00027844,18
E00027845,545
E00027846,82
E00027847,142
E00027848,69
E00027849,39
E00027850,131
E00027851,204
E00027852,10
E00027853,17
E00027854,47
E00027855,12
E00027856,83
E00027857,17
E00027858,482
E00027859,132
E00027860,1937
E00027861,25
E00027862,37
E00027863,110
E00027864,27
E00027865,25
E00027866,27
E00027867,1363
E00027868,79
E00027869,34
E00027870,36
E00027871,83
E00027872,22
E00027873,36
E00027874,69
E00027875,10
E00027876,34
E00027877,767
E00027878,219
E00027879,96
E00027880,49
E00027881,33
E00027882,239
E00027884,36
E00027885,49
E00027886,23
E00027887,54
E00027888,46
E00027889,18
E00027890,25
E00027891,26
E00027892,13
E00027893,21
E00027894,71
E00027895,87
E00027896,64
E00027897,29
E00027898,16
E00027899,407
E00027900,95
E00027901,1476
E00027902,95
E00027903,16
E00027904,24
E00027905,29
E00027906,25
E00027907,31
E00027908,88
E00027909,20
E00027910,66
E00027911,8
E00027912,22
E00027913,8
E00027914,41
E00027915,34
E00027916,27
E00027917,1539
E00027918,55
E00027919,60
E00027920,143
E00027921,47
E00027922,120
E00027923,27
E00027924,27
E00027925,99
E00027926,78
E00027927,105
E00027928,111
E00027929,528
E00027930,61
E00027931,37
E00027932,136
E00027933,309
E00027934,59
E00027935,495
E00027936,25
E00027937,34
E00027938,127
E00027940,31
E00027941,17
E00027942,39
E00027943,40
E00027944,42
E00027945,63
E00027946,46
E00027947,21
E00027948,23
E00027949,88
E00027950,84
E00027951,40
E00027952,115
E00027953,43
E00027954,20
E00027955,15
E00027956,15
E00027957,12
E00027958,15
E00027959,25
E00027960,361
E00027961,158
E00027962,45
E00027963,574
E00027964,71
E00027965,35
E00027966,16
E00027967,19
E00027968,13
E00027969,43
E00027970,10
E00027971,26
E00027972,15
E00027973,14
E00027974,39
E00027975,36
E00027976,38
E00027977,125
E00027978,13
E00027979,10
E00027980,34
E00027981,32
E00027982,85
E00027983,40
E00027984,34
E00027985,9
E00027986,9
E00027987,16
E00027988,47
E00027989,28
E00027990,45
E00027991,18
E00027992,22
E00027993,33
E00027994,16
E00027995,226
E00027996,28
E00027997,51
E00027998,60
E00027999,20
E00028000,54
E00028001,7
E00028002,64
E00028003,229
E00028004,32
E00028005,42
E00028006,27
E00028007,20
E00028008,19
E00028009,47
E00028010,70
E00028011,26
E00028012,21
E00028013,18
E00028014,15
E00028015,37
E00028016,148
E00028017,129
E00028018,300
E00028019,25
E00028020,26
E00028021,48
E00028022,23
E00028023,29
E00028024,28
E00028025,111
E00028026,19
E00028027,27
E00028028,208
E00028029,1937
E00028030,267
E00028031,31
E00028032,23
E00028033,20
E00028034,15
E00028035,20
E00028036,24
E00028037,101
E00028038,28
E00028039,35
E00028040,21
E00028041,50
E00028042,77
E00028043,27
E00028044,89
E00028045,32
E00028046,21
E00028047,29
E00028048,78
E00028049,312
E00028050,1517
E00028051,179
E00028052,858
E00028053,51
E00028054,70
E00028055,22
E00028056,52
E00028057,85
E00028058,220
E00028059,64
E00028060,93
E00028061,82
E00028062,60
E00028063,842
E00028064,93
E00028065,71
E00028066,233
E00028067,41
E00028068,32
E00028069,22
E00028070,34
E00028071,65
E00028072,48
E00028073,50
E00028074,57
E00028075,19
E00028076,38
E00028077,27
E00028078,32
E00028079,14
E00028080,18
E00028081,106
E00028082,33
E00028083,24
E00028084,200
E00028085,28
E00028086,66
E00028087,34
E00028088,75
E00028089,34
E00028090,17
E00028091,17
E00028092,6
E00028093,1049
E00028094,38
E00028095,30
E00028096,5
E00028097,64
E00028098,12
E00028099,25
E00028100,36
E00028101,15
E00028102,21
E00028103,32
E00028104,317
E00028105,36
E00028106,14
E00028107,18
E00028108,12
E00028110,107
E00028111,15
E00028113,34
E00028114,15
E00028115,17
E00028116,31
E00028117,70
E00028118,34
E00028119,254
E00028120,49
E00028121,59
E00028122,131
E00028123,27
E00028124,73
E00028125,23
E00028126,26
E00028127,210
E00028128,243
E00028129,213
E00028130,30
E00028131,653
E00028132,40
E00028133,40
E00028134,35
E00028135,17
E00028136,25
E00028137,40
E00028138,301
E00028139,68
E00028140,155
E00028141,68
E00028142,29
E00028143,25
E00028144,35
E00028145,29
E00028146,28
E00028147,127
E00028148,29
E00028149,81
E00028150,27
E00028151,18
E00028152,73
E00028153,29
E00028154,18
E00028155,178
E00028156,19
E00028157,13
E00028158,808
E00028159,97
E00028160,293
E00028161,704
E00028162,144
E00028163,14
E00028164,81
E00028165,33
E00028166,168
E00028167,35
E00028168,40
E00028169,38
E00028170,28
E00028171,30
E00028172,59
E00028173,42
E00028174,23
E00028176,32
E00028177,79
E00028178,21
E00028179,144
E00028180,18
E00028181,344
E00028182,85
E00028183,15
E00028184,63
E00028185,64
E00028186,68
E00028187,27
E00028188,379
E00028189,4
E00028190,73
E00028191,85
E00028192,36
E00028193,33
E00028194,82
E00028195,27
E00028196,31
E00028197,44
E00028198,87
E00028199,40
E00028200,33
E00028201,49
E00028202,50
E00028203,135
E00028204,66
E00028205,38
E00028206,26
E00028207,55
E00028208,34
E00028209,84
E00028210,32
E00028211,16
E00028212,74
E00028213,38
E00028214,24
E00028215,29
E00028216,58
E00028217,54
E00028218,83
E00028219,53
E00028220,31
E00028221,27
E00028222,18
E00028223,117
E00028224,38
E00028225,31
E00028226,153
E00028227,145
E00028228,103
E00028229,38
E00028230,307
E00028231,140
E00028232,54
E00028233,36
E00028235,12
E00028236,157
E00028237,58
E00028238,197
E00028239,29
E00028240,130
E00028241,171
E00028242,30
E00028243,32
E00028244,47
E00028245,78
E00028246,40
E00028247,275
E00028248,73
E00028249,216
E00028250,21
E00028251,644
E00028252,22
E00028253,32
E00028254,22
E00028255,557
E00028256,108
E00028257,41
E00028258,19
E00028259,26
E00028260,81
E00028261,183
E00028262,29
E00028263,33
E00028264,29
E00028265,11
E00028266,11
E00028267,59
E00028268,268
E00028269,153
E00028270,43
E00028271,138
E00028272,34
E00028273,38
E00028274,310
E00028275,126
E00028276,187
E00028277,34
E00028278,213
E00028279,406
E00028280,48
E00028281,46
E00028282,39
E00028283,156
E00028284,29
E00028285,35
E00028286,29
E00028287,72
E00028288,48
E00028289,44
E00028290,20
E00028291,12
E00028292,252
E00028293,39
E00028294,26
E00028295,17
E00028296,24
E00028297,139
E00028298,26
E00028299,14
E00028300,261
E00028301,18
E00028302,152
E00028303,117
E00028304,23
E00028305,27
E00028306,468
E00028307,124
E00028308,22
E00028309,32
E00028310,12
E00028311,43
E00028312,105
E00028313,211
E00028314,29
E00028315,6
E00028316,21
E00028317,42
E00028318,22
E00028319,37
E00028320,28
E00028321,31
E00028322,25
E00028323,95
E00028324,35
E00028325,293
E00028326,37
E00028327,24
E00028328,57
E00028329,166
E00028330,64
E00028331,17
E00028332,61
E00028333,29
E00028334,158
E00028335,49
E00028336,31
E00028337,127
E00028338,38
E00028339,45
E00028340,15
E00028342,49
E00028343,21
E00028344,28
E00028345,14
E00028346,21
E00028347,134
E00028349,19
E00028350,29
E00028351,64
E00028352,5
E00028353,201
E00028354,46
E00028355,548
E00028356,64
E00028357,42
E00028358,27
E00028359,125
E00028360,8
E00028361,59
E00028362,15
E00028363,194
E00028364,19
E00028365,67
E00028366,22
E00028367,30
E00028369,13
E00028370,84
E00028372,15
E00028374,26
E00028375,25
E00028377,97
E00028378,272
E00028379,9
E00028381,3123
E00028383,82
E00028385,147
E00028387,382
E00028388,211
E00028390,1353
E00028392,88
E00028393,19
E00028394,92
E00028395,18
E00028396,18
E00028397,29
E00028398,29
E00028399,71
E00028400,122
E00028401,64
E00028402,233
E00028403,224
E00028404,20
E00028405,13
E00028406,101
E00028408,16
E00028410,88
E00028411,120
E00028412,76
E00028413,95
E00028414,124
E00028415,14
E00028416,56
E00028417,25
E00028418,232
E00028419,41
E00028420,19
E00028421,22
E00028422,30
E00028425,53
E00028426,22
E00028427,26
E00028428,2063
E00028429,164
E00028430,23
E00028431,16
E00028433,44
E00028434,14
E00028435,1355
E00028436,24
E00028437,13
E00028438,366
E00028439,345
E00028440,107
E00028441,25
E00028442,720
E00028443,30
E00028444,22
E00028445,19
E00028446,36
E00028447,14
E00028448,693
E00028449,18
E00028450,17
E00028451,38
E00028452,23
E00028453,61
E00028454,29
E00028455,19
E00028456,32
E00028457,128
E00028458,52
E00028459,12
E00028460,8
E00028461,78
E00028462,15
E00028463,53
E00028464,40
E00028465,39
E00028466,115
E00028467,425
E00028468,101
E00028469,20
E00028470,25
E00028471,132
E00028472,20
E00028473,141
E00028474,15
E00028475,11
E00028476,32
E00028477,56
E00028478,19
E00028479,142
E00028480,32
E00028481,133
E00028482,106
E00028483,145
E00028484,14
E00028485,21
E00028486,19
E00028487,25
E00028488,64
E00028489,25
E00028490,32
E00028491,28
E00028492,42
E00028493,16
E00028494,35
E00028495,30
E00028496,26
E00028497,26
E00028498,36
E00028499,45
E00028500,100
E00028501,135
E00028502,86
E00028503,116
E00028504,117
E00028505,71
E00028506,19
E00028507,40
E00028508,68
E00028509,38
E00028510,339
E00028511,357
E00028512,23
E00028513,59
E00028514,71
E00028515,70
E00028516,26
E00028517,125
E00028518,66
E00028519,61
E00028520,73
E00028521,51
E00028522,26
E00028523,39
E00028524,19
E00028525,55
E00028526,45
E00028527,987
E00028528,37
E00028529,61
E00028530,47
E00028531,189
E00028532,45
E00028533,1135
E00028534,687
E00028535,41
E00028536,137
E00028537,23
E00028538,594
E00028539,22
E00028540,22
E00028541,300
E00028542,23
E00028543,142
E00028544,33
E00028545,5
E00028546,67
E00028547,29
E00028548,19
E00028549,24
E00028550,13
E00028551,21
E00028552,10
E00028553,30
E00028554,55
E00028555,24
E00028556,13
E00028557,62
E00028558,87
E00028559,15
E00028560,80
E00028561,14
E00028562,5
E00028563,20
E00028564,40
E00028565,52
E00028566,20
E00028567,78
E00028568,27
E00028569,44
E00028570,23
E00028571,29
E00028572,551
E00028573,23
E00028574,97
E00028575,22
E00028576,53
E00028577,121
E00028578,22
E00028579,54
E00028580,42
E00028581,90
E00028582,68
E00028583,91
E00028584,19
E00028585,141
E00028586,91
E00028587,231
E00028588,69
E00028590,28
E00028591,79
E00028592,68
E00028593,193
E00028594,18
E00028595,17
E00028596,47
E00028597,22
E00028598,116
E00028599,53
E00028600,63
E00028601,81
E00028602,57
E00028603,39
E00028604,124
E00028605,113
E00028606,134
E00028607,206
E00028608,27
E00028609,70
E00028610,28
E00028611,39
E00028612,83
E00028613,77
E00028615,13
E00028616,98
E00028617,50
E00028620,23
E00028621,27
E00028622,25
E00028623,26
E00028624,18
E00028625,13
E00028626,6
E00028627,6
E00028628,10
E00028629,7
E00028630,25
E00028631,138
E00028632,21
E00028633,82
E00028634,86
E00028635,109
E00028638,25
E00028639,30
E00028640,6
E00028641,104
E00028642,12
E00028643,31
E00028644,16
E00028645,14
E00028646,277
E00028647,69
E00028648,219
E00028649,238
E00028650,13
E00028651,27
E00028652,844
E00028653,342
E00028654,68
E00028655,37
E00028656,92
E00028657,41
E00028658,14
E00028659,5
E00028660,52
E00028661,21
E00028662,11
E00028663,20
E00028664,12
E00028665,50
E00028666,14
E00028667,37
E00028668,350
E00028669,125
E00028670,11
E00028671,21
E00028672,33
E00028673,12
E00028674,13
E00028675,86
E00028677,32
E00028680,31
E00028681,19
E00028684,15
E00028686,13
E00028688,19
E00028689,20
E00028690,26
E00028691,1053
E00028692,402
E00028693,28
E00028694,41
E00028695,54
E00028696,806
E00028697,23
E00028698,79
E00028699,692
E00028700,374
E00028701,87
E00028702,57
E00028703,13
E00028704,16
E00028705,28
E00028706,63
E00028707,20
E00028708,31
E00028709,244
E00028710,67
E00028711,265
E00028712,13
E00028713,322
E00028714,35
E00028715,18
E00028716,24
E00028717,13
E00028718,50
E00028719,36
E00028720,66
E00028721,203
E00028722,14
E00028723,15
E00028724,134
E00028725,3
E00028726,61
E00028727,219
E00028728,60
E00028729,143
E00028730,714
E00028731,1036
E00028732,156
E00028733,36
E00028734,268
E00028735,26
E00028736,51
E00028737,184
E00028738,60
E00028739,91
E00028740,31
E00028741,187
E00028742,29
E00028743,21
E00028745,1386
E00028746,20
E00028747,27
E00028748,27
E00028749,24
E00028750,34
E00028752,36
E00028753,510
E00028754,446
E00028755,1332
E00028756,133
E00028757,11
E00028758,7
E00028759,49
E00028760,12
E00028761,147
E00028762,804
E00028763,10
E00028764,169
E00028765,19
E00028766,23
E00028767,10
E00028768,11
E00028769,19
E00028770,91
E00028772,15
E00028773,98
E00028776,95
E00028777,52
E00028778,83
E00028780,797
E00028781,27
E00028783,62
E00028784,20
E00028785,15
E00028786,12
E00028787,14
E00028788,47
E00028789,398
E00028790,37
E00028791,90
E00028792,15
E00028793,12
E00028794,28
E00028795,54
E00028796,25
E00028797,23
E00028798,1504
E00028799,13
E00028800,40
E00028801,14
E00028802,735
E00028803,182
E00028804,35
E00028805,13
E00028806,24
E00028807,28
E00028808,46
E00028809,106
E00028810,443
E00028811,14
E00028812,161
E00028813,376
E00028814,7
E00028815,11
E00028816,37
E00028817,58
E00028818,21
E00028819,30
E00028820,118
E00028821,122
E00028822,45
E00028823,77
E00028824,48
E00028825,22
E00028826,216
E00028827,34
E00028828,26
E00028829,41
E00028830,2196
E00028831,53
E00028832,115
E00028833,47
E00028834,22
E00028835,19
E00028836,115
E00028837,154
E00028838,24
E00028839,160
E00028840,90
E00028841,14
E00028842,21
E00028843,118
E00028844,61
E00028845,118
E00028846,52
E00028847,30
E00028848,17
E00028849,30
E00028850,21
E00028851,23
E00028852,48
E00028853,154
E00028854,84
E00028855,26
E00028856,34
E00028857,224
E00028858,86
E00028859,20
E00028860,21
E00028861,67
E00028862,36
E00028863,55
E00028864,32
E00028865,17
E00028866,627
E00028867,27
E00028868,38
E00028869,43
E00028870,16
E00028871,15
E00028872,1015
E00028873,14
E00028874,21
E00028875,48
E00028876,14
E00028877,26
E00028878,19
E00028879,327
E00028880,74
E00028881,59
E00028882,30
E00028883,14
E00028884,270
E00028885,74
E00028886,29
E00028888,13
E00028889,34
E00028890,35
E00028891,21
E00028892,37
E00028893,19
E00028894,18
E00028895,125
E00028896,70
E00028897,18
E00028898,83
E00028899,13
E00028900,38
E00028901,176
E00028902,28
E00028903,168
E00028904,22
E00028905,13
E00028906,10
E00028907,11
E00028908,92
E00028909,58
E00028910,48
E00028911,25
E00028912,14
E00028913,258
E00028914,34
E00028915,205
E00028916,62
E00028917,49
E00028918,150
E00028919,50
E00028920,18
E00028921,69
E00028922,321
E00028923,38
E00028924,33
E00028925,157
E00028926,12
E00028927,150
E00028928,27
E00028929,34
E00028930,37
E00028931,25
E00028932,29
E00028933,29
E00028934,216
E00028935,26
E00028936,17
E00028937,30
E00028938,20
E00028939,22
E00028940,130
E00028941,39
E00028942,62
E00028943,88
E00028944,68
E00028945,68
E00028946,26
E00028947,21
E00028948,68
E00028949,25
E00028950,17
E00028951,123
E00028952,34
E00028953,5
E00028954,95
E00028955,51
E00028956,63
E00028957,62
E00028958,44
E00028959,83
E00028960,679
E00028961,26
E00028962,50
E00028963,90
E00028964,34
E00028965,34
E00028966,76
E00028967,22
E00028968,5886
E00028969,16
E00028970,7
E00028971,14
E00028972,42
E00028973,9
E00028974,293
E00028975,213
E00028976,64
E00028977,49
E00028978,8
E00028979,33
E00028980,5
E00028981,19
E00028982,20
E00028983,34
E00028984,23
E00028985,18
E00028986,159
E00028987,59
E00028988,30
E00028989,914
E00028991,135
E00028992,17
E00028993,1377
E00028994,158
E00028995,23
E00028996,47
E00028997,187
E00028998,22
E00028999,22
E00029000,16
E00029001,22
E00029002,65
E00029003,29
E00029004,24
E00029005,28
E00029006,11
E00029007,19
E00029008,52
E00029009,56
E00029010,28
E00029011,18
E00029012,59
E00029013,26
E00029014,48
E00029015,24
E00029016,177
E00029017,64
E00029018,48
E00029019,34
E00029020,14
E00029021,13
E00029022,50
E00029023,15
E00029024,12
E00029025,142
E00029026,26
E00029027,84
E00029028,59
E00029029,360
E00029030,40
E00029031,203
E00029032,16
E00029033,220
E00029034,13
E00029035,44
E00029036,13
E00029037,22
E00029038,24
E00029039,43
E00029040,48
E00029041,45
E00029042,31
E00029043,33
E00029044,42
E00029045,85
E00029046,30
E00029047,59
E00029048,145
E00029049,58
E00029050,73
E00029051,22
E00029052,29
E00029053,44
E00029054,36
E00029055,22
E00029056,120
E00029057,13
E00029058,74
E00029059,60
E00029060,21
E00029061,45
E00029062,86
E00029063,41
E00029064,145
E00029065,44
E00029066,38
E00029067,47
E00029068,21
E00029069,165
E00029070,157
E00029071,43
E00029072,73
E00029073,282
E00029074,85
E00029075,31
E00029076,169
E00029077,57
E00029078,154
E00029079,40
E00029080,21
E00029081,66
E00029082,55
E00029083,84
E00029084,86
E00029085,28
E00029086,1885
E00029087,26
E00029088,194
E00029089,18
E00029090,21
E00029091,77
E00029092,15
E00029093,3743
E00029094,22
E00029095,29
E00029096,42
E00029097,97
E00029098,17
E00029099,15
E00029100,260
E00029101,25
E00029102,21
E00029103,85
E00029104,40
E00029105,82
E00029106,33
E00029107,25
E00029108,26
E00029109,87
E00029110,5
E00029111,47
E00029112,50
E00029113,16
E00029114,28
E00029115,17
E00029116,27
E00029117,47
E00029118,72
E00029119,116
E00029120,31
E00029121,16
E00029122,26
E00029123,36
E00029124,57
E00029125,22
E00029126,250
E00029127,27
E00029128,27
E00029129,28
E00029130,24
E00029131,102
E00029132,15
E00029133,37
E00029134,126
E00029135,49
E00029136,12
E00029137,13
E00029138,8
E00029139,16
E00029140,32
E00029141,18
E00029142,16
E00029143,2440
E00029144,17
E00029145,185
E00029146,8
E00029147,22
E00029148,40
E00029149,68
E00029150,10
E00029151,81
E00029152,7638
E00029153,30
E00029154,11
E00029155,27
E00029156,147
E00029157,3235
E00029158,348
E00029159,197
E00029160,451
E00029161,18
E00029162,7
E00029163,11
E00029164,17
E00029165,31
E00029166,101
E00029167,24
E00029168,102
E00029169,13
E00029170,24
E00029171,9
E00029172,22
E00029173,17
E00029174,66
E00029175,1291
E00029176,48
E00029177,55
E00029178,40
E00029179,88
E00029180,191
E00029181,50
E00029182,34
E00029183,97
E00029184,18
E00029185,42
E00029186,120
E00029187,99
E00029188,22
E00029189,86
E00029190,39
E00029191,23
E00029192,30
E00029193,43
E00029194,455
E00029195,19
E00029196,52
E00029197,14
E00029198,1194
E00029199,49
E00029200,178
E00029201,44
E00029202,81
E00029203,50
E00029204,308
E00029205,29
E00029206,122
E00029207,18
E00029208,24
E00029209,10
E00029210,26
E00029211,30
E00029212,64
E00029213,87
E00029214,444
E00029215,43
E00029216,47
E00029217,52
E00029218,24
E00029219,26
E00029220,26
E00029221,28
E00029222,135
E00029223,17
E00029224,1770
E00029225,28
E00029226,46
E00029227,26
E00029228,63
E00029229,29
E00029230,218
E00029231,100
E00029232,70
E00029233,56
E00029234,40
E00029235,309
E00029236,28
E00029237,378
E00029238,273
E00029239,15
E00029240,25
E00029241,146
E00029242,24
E00029243,261
E00029244,162
E00029245,9
E00029246,58
E00029247,80
E00029248,35
E00029249,58
E00029250,51
E00029251,39
E00029252,25
E00029253,37
E00029254,232
E00029255,40
E00029256,27
E00029257,37
E00029258,69
E00029259,19
E00029260,25
E00029261,31
E00029262,93
E00029263,35
E00029264,48
E00029265,36
E00029266,18
E00029267,77
E00029268,25
E00029269,1357
E00029270,730
E00029271,37
E00029272,23
E00029273,28
E00029274,545
E00029275,61
E00029276,37
E00029277,116
E00029278,22
E00029279,1437
E00029280,31
E00029281,443
E00029282,120
E00029283,100
E00029284,81
E00029285,44
E00029286,22
E00029287,31
E00029288,25
E00029289,15
E00029290,15
E00029291,38
E00029292,100
E00029293,6
E00029294,1049
E00029295,20
E00029296,12
E00029297,150
E00029298,48
E00029299,14
E00029300,44
E00029301,35
E00029302,21
E00029303,21
E00029304,20
E00029305,514
E00029306,609
E00029307,248
E00029308,82
E00029309,60
E00029310,21
E00029311,41
E00029312,44
E00029313,146
E00029314,115
E00029315,22
E00029316,1013
E00029317,97
E00029318,31
E00029319,26
E00029320,91
E00029321,35
E00029322,82
E00029323,18
E00029324,39
E00029325,141
E00029326,47
E00029327,29
E00029328,23
E00029329,35
E00029330,88
E00029331,28
E00029332,105
E00029333,937
E00029334,47
E00029335,37
E00029336,32
E00029337,25
E00029338,89
E00029339,36
E00029340,147
E00029341,47
E00029342,51
E00029343,15
E00029344,44
E00029345,24
E00029346,315
E00029347,24
E00029348,50
E00029349,55
E00029350,34
E00029351,152
E00029352,20
E00029353,35
E00029354,150
E00029355,33
E00029356,31
E00029357,25
E00029358,189
E00029359,50
E00029360,21
E00029361,31
E00029362,76
E00029363,52
E00029364,72
E00029365,51
E00029366,78
E00029367,32
E00029368,46
E00029369,21
E00029370,31
E00029371,17
E00029372,157
E00029373,34
E00029374,150
E00029375,39
E00029376,49
E00029377,4095
E00029378,40
E00029379,33
E00029380,26
E00029381,32
E00029382,122
E00029383,26
E00029384,16
E00029385,181
E00029386,22
E00029387,23
E00029388,202
E00029389,70
E00029390,31
E00029391,35
E00029392,56
E00029393,81
E00029394,32
E00029395,24
E00029396,89
E00029397,398
E00029398,24
E00029399,97
E00029400,140
E00029401,242
E00029402,30
E00029403,117
E00029404,64
E00029405,46
E00029406,27
E00029407,20
E00029408,21
E00029409,27
E00029410,111
E00029411,1385
E00029412,60
E00029413,40
E00029414,35
E00029415,191
E00029416,40
E00029417,137
E00029418,48
E00029419,68
E00029420,26
E00029421,63
E00029422,71
E00029423,73
E00029424,20
E00029425,42
E00029426,42
E00029427,23
E00029428,25
E00029429,31
E00029430,29
E00029431,42
E00029432,78
E00029433,60
E00029434,92
E00029435,90
E00029436,296
E00029437,47
E00029438,27
E00029439,51
E00029440,20
E00029441,39
E00029442,41
E00029443,45
E00029444,26
E00029445,46
E00029446,202
E00029447,35
E00029448,39
E00029449,20
E00029450,48
E00029451,24
E00029452,34
E00029453,28
E00029454,155
E00029455,20
E00029456,27
E00029457,17
E00029458,19
E00029459,18
E00029460,1332
E00029461,83
E00029462,30
E00029463,87
E00029464,20
E00029465,39
E00029466,92
E00029467,37
E00029468,83
E00029469,134
E00029470,52
E00029471,583
E00029472,22
E00029473,22
E00029474,29
E00029475,125
E00029476,53
E00029477,31
E00029478,31
E00029479,55
E00029480,822
E00029481,194
E00029482,91
E00029483,37
E00029484,112
E00029485,34
E00029486,5
E00029487,2380
E00029488,14
E00029489,41
E00029490,177
E00029491,64
E00029492,294
E00029493,28
E00029494,168
E00029495,96
E00029496,78
E00029497,204
E00029498,55
E00029499,30
E00029500,71
E00029501,66
E00029502,65
E00029503,23
E00029504,214
E00029505,39
E00029506,443
E00029507,90
E00029508,15
E00029509,51
E00029510,24
E00029511,73
E00029512,57
E00029513,31
E00029514,18
E00029515,78
E00029516,31
E00029517,33
E00029518,58
E00029519,27
E00029520,99
E00029521,145
E00029522,51
E00029523,53
E00029524,27
E00029525,49
E00029526,125
E00029527,16
E00029528,15
E00029529,11
E00029530,13
E00029531,20
E00029532,18
E00029533,30
E00029534,21
E00029535,36
E00029536,101
E00029537,17
E00029538,37
E00029539,116
E00029540,72
E00029541,50
E00029542,49
E00029543,96
E00029544,83
E00029545,21
E00029546,37
E00029547,36
E00029548,228
E00029549,14
E00029550,126
E00029551,61
E00029552,16
E00029553,29
E00029554,221
E00029555,28
E00029556,713
E00029557,20
E00029558,32
E00029559,47
E00029560,60
E00029561,22
E00029562,51
E00029563,109
E00029564,148
E00029565,38
E00029566,262
E00029567,986
E00029568,27
E00029569,434
E00029570,109
E00029571,21
E00029572,124
E00029573,34
E00029574,526
E00029575,61
E00029576,36
E00029577,97
E00029578,46
E00029579,161
E00029580,31
E00029581,32
E00029582,35
E00029583,37
E00029584,33
E00029585,24
E00029586,83
E00029587,33
E00029588,46
E00029589,30
E00029590,22
E00029591,32
E00029592,20
E00029593,30
E00029594,41
E00029595,30
E00029596,61
E00029597,38
E00029598,82
E00029599,32
E00029600,22
E00029601,38
E00029602,18
E00029603,33
E00029604,201
E00029605,53
E00029606,45
E00029607,476
E00029608,66
E00029609,41
E00029610,226
E00029611,67
E00029612,2830
E00029613,36
E00029614,27
E00029615,30
E00029616,15
E00029617,33
E00029618,47
E00029619,44
E00029620,29
E00029621,27
E00029622,139
E00029623,251
E00029624,31
E00029625,28
E00029626,30
E00029627,104
E00029628,197
E00029629,54
E00029630,79
E00029631,42
E00029632,83
E00029633,300
E00029634,81
E00029635,129
E00029636,34
E00029637,26
E00029638,75
E00029639,32
E00029640,70
E00029641,1088
E00029642,43
E00029643,26
E00029644,86
E00029645,71
E00029646,53
E00029647,691
E00029648,112
E00029649,20
E00029650,28
E00029651,51
E00029652,23
E00029653,538
E00029654,2298
E00029655,22
E00029656,29
E00029657,50
E00029658,29
