GeographyCode,WP6604EW0001,WP6604EW0002,WP6604EW0003,WP6604EW0004,WP6604EW0005,WP6604EW0006,WP6604EW0007,WP6604EW0008,WP6604EW0009,WP6604EW0010,WP6604EW0011,WP6604EW0012,WP6604EW0013,WP6604EW0014,WP6604EW0015,WP6604EW0016,WP6604EW0017,WP6604EW0018,WP6604EW0019,WP6604EW0020,WP6604EW0021,WP6604EW0022,WP6604EW0023,WP6604EW0024,WP6604EW0025,WP6604EW0026,WP6604EW0027,WP6604EW0028,WP6604EW0029,WP6604EW0030,WP6604EW0031,WP6604EW0032,WP6604EW0033,WP6604EW0034,WP6604EW0035,WP6604EW0036,WP6604EW0037,WP6604EW0038,WP6604EW0039,WP6604EW0040,WP6604EW0041,WP6604EW0042,WP6604EW0043,WP6604EW0044,WP6604EW0045,WP6604EW0046,WP6604EW0047,WP6604EW0048,WP6604EW0049,WP6604EW0050,WP6604EW0051,WP6604EW0052,WP6604EW0053,WP6604EW0054,WP6604EW0055,WP6604EW0056,WP6604EW0057,WP6604EW0058,WP6604EW0059,WP6604EW0060,WP6604EW0061,WP6604EW0062,WP6604EW0063,WP6604EW0064,WP6604EW0065,WP6604EW0066,WP6604EW0067,WP6604EW0068,WP6604EW0069,WP6604EW0070,WP6604EW0071,WP6604EW0072,WP6604EW0073,WP6604EW0074,WP6604EW0075,WP6604EW0076,WP6604EW0077,WP6604EW0078,WP6604EW0079,WP6604EW0080,WP6604EW0081,WP6604EW0082,WP6604EW0083,WP6604EW0084,WP6604EW0085,WP6604EW0086,WP6604EW0087,WP6604EW0088,WP6604EW0089,WP6604EW0090
E02001755,5013,29,656,486,1430,204,492,1582,134,396,1,69,35,176,16,44,44,11,632,4,86,50,24,44,182,234,8,444,5,61,24,78,28,62,152,34,871,2,44,38,84,13,51,624,15,626,7,125,244,148,10,33,54,5,391,0,0,1,11,1,16,343,19,643,0,19,1,543,11,26,31,12,454,4,181,63,98,64,23,18,3,556,6,71,30,268,17,55,82,27
E02001756,9019,64,435,544,911,1250,2832,2733,250,643,3,52,61,96,63,257,78,33,1546,8,39,82,81,183,401,722,30,1352,5,64,36,91,258,589,255,54,1741,7,47,72,111,128,562,769,45,457,9,45,190,60,53,63,24,13,603,2,2,4,23,8,64,457,43,1616,7,9,10,217,439,687,237,10,450,12,125,47,93,82,47,42,2,611,11,52,42,139,36,162,149,20
E02001757,1037,8,34,123,169,51,88,494,70,41,1,0,3,16,3,8,6,4,267,2,1,3,4,5,12,239,1,110,3,5,3,13,8,14,52,12,80,0,2,5,11,3,10,43,6,164,0,16,94,29,4,11,7,3,161,0,0,4,3,4,7,108,35,66,0,1,0,47,5,6,6,1,42,2,3,7,5,17,2,4,2,106,0,6,4,41,2,18,29,6
E02001758,1336,8,30,106,298,50,88,704,52,87,0,3,6,35,7,6,24,6,241,0,1,5,3,5,8,218,1,244,0,6,1,14,5,19,195,4,123,1,0,8,10,1,7,91,5,155,4,12,73,35,2,11,13,5,142,0,1,0,4,3,2,121,11,170,1,0,2,149,5,6,4,3,59,1,4,6,20,20,0,8,0,115,1,3,5,28,2,29,30,17
E02001759,5188,34,113,231,1012,242,912,2307,337,480,3,13,30,171,25,97,107,34,744,3,8,15,19,34,153,494,18,666,2,17,11,38,30,173,355,40,1259,4,9,9,48,24,283,812,70,332,10,31,122,106,8,21,16,18,545,0,0,4,10,9,52,370,100,580,1,5,1,455,13,50,47,8,185,5,20,21,20,73,13,29,4,397,6,10,18,145,26,70,77,45
E02001760,3683,34,520,424,1136,336,325,759,149,382,2,73,40,177,16,33,31,10,318,2,25,17,21,17,41,191,4,293,2,27,20,79,16,51,84,14,416,0,43,33,103,30,40,149,18,650,6,153,242,128,16,38,48,19,199,0,1,1,6,2,7,160,22,413,3,3,6,353,11,16,16,5,548,13,150,37,78,203,26,30,11,464,6,45,28,191,25,73,50,46
E02001761,887,9,29,120,156,70,76,363,64,61,1,3,6,18,6,9,12,6,129,2,0,2,5,5,8,106,1,60,0,6,1,6,5,6,29,7,73,0,2,6,11,6,7,31,10,129,3,11,81,12,4,11,3,4,180,0,1,0,5,0,4,143,27,97,1,0,2,63,11,13,5,2,55,1,4,12,3,25,3,6,1,103,1,2,10,33,8,15,28,6
E02001762,527,11,39,88,109,43,77,143,17,39,2,5,1,14,4,7,6,0,48,1,3,1,2,5,5,30,1,54,1,8,0,10,1,14,16,4,39,0,0,3,5,0,14,15,2,111,3,8,69,10,1,13,4,3,64,0,1,0,1,0,4,52,6,56,0,1,1,38,5,10,1,0,53,3,10,10,1,24,1,4,0,63,1,3,3,28,3,9,15,1
E02001763,1049,7,31,87,157,62,90,577,38,54,0,0,6,24,1,8,11,4,247,0,2,5,3,5,5,225,2,84,0,3,3,3,9,7,52,7,93,0,1,1,5,4,5,75,2,104,5,6,52,24,6,4,5,2,169,0,0,0,4,3,10,142,10,61,0,1,0,45,3,9,2,1,65,2,11,12,4,27,3,6,0,172,0,7,8,45,4,39,59,10
E02001764,2933,196,424,205,721,197,375,630,185,290,13,37,25,114,16,37,27,21,334,25,25,26,9,28,63,147,11,349,57,47,9,24,31,69,80,32,273,16,18,17,23,16,59,100,24,256,17,54,87,56,8,16,12,6,277,0,1,2,11,10,13,192,48,433,3,9,8,342,16,40,5,10,384,52,203,15,29,48,14,20,3,337,13,30,16,113,24,64,47,30
E02001765,1960,91,319,400,232,136,186,553,43,185,13,31,40,43,16,19,20,3,207,3,23,50,8,11,15,94,3,160,13,16,20,11,8,32,45,15,229,16,15,31,16,18,21,105,7,362,11,96,162,38,11,24,18,2,228,0,1,4,4,4,7,203,5,94,2,3,2,51,16,6,12,2,270,12,105,53,18,44,17,20,1,225,21,29,38,43,8,45,36,5
E02001766,2839,62,301,217,320,391,409,991,148,205,4,23,16,57,17,36,41,11,515,2,58,14,8,19,66,337,11,321,4,51,6,15,17,60,142,26,392,10,26,10,16,19,81,201,29,312,14,68,111,73,12,17,9,8,293,0,1,1,9,6,23,210,43,231,2,13,3,72,79,41,15,6,354,15,43,40,21,207,16,10,2,216,11,18,16,49,15,69,26,12
E02001767,2774,25,259,142,577,93,371,1081,226,259,0,30,10,120,3,28,42,26,276,2,23,1,14,12,38,172,14,307,3,22,6,16,12,87,132,29,605,4,29,7,15,8,87,434,21,282,6,91,84,62,5,10,11,13,318,0,3,0,11,3,24,207,70,313,2,12,1,228,13,23,23,11,125,6,40,21,18,25,3,7,5,289,2,9,12,93,12,71,53,37
E02001768,4689,27,247,282,1068,252,577,1887,349,398,0,12,12,188,10,45,109,22,735,3,18,24,12,59,119,474,26,483,5,17,18,22,56,93,231,41,705,1,15,8,47,26,130,412,66,477,2,51,161,171,13,34,33,12,559,0,2,3,15,5,29,419,86,348,3,11,7,231,22,28,36,10,225,7,95,23,16,50,7,25,2,759,6,26,26,366,11,92,148,84
E02001769,7752,165,674,583,2397,689,857,2016,371,761,8,60,46,370,40,103,99,35,562,11,23,39,40,35,73,327,14,838,13,41,24,47,62,154,462,35,1002,14,71,33,102,73,168,502,39,882,54,192,313,228,22,45,20,8,554,1,3,4,15,9,49,326,147,1417,10,25,7,1129,25,55,137,29,724,30,174,73,93,294,32,23,5,1012,24,85,44,373,129,178,120,59
E02001770,1546,13,62,136,192,126,118,842,57,105,0,7,6,33,3,23,29,4,429,3,6,6,8,19,22,360,5,188,1,7,5,8,57,16,86,8,123,0,1,8,9,3,11,90,1,207,5,22,96,28,8,14,31,3,202,0,3,0,3,3,4,156,33,58,1,1,0,48,2,4,1,1,76,2,11,11,4,25,3,20,0,158,1,4,4,51,6,21,69,2
E02001771,630,9,32,86,95,61,72,231,44,46,1,2,3,14,1,10,11,4,83,1,2,8,3,9,8,50,2,63,1,2,4,5,14,14,20,3,41,0,2,4,3,2,10,16,4,95,1,15,51,13,4,2,5,4,127,1,0,1,1,0,7,100,17,40,2,1,2,25,3,5,1,1,51,1,7,8,2,23,2,7,1,84,1,1,5,29,5,14,21,8
E02001772,1575,13,98,91,143,61,104,1018,47,91,2,13,7,25,1,9,31,3,418,1,9,2,4,20,14,364,4,160,1,8,2,8,9,22,104,6,226,1,14,5,6,6,18,173,3,124,3,21,61,16,3,7,10,3,292,0,1,0,1,2,8,254,26,59,0,8,1,37,2,4,7,0,53,2,14,4,5,17,2,9,0,152,3,10,9,41,1,20,66,2
E02001773,1061,21,43,104,213,53,127,430,70,88,4,6,9,39,1,10,9,10,252,2,2,7,6,15,20,193,7,105,0,6,1,8,16,14,53,7,97,0,2,4,5,6,33,42,5,141,8,15,72,28,4,8,3,3,122,0,0,1,3,1,11,80,26,78,1,5,0,57,0,10,2,3,49,4,5,5,12,8,2,12,1,129,2,2,5,55,2,19,36,8
E02001774,5068,97,970,396,1135,400,703,1190,177,503,20,119,30,147,34,88,41,24,458,5,55,30,14,36,80,231,7,470,12,81,24,39,51,111,137,15,667,8,60,28,68,26,117,337,23,620,10,264,173,110,4,34,13,12,399,0,2,5,6,3,27,312,44,640,14,11,9,505,12,60,19,10,578,17,254,69,84,113,23,13,5,733,11,124,28,162,121,163,87,37
E02001775,876,6,56,78,292,58,99,237,50,65,1,1,5,37,1,8,10,2,82,1,3,1,7,7,4,58,1,63,0,9,4,4,5,21,14,6,84,0,1,0,15,3,19,34,12,115,1,22,53,19,4,10,4,2,121,0,0,1,7,0,3,88,22,184,1,3,1,160,6,12,1,0,68,0,13,9,11,28,1,6,0,94,2,4,4,32,4,21,22,5
E02001776,3242,36,615,293,286,163,421,1315,113,240,2,38,21,57,9,33,71,9,507,11,28,17,8,19,29,387,8,330,2,45,4,13,15,70,162,19,549,2,37,13,20,15,113,334,15,579,3,325,126,35,15,60,12,3,339,0,5,2,10,1,16,262,43,104,5,3,3,48,2,20,22,1,284,8,82,68,30,68,9,16,3,310,3,52,39,65,19,71,49,12
E02001777,2056,43,526,191,267,140,205,550,134,208,3,64,20,51,8,27,27,8,238,10,50,12,8,12,18,118,10,199,6,40,10,17,5,32,78,11,201,3,37,11,7,14,35,69,25,344,11,157,90,46,8,11,17,4,238,0,2,0,1,4,13,162,56,124,3,4,1,85,9,10,8,4,270,5,120,30,14,71,14,16,0,234,2,52,17,38,9,45,55,16
E02001778,3584,24,70,145,331,98,179,2624,113,170,0,2,6,49,3,14,86,10,1224,3,4,9,19,8,15,1159,7,230,3,6,1,10,11,24,167,8,443,1,2,4,7,9,23,376,21,248,3,20,87,64,2,15,51,6,588,1,3,2,10,2,21,507,42,134,2,4,1,88,7,8,21,3,124,4,13,15,13,49,5,23,2,423,7,16,20,71,7,54,234,14
E02001779,4210,129,761,345,1141,547,552,606,129,378,15,81,23,152,26,40,28,13,246,4,37,26,36,26,44,66,7,382,3,61,15,84,38,76,90,15,385,3,63,20,91,77,38,80,13,632,17,192,175,129,33,64,11,11,361,0,5,2,17,18,39,250,30,380,4,20,1,305,13,25,10,2,702,52,215,41,120,209,41,12,12,744,31,87,42,207,107,185,59,26
E02001780,493,10,30,66,67,33,56,210,21,26,0,1,2,9,2,4,6,2,84,0,2,2,6,4,8,60,2,72,2,3,0,6,4,10,41,6,47,1,2,1,1,1,5,34,2,86,5,12,44,11,3,7,1,3,65,0,1,1,0,4,2,51,6,25,0,0,1,16,0,6,2,0,35,1,3,8,4,13,1,5,0,53,1,6,7,14,2,13,10,0
E02001781,642,15,32,56,110,31,47,306,45,39,0,1,2,13,0,3,17,3,75,1,1,0,2,3,2,64,2,35,0,1,0,1,0,2,26,5,34,0,1,0,6,4,4,17,2,80,2,17,29,14,2,5,7,4,178,0,1,4,2,0,9,140,22,55,2,0,1,42,7,2,1,0,50,5,7,14,6,13,0,4,1,96,5,3,6,24,2,20,30,6
E02001782,1876,14,214,162,234,163,112,918,59,92,0,19,7,30,10,5,20,1,426,1,31,9,5,16,19,343,2,182,6,31,8,17,5,9,96,10,127,0,17,9,17,14,10,57,3,219,2,60,94,29,5,9,13,7,331,1,0,1,10,5,8,283,23,73,0,3,0,44,5,5,15,1,167,3,32,17,19,68,10,18,0,259,1,21,17,63,35,37,73,12
E02001783,713,13,27,77,98,54,58,324,62,26,0,1,1,15,0,4,3,2,120,3,7,5,5,8,3,86,3,79,2,0,0,4,5,11,46,11,41,0,0,0,3,4,5,22,7,89,3,9,50,10,3,4,5,5,167,0,1,1,2,0,8,126,29,46,3,0,1,31,5,1,5,0,58,2,3,12,6,25,4,6,0,87,0,6,7,22,4,18,25,5
E02001784,816,10,36,108,117,79,67,372,27,42,0,2,1,18,4,5,10,2,165,0,5,8,2,9,3,132,6,60,0,3,0,5,9,10,26,7,45,1,1,5,2,5,5,23,3,104,0,9,62,15,4,6,8,0,149,0,0,0,1,1,3,137,7,48,0,1,2,32,1,8,4,0,92,7,12,17,4,41,3,8,0,111,2,3,13,38,5,24,24,2
E02001785,1030,38,50,117,208,87,105,335,90,109,5,4,11,45,7,12,17,8,171,1,4,4,5,15,16,121,5,111,3,6,4,11,15,25,32,15,80,0,4,3,7,5,12,40,9,169,18,18,70,34,7,9,5,8,132,0,1,3,4,1,8,85,30,61,0,2,1,41,4,4,4,5,69,10,6,15,2,26,5,5,0,128,1,5,6,59,7,14,26,10
E02001786,756,19,45,109,115,71,72,252,73,48,1,1,4,21,2,4,10,5,59,0,4,1,1,3,3,46,1,110,1,3,8,2,5,14,57,20,51,0,4,0,6,5,5,22,9,125,4,18,74,12,4,4,8,1,121,0,2,0,3,2,7,84,23,52,1,1,0,41,3,4,1,1,91,10,10,12,7,42,2,6,2,99,2,2,10,22,5,29,18,11
E02001787,1443,58,124,341,184,75,182,426,53,136,4,19,45,28,7,19,12,2,288,25,31,88,7,21,47,66,3,145,6,13,33,9,4,40,30,10,124,3,13,36,14,6,22,27,3,182,10,25,99,29,4,8,4,3,318,0,5,3,6,3,10,263,28,69,1,2,1,41,3,17,1,3,74,7,8,16,7,23,6,7,0,107,2,8,20,43,4,13,16,1
E02001788,2254,23,143,259,1043,99,183,420,84,138,0,10,19,65,5,16,12,11,196,1,5,15,8,11,13,139,4,140,1,14,10,29,12,25,42,7,153,5,5,16,32,11,28,48,8,295,7,50,136,63,6,15,15,3,171,0,2,0,9,1,12,115,32,680,5,4,4,624,4,20,12,7,162,2,42,28,36,33,12,6,3,319,2,11,31,177,16,42,31,9
E02001789,1080,70,64,191,212,65,148,238,92,147,8,5,20,53,6,28,14,13,168,3,9,22,8,23,31,65,7,99,5,10,7,13,14,24,13,13,74,6,2,13,9,1,25,11,7,162,11,19,70,37,3,9,4,9,157,0,0,0,1,2,5,114,35,49,2,5,1,30,3,7,1,0,103,25,12,42,3,10,7,0,4,121,10,2,16,58,3,12,16,4
E02001790,2925,50,624,294,636,268,298,549,206,306,2,49,29,100,36,52,20,18,369,8,61,24,24,45,58,136,13,332,6,66,10,48,36,76,42,48,276,1,34,30,74,30,36,36,35,448,19,122,166,94,8,12,6,21,357,1,3,1,12,2,15,274,49,125,4,5,2,85,13,9,4,3,322,6,220,16,34,34,3,9,0,390,3,64,16,165,64,37,22,19
E02001791,1578,10,69,133,428,60,187,553,138,146,1,4,5,73,7,22,20,14,218,3,4,8,11,10,13,164,5,182,1,7,4,16,5,36,96,17,219,0,4,8,19,7,53,116,12,184,1,23,83,51,6,6,8,6,185,1,1,0,7,1,16,99,60,196,3,6,0,148,8,17,9,5,60,0,16,9,11,11,4,6,3,188,0,4,16,92,5,20,35,16
E02001792,1604,18,49,134,654,69,155,457,68,137,0,2,6,76,6,16,25,6,157,4,3,4,2,15,26,100,3,123,2,8,4,24,10,28,35,12,94,0,6,2,33,3,21,25,4,222,3,14,98,73,9,7,16,2,257,0,0,1,14,1,14,197,30,291,3,3,1,263,3,13,2,3,68,4,10,9,13,19,3,9,1,255,2,3,9,156,3,27,48,7
E02001793,1053,10,43,81,169,59,115,522,54,74,2,4,1,23,3,7,26,8,142,1,0,0,3,1,8,124,5,90,0,5,1,7,3,13,50,11,130,1,2,1,8,2,9,103,4,111,0,8,58,23,6,9,5,2,209,0,1,1,5,1,15,169,17,76,1,1,0,55,5,6,4,4,66,3,11,7,4,28,6,6,1,155,2,11,12,41,10,42,35,2
E02001794,1131,10,48,115,113,54,98,655,38,69,0,3,7,21,2,9,25,2,205,0,1,1,5,3,4,189,2,84,0,5,1,5,3,7,57,6,90,0,4,1,3,4,2,72,4,131,2,17,77,14,4,7,9,1,267,0,1,1,3,5,8,235,14,51,3,0,1,31,1,9,6,0,70,2,14,10,3,26,5,9,1,164,3,3,16,28,6,47,53,8
E02001795,6908,66,798,452,1268,862,836,2164,462,571,3,70,44,173,47,115,83,36,841,5,81,54,31,75,127,438,30,791,1,66,15,70,54,109,392,84,1030,3,40,36,113,63,151,573,51,744,4,241,182,192,27,46,24,28,567,1,7,2,11,7,46,398,95,551,20,10,5,318,34,55,85,24,725,19,201,48,111,243,47,40,16,1088,10,82,66,249,312,140,131,98
E02001796,3886,74,436,327,789,480,346,1199,235,346,4,25,21,127,43,46,63,17,589,2,13,22,21,48,38,425,20,306,4,37,6,43,28,48,110,30,400,8,29,17,54,33,63,156,40,630,11,144,205,164,36,28,21,21,401,1,6,0,12,2,13,307,60,235,17,6,3,141,9,34,19,6,477,17,107,36,30,238,18,28,3,502,10,69,17,197,43,58,70,38
E02001797,10701,109,7142,373,991,595,407,974,110,500,5,252,24,84,26,31,73,5,874,10,469,35,38,66,48,196,12,815,11,364,9,41,32,56,289,13,551,3,294,17,78,40,22,88,9,2297,15,1844,171,169,22,32,27,17,298,0,17,2,19,8,26,200,26,174,13,37,4,77,14,17,9,3,3750,31,3044,67,229,270,82,20,7,1442,21,821,44,256,117,93,72,18
E02001798,4872,54,557,428,1038,137,1316,1205,137,524,3,44,55,147,11,130,114,20,572,5,53,40,18,10,83,358,5,641,3,72,43,80,17,225,184,17,847,2,69,35,98,17,447,153,26,467,11,107,177,106,10,21,25,10,353,1,4,1,16,0,21,273,37,732,9,19,12,364,9,300,14,5,297,13,129,31,44,47,24,8,1,439,7,60,34,165,16,65,76,16
E02001799,4554,83,1302,373,986,310,588,739,173,404,5,110,30,132,16,66,30,15,351,3,65,9,19,12,42,188,13,403,23,108,19,49,19,74,99,12,397,6,83,22,74,13,83,88,28,716,9,296,200,141,22,36,7,5,352,2,3,3,11,3,32,235,63,307,8,16,11,211,10,34,8,9,863,16,472,44,95,177,36,20,3,761,11,149,35,254,38,185,64,25
E02001800,3176,126,720,538,656,221,498,340,77,373,14,110,54,100,17,53,15,10,219,5,47,49,5,17,35,60,1,218,3,41,27,30,14,55,34,14,407,6,61,44,47,16,144,86,3,659,31,235,230,73,8,56,15,11,121,0,0,0,8,1,13,76,23,287,22,9,8,207,7,18,15,1,397,32,137,89,46,47,33,12,1,495,13,80,37,140,94,91,27,13
E02001801,5857,34,80,181,494,101,316,4472,179,257,2,1,8,85,3,13,128,17,2416,4,8,12,30,4,26,2315,17,315,3,7,3,20,10,23,238,11,741,2,9,11,18,14,41,631,15,276,3,17,106,67,1,12,63,7,882,1,0,2,20,2,27,757,73,225,7,1,2,127,6,16,58,8,151,7,25,15,19,42,6,34,3,594,5,12,22,108,19,152,248,28
E02001802,1743,44,666,138,361,87,127,259,61,140,2,43,5,49,8,21,10,2,164,1,67,7,3,1,8,74,3,165,2,72,2,17,6,18,44,4,113,1,35,7,23,4,8,27,8,400,2,255,76,36,3,15,5,8,82,0,0,0,2,0,5,64,11,192,6,11,1,149,3,9,10,3,275,18,133,26,30,50,4,9,5,212,12,50,14,52,12,39,16,17
E02001803,16000,347,736,611,4623,924,2364,5463,932,1418,19,51,65,621,37,259,250,116,1691,11,60,59,54,53,289,1100,65,1847,22,59,46,113,68,383,1038,118,3002,26,35,61,151,70,699,1812,148,1114,14,279,250,351,52,45,93,30,1278,0,6,5,45,34,160,762,266,3020,153,27,7,2296,160,238,103,36,794,52,136,57,89,342,33,67,18,1836,50,83,61,903,108,258,238,135
E02001804,2013,92,154,249,341,107,250,720,100,157,6,15,20,43,6,11,36,20,194,1,11,10,6,16,12,133,5,160,3,13,5,20,4,20,77,18,179,1,5,8,13,8,19,112,13,341,9,48,151,64,9,25,29,6,299,3,2,2,10,1,22,236,23,157,8,2,0,114,6,18,7,2,193,21,40,27,18,46,19,19,3,333,40,18,26,53,11,104,71,10
E02001805,1125,13,40,88,183,51,97,575,78,86,0,2,3,32,4,8,28,9,207,1,3,1,5,3,11,179,4,85,1,4,1,11,4,19,38,7,92,0,0,0,2,1,15,65,9,160,4,17,71,34,3,8,13,10,252,2,2,2,8,2,11,192,33,63,2,2,0,42,4,5,6,2,57,0,6,4,9,25,1,12,0,123,3,4,6,40,5,19,42,4
E02001806,3762,88,252,240,919,168,505,1313,277,381,17,40,22,139,13,54,67,29,519,8,8,13,24,7,48,390,21,330,5,19,6,26,8,70,171,25,397,7,12,18,45,25,121,139,30,432,7,84,111,161,6,24,22,17,599,0,2,3,11,6,51,430,96,282,10,6,3,179,14,45,12,13,254,28,54,32,47,64,19,7,3,568,6,27,32,287,25,73,75,43
E02001807,7445,280,674,626,1790,644,385,2925,121,405,17,68,68,148,24,22,46,12,488,32,35,41,22,21,35,289,13,387,36,54,28,54,16,39,151,9,2428,25,69,39,131,54,74,2024,12,677,27,159,258,137,28,44,14,10,295,0,3,1,6,3,18,230,34,227,14,5,10,136,12,16,26,8,1059,81,190,85,351,303,23,24,2,1479,48,91,96,805,183,114,121,21
E02001808,1533,16,32,118,291,52,122,800,102,126,1,2,13,55,0,14,30,11,354,1,2,8,10,7,8,309,9,178,2,4,6,8,5,23,116,14,234,1,0,3,11,11,32,165,11,149,0,9,68,52,5,6,6,3,175,0,0,0,1,1,6,123,44,151,9,2,1,111,2,13,10,3,60,1,10,8,10,18,5,7,1,106,1,3,11,33,3,15,34,6
E02001809,5331,44,138,156,2076,179,534,1954,250,382,2,5,11,212,7,61,57,27,393,1,8,10,26,30,28,284,6,482,5,11,4,29,18,75,330,10,1231,3,10,10,53,23,146,949,37,240,3,33,82,78,7,24,6,7,338,0,1,1,10,5,40,188,93,1378,22,15,5,1203,22,63,32,16,159,3,32,19,45,42,4,13,1,728,5,23,14,420,25,93,95,53
E02001810,1986,14,475,189,460,169,156,480,43,132,0,29,12,47,15,18,11,0,275,2,38,10,17,27,8,170,3,195,0,47,9,40,31,18,40,10,169,0,44,12,38,10,19,43,3,313,1,82,112,79,15,16,4,4,211,0,1,0,11,0,17,164,18,100,5,9,2,66,4,11,1,2,273,3,164,16,24,43,10,13,0,318,3,61,16,138,24,39,34,3
E02001811,1800,18,422,159,229,321,179,422,50,97,0,22,6,24,18,11,13,3,263,1,33,0,4,68,9,143,5,162,1,25,2,10,51,32,32,9,110,2,19,3,10,23,15,33,5,334,5,86,104,46,56,26,9,2,179,0,0,2,6,2,12,141,16,105,2,6,2,44,31,12,5,3,282,3,173,20,22,46,9,8,1,268,4,58,20,63,26,53,38,6
E02001812,2723,25,74,211,319,109,226,1673,86,186,0,11,19,54,7,27,61,7,798,5,8,9,12,30,53,665,16,172,0,10,4,16,15,38,75,14,205,1,4,13,12,8,26,139,2,280,1,19,139,58,7,16,31,9,652,2,3,5,12,4,15,580,31,103,13,3,1,60,5,10,8,3,73,1,10,9,6,26,6,15,0,254,2,6,12,89,7,35,99,4
E02001813,2040,34,45,162,330,134,180,1073,82,87,1,2,3,36,2,7,29,7,372,1,3,4,13,5,10,332,4,268,3,3,1,12,6,28,201,14,151,0,1,2,5,8,16,110,9,222,9,11,108,54,8,12,13,7,361,0,2,2,7,5,19,301,25,132,10,2,1,87,8,18,4,2,163,5,16,21,15,79,9,16,2,284,5,5,20,101,13,61,67,12
E02001814,3108,74,256,318,1063,199,394,674,130,275,4,28,24,126,9,41,28,15,223,2,7,10,15,11,35,136,7,219,2,8,20,31,9,51,85,13,349,1,21,17,52,12,60,171,15,455,21,52,178,106,32,42,17,7,234,0,0,0,10,4,31,150,39,518,17,3,3,421,4,54,11,5,343,16,97,30,73,87,21,15,4,492,11,40,36,229,31,59,61,25
E02001815,2670,31,652,258,583,204,252,617,73,282,9,63,25,86,17,42,34,6,329,5,41,14,16,27,34,184,8,277,0,56,16,41,19,45,79,21,260,0,40,15,53,7,32,105,8,439,6,157,134,67,14,35,19,7,171,0,1,2,4,2,15,130,17,150,4,10,3,120,3,4,6,0,410,4,195,33,66,85,5,22,0,352,3,89,16,130,30,40,38,6
E02001816,1437,27,45,105,513,62,157,441,87,86,0,1,5,38,0,22,11,9,176,1,1,2,2,5,6,152,7,106,2,5,2,7,3,21,48,18,99,0,0,3,20,6,18,36,16,117,2,13,64,25,0,4,7,2,177,1,1,0,3,2,16,130,24,359,17,4,4,287,6,30,6,5,97,2,15,13,16,37,1,12,1,220,2,5,12,115,3,39,39,5
E02001817,1141,16,29,118,211,67,141,495,64,75,0,4,7,25,4,11,17,7,130,2,1,5,4,3,6,106,3,74,2,1,4,8,5,18,32,4,143,4,1,1,2,12,39,78,6,141,2,10,76,27,7,11,7,1,243,0,1,2,8,3,8,196,25,124,3,2,2,87,5,15,5,5,58,1,4,8,7,26,3,8,1,153,2,5,13,43,2,30,46,12
E02001818,1850,26,50,161,262,111,131,1042,67,105,0,4,10,43,3,9,31,5,455,2,4,7,8,11,20,397,6,149,1,8,1,13,11,25,79,11,136,0,2,13,8,9,17,81,6,216,5,15,101,51,9,11,23,1,377,3,1,1,12,5,6,317,32,77,6,0,1,51,8,7,2,2,112,5,11,14,17,44,4,17,0,223,4,5,13,59,11,32,95,4
E02001819,8734,1352,168,510,957,1435,3458,663,191,683,89,17,43,102,72,309,30,21,882,58,20,104,22,228,285,153,12,1122,136,27,28,76,143,570,118,24,1451,79,15,36,51,139,1009,99,23,595,43,37,227,60,29,175,12,12,238,4,2,1,4,16,31,139,41,3057,897,15,14,492,676,865,59,39,247,23,22,25,19,100,43,15,0,459,23,13,32,131,32,171,38,19
E02001820,1606,261,67,142,245,84,142,585,80,135,23,7,13,45,6,12,22,7,278,61,2,5,14,18,22,153,3,159,27,15,4,13,8,30,47,15,178,35,1,6,10,5,18,96,7,194,32,17,78,33,4,13,7,10,252,2,1,1,2,1,12,202,31,174,66,1,3,83,5,9,7,0,96,7,19,15,11,29,3,12,0,140,8,4,17,34,8,23,39,7
E02001821,696,25,42,115,72,71,71,281,19,40,1,7,4,10,7,5,5,1,155,1,2,5,5,16,11,114,1,74,0,7,1,8,8,16,26,8,34,0,2,4,2,3,4,18,1,131,6,11,79,17,5,7,4,2,91,0,0,2,1,0,1,82,5,49,15,0,1,12,5,15,0,1,55,0,9,8,4,22,4,8,0,67,2,4,11,13,5,8,24,0
E02001822,1839,106,111,245,403,144,164,565,101,175,10,10,18,64,24,23,19,7,254,3,7,17,4,12,15,184,12,160,6,15,6,18,5,25,70,15,135,15,9,12,24,9,17,46,3,342,18,44,135,94,6,11,18,16,236,0,1,1,7,0,14,177,36,112,9,0,2,85,3,6,5,2,200,32,21,34,23,66,8,14,2,225,13,4,20,84,19,45,32,8
E02001823,1355,31,157,211,208,71,147,458,72,114,8,23,9,29,4,13,21,7,169,0,7,10,8,3,10,129,2,83,4,16,2,13,1,14,23,10,108,3,11,7,9,8,15,46,9,256,3,39,137,30,7,27,7,6,213,1,1,0,3,2,12,171,23,85,2,0,1,57,2,17,4,2,115,3,33,16,18,29,7,8,1,212,7,27,29,41,15,32,49,12
E02001824,2700,30,99,223,512,171,389,1113,163,206,3,9,17,82,4,38,37,16,368,2,7,7,13,13,44,278,4,319,5,12,2,10,8,78,195,9,409,2,13,8,20,15,85,246,20,285,2,26,138,55,12,21,15,16,347,0,1,1,7,2,27,239,70,318,6,7,1,228,8,37,23,8,108,3,13,22,12,36,10,9,3,340,7,11,27,85,73,49,71,17
