GeographyCode,WP702EW0001,WP702EW0002,WP702EW0003,WP702EW0004,WP702EW0005,WP702EW0006,WP702EW0007,WP702EW0008,WP702EW0009,WP702EW0010,WP702EW0011,WP702EW0012,WP702EW0013
E02000400,2331,256,390,337,226,88,35,48,55,426,470,19904,13.87038328
E02000401,1083,125,172,128,83,20,1,4,12,197,341,5108.7,9.373761468
E02000402,1099,181,160,115,93,23,8,4,10,131,374,5390.1,9.074242424
E02000403,5783,680,1342,1234,897,307,70,92,202,285,674,76373.3,15.83194444
E02000404,1552,215,206,200,103,23,9,2,17,243,534,6960.9,8.981806452
E02000405,1654,239,215,162,85,27,7,20,20,535,344,8197.2,10.57703226
E02000406,1048,120,108,74,30,13,0,0,3,219,481,1988.9,5.715229885
E02000407,2071,290,339,305,212,60,15,42,25,256,527,13385.7,10.39262422
E02000408,2148,298,368,323,229,129,24,35,37,217,488,17264.9,11.96458766
E02000409,1602,235,198,195,146,203,26,24,31,194,350,15598,14.74291115
E02000410,2023,240,376,287,128,16,3,6,14,567,386,7838.3,7.325514019
E02000411,3606,283,762,686,544,200,86,135,216,194,500,56816,19.51098901
E02000412,5848,1143,1506,1207,758,271,65,78,95,249,476,47844.6,9.339176264
E02000413,1664,189,227,219,91,30,6,7,23,554,318,9626.6,12.15479798
E02000414,1309,112,147,112,68,18,9,6,6,281,550,4038.3,8.44832636
E02000415,1782,263,295,232,140,26,6,6,10,275,529,7109.1,7.269018405
E02000416,2018,212,289,272,333,88,27,28,19,366,384,15017.4,11.84337539
E02000417,2756,447,526,464,263,57,16,22,16,589,356,14622.9,8.074489232
E02000418,1474,149,168,139,101,121,25,21,23,467,260,11910.5,15.94444444
E02000419,2445,317,376,417,220,69,29,42,35,360,580,15711.5,10.43953488
E02000420,1684,167,188,171,182,43,10,15,9,277,622,8328.5,10.60955414
E02000421,3822,540,951,724,513,176,71,58,65,199,525,32633.3,10.53366688
E02000422,1658,268,219,176,100,24,4,9,10,241,607,6593,8.139506173
E02000423,2812,373,607,558,315,81,13,30,32,271,532,18990.8,9.45286212
E02000424,1890,228,278,256,131,33,15,20,68,476,385,16416.7,15.95403304
E02000425,1455,216,204,143,96,7,5,3,5,251,525,4466.2,6.577614138
E02000426,2700,287,501,430,371,104,23,51,59,597,277,23961.4,13.12234392
E02000427,1624,178,245,219,150,24,5,6,24,310,463,9263,10.88484136
E02000428,2211,325,367,361,251,45,9,23,20,306,504,13460,9.607423269
E02000429,1686,201,232,158,60,12,5,10,16,620,372,6853.7,9.875648415
E02000430,3167,511,533,465,348,81,31,25,44,615,514,20503.9,10.0607949
E02000431,1802,178,258,212,157,37,12,13,23,537,375,10040.2,11.2811236
E02000432,1235,127,137,96,64,15,16,11,18,407,344,5586.9,11.54318182
E02000433,4418,331,1048,1031,625,191,103,63,89,643,294,45108.9,12.95860385
E02000434,2824,420,386,455,294,93,57,36,59,598,426,22719.9,12.62216667
E02000435,1481,140,229,232,103,28,13,7,12,385,332,7008.6,9.173560209
E02000436,1327,112,237,162,61,25,6,8,17,461,238,6094.8,9.705095541
E02000437,1970,362,360,221,110,40,23,8,19,383,444,9409.6,8.232370954
E02000438,2501,419,677,392,204,38,31,23,24,370,323,14714.4,8.138495575
E02000439,2597,365,365,405,231,80,44,39,65,312,691,22070.9,13.84623588
E02000440,1745,265,192,147,66,12,6,1,16,510,530,5742.9,8.145957447
E02000441,1260,157,187,145,56,13,8,6,7,391,290,4716.8,8.146459413
E02000442,1930,259,221,248,89,26,12,3,6,324,742,5923.5,6.855902778
E02000443,2630,472,483,407,269,84,56,34,52,293,480,20453.2,11.01410878
E02000444,1479,212,153,146,93,22,7,2,12,309,523,5474.7,8.461669243
E02000445,3456,686,762,511,309,89,52,25,67,364,591,26202.5,10.47680928
E02000447,1261,211,187,92,84,18,8,1,6,384,270,4335.6,7.142668863
E02000448,2970,609,796,530,177,54,41,25,28,473,237,17900.1,7.92039823
E02000449,1440,187,145,84,32,14,2,3,9,318,646,3642.7,7.652731092
E02000451,1313,211,210,125,50,21,10,7,8,401,270,5280.6,8.225233645
E02000452,6005,1059,1623,1039,756,275,136,89,175,345,508,68360.7,13.26876941
E02000453,1963,297,409,251,127,51,22,9,24,378,395,11212.4,9.422184874
E02000454,1197,167,126,102,49,14,1,3,7,435,293,3350.5,7.143923241
E02000455,8448,1284,2558,1579,1135,516,181,136,263,411,385,97386.1,12.72688186
E02000456,1074,167,140,64,33,4,9,5,7,307,338,3480.4,8.112820513
E02000457,2963,457,511,500,364,223,93,61,123,347,284,42620.6,18.27641509
E02000459,3114,430,622,451,332,200,107,103,151,365,353,46520.1,19.41573456
E02000460,1037,190,147,129,68,19,5,3,2,202,272,3459.6,6.144937833
E02000461,3339,678,808,561,301,123,38,23,63,414,330,23578.6,9.086165703
E02000462,1418,319,216,193,56,27,5,8,9,290,295,5523.4,6.630732293
E02000463,1122,144,126,114,39,11,8,4,1,300,375,2677,5.988814318
E02000464,1073,167,103,152,75,24,4,10,14,191,333,5189,9.451730419
E02000465,1433,273,169,212,112,46,13,16,13,201,378,8086.6,9.469086651
E02000466,1730,172,228,257,135,59,25,18,60,288,488,20086.7,21.05524109
E02000467,2377,385,244,277,328,194,88,70,99,191,501,36189.5,21.47744807
E02000468,1691,392,175,227,87,29,20,12,12,275,462,7188.3,7.53490566
E02000469,1407,284,248,189,132,34,31,8,7,170,304,7097.4,7.607073955
E02000470,6153,991,1153,1018,1012,594,261,188,212,313,411,85481.5,15.74534905
E02000471,1253,150,113,63,53,25,21,12,6,345,465,4237.9,9.566365688
E02000472,1921,303,283,234,135,45,31,10,11,332,537,8544.3,8.121958175
E02000473,2634,376,553,290,285,121,43,20,28,399,519,17606.8,10.26037296
E02000474,1890,213,336,250,193,89,45,24,28,242,470,13513.4,11.47147708
E02000475,2240,337,391,203,185,95,46,18,70,434,461,16608.4,12.34825279
E02000476,14394,2292,4931,2636,1992,847,470,253,236,310,427,141120.3,10.33318445
E02000477,1557,247,199,80,81,32,22,7,2,361,526,4573.6,6.826268657
E02000478,1099,103,151,101,53,25,12,5,4,385,260,3823.5,8.421806167
E02000479,4844,795,1355,675,533,311,170,107,148,298,452,58882.8,14.3827064
E02000480,8683,1211,2649,1674,1336,444,265,117,144,305,538,82497,10.52257653
E02000481,1538,187,164,267,156,72,24,17,26,317,308,12131,13.28696605
E02000482,1637,218,177,257,226,123,41,18,12,314,251,12325.4,11.49757463
E02000483,3976,795,1127,591,432,178,74,35,32,295,417,26145.6,8.010294118
E02000484,1693,262,286,140,134,46,21,6,14,308,476,8034.7,8.839053905
E02000485,3142,593,583,489,394,178,64,41,94,315,391,34644.4,14.22183908
E02000486,1668,322,272,155,148,39,20,16,21,244,431,9399.7,9.465961732
E02000487,1744,160,290,262,139,71,18,13,6,449,336,8535.8,8.900729927
E02000488,1906,317,369,266,186,72,20,8,9,262,397,9969.2,7.994546913
E02000489,1256,211,146,97,73,18,9,7,2,258,435,3654,6.490230906
E02000490,1296,235,127,133,65,20,10,9,0,226,471,3668.1,6.123706177
E02000491,3583,259,462,846,614,314,162,94,102,266,464,46633.3,16.34535577
E02000492,3410,231,391,881,695,258,176,75,76,219,408,44734.2,16.07409271
E02000493,1498,368,192,249,110,39,15,7,7,192,319,6655.6,6.743262411
E02000494,2919,253,550,698,405,91,44,12,23,595,248,19890.3,9.581069364
E02000495,5144,523,679,734,373,166,92,35,1509,535,498,260934.2,63.47219655
E02000496,4326,471,403,978,883,277,149,127,191,482,365,65140.1,18.72379994
E02000497,1962,339,331,275,118,37,21,8,18,420,395,9918.3,8.647166521
E02000498,1562,188,168,220,146,44,59,35,79,297,326,20928,22.28753994
E02000499,2003,372,332,274,141,52,20,10,23,392,387,10072.6,8.229248366
E02000500,3543,923,741,596,261,85,40,19,37,455,386,20037.5,7.415803109
E02000501,1827,375,265,198,80,50,16,10,17,403,413,8403,8.3115727
E02000502,1896,270,259,284,129,81,40,33,72,356,372,18163.2,15.55068493
E02000503,1402,128,138,135,73,30,15,6,26,379,472,7836.2,14.22177858
E02000504,1794,334,272,221,166,40,32,7,18,380,324,9908.4,9.090275229
E02000506,2407,301,384,396,240,84,58,33,89,494,328,28379.5,17.90504732
E02000507,2232,271,179,148,118,149,110,42,537,295,383,133796.2,86.0979408
E02000508,13602,1690,2849,3266,2703,1060,508,301,517,381,327,201669.2,15.64054599
E02000509,13056,968,2025,2887,2867,1346,699,530,1098,312,324,311566.8,25.08589372
E02000510,5219,1107,1247,926,787,224,59,64,73,362,370,42353.7,9.43920214
E02000511,2927,461,422,369,473,209,92,59,118,320,404,39194.8,17.79155697
E02000512,1264,252,177,89,78,25,5,7,7,255,369,4394.1,6.86578125
E02000513,1659,355,302,213,100,41,8,2,10,274,354,7021.2,6.810087294
E02000514,1661,395,238,180,86,33,13,6,6,303,401,5668.9,5.923615465
E02000515,3974,637,728,654,558,249,90,99,164,350,445,54997.3,17.30018874
E02000516,1046,190,111,67,38,8,8,4,7,270,343,3326.2,7.681755196
E02000517,1492,232,234,172,143,70,28,12,15,237,349,9682.7,10.68730684
E02000518,5562,662,749,1006,1244,562,252,195,272,278,342,96635.5,19.55392554
E02000519,3368,709,853,617,340,116,52,23,95,242,321,30354.8,10.82167558
E02000520,12505,1458,2279,2468,2435,1170,643,475,724,380,473,234882.7,20.15814452
E02000521,2019,297,262,365,173,80,35,28,60,310,409,19115.7,14.70438462
E02000522,1853,331,241,242,181,69,32,27,16,305,409,11548.5,10.13915716
E02000523,3759,392,604,711,603,372,162,84,109,288,434,48159.7,15.85765558
E02000524,46243,1075,6363,14588,10506,5253,2175,1985,3679,282,337,1084336.9,23.76680914
E02000525,4705,522,1034,1038,702,332,159,123,168,283,344,61808.4,15.15654733
E02000526,5175,653,787,1023,988,226,103,105,167,759,364,57039.1,14.0767769
E02000528,6364,589,824,1250,1122,443,280,255,457,475,669,129705.7,24.84783525
E02000529,1435,248,198,188,83,32,11,6,9,268,392,6465.4,8.342451613
E02000530,6452,709,1428,1515,1132,509,265,163,327,168,236,104537.1,17.28457341
E02000531,8922,819,1575,1852,1631,718,400,325,416,570,616,151243.6,19.55062048
E02000532,3100,341,425,539,383,120,36,45,72,723,416,26557.1,13.54263131
E02000533,1829,197,163,173,115,22,16,5,38,690,410,12855,17.63374486
E02000534,10186,744,1929,2016,2425,794,384,358,622,443,471,191867.9,20.69325928
E02000535,1212,276,93,57,49,6,5,1,6,326,393,2725.2,5.527789047
E02000536,3591,661,788,696,416,119,54,30,47,345,435,25119.6,8.936179296
E02000537,1626,277,156,148,83,24,8,7,13,381,529,5846.7,8.165782123
E02000538,5483,528,1060,1273,888,389,225,119,298,269,434,90529.9,18.93930962
E02000539,5771,892,1355,1301,692,168,77,49,161,505,571,56855.9,12.10988285
E02000540,3939,691,836,732,397,130,54,34,74,454,537,30758.6,10.43371777
E02000541,2135,418,310,293,176,64,47,13,48,295,471,18757.8,13.70182615
E02000542,3700,648,631,617,530,189,98,69,79,318,521,37413.8,13.07717581
E02000543,6885,1392,1408,1245,880,280,136,93,262,466,723,76888.3,13.49864817
E02000544,1370,244,158,84,58,19,11,6,11,333,446,4944.1,8.365651438
E02000545,2874,494,503,442,321,115,57,48,114,381,399,33505.5,16.00071633
E02000546,2995,407,556,426,379,126,137,30,74,371,489,33366.7,15.62843091
E02000547,7542,944,1861,1759,1216,466,227,141,173,294,461,85449.8,12.59021659
E02000548,6416,424,731,1203,1369,860,388,259,497,256,429,142748.4,24.90811377
E02000549,3179,607,610,465,328,149,50,27,53,391,499,25413.9,11.10262123
E02000550,2326,527,437,290,184,62,25,8,15,302,476,11299.4,7.299354005
E02000551,4237,605,788,736,575,279,150,141,314,246,403,83055.5,23.14813266
E02000552,4954,886,959,857,701,377,155,93,172,296,458,62270.9,14.82640476
E02000553,974,144,129,69,30,13,2,1,4,225,357,2489,6.349489796
E02000554,1768,274,234,225,148,37,10,7,18,375,440,8771.5,9.20409234
E02000555,2278,259,321,373,291,47,12,16,31,504,424,13963.8,10.34355556
E02000556,2883,363,431,493,366,98,27,29,52,512,512,21846.6,11.75180204
E02000557,6174,869,1450,1463,1070,233,63,102,111,423,390,56646.7,10.56644283
E02000558,2408,297,380,490,368,93,30,55,59,293,343,22755.4,12.84164786
E02000559,10488,582,1179,2012,3362,990,220,475,793,476,399,260282.7,27.07611568
E02000560,3741,705,816,758,568,101,30,38,56,311,358,30866.7,10.04775391
E02000561,1827,155,158,222,171,58,13,30,33,560,427,11895.7,14.16154762
E02000562,1926,308,277,253,243,52,10,21,39,431,292,13382.1,11.12394015
E02000563,2393,378,377,393,348,71,11,45,46,350,374,19445.1,11.65074895
E02000564,4122,494,755,837,689,142,118,102,142,405,438,48213.7,14.70378164
E02000565,1758,215,238,238,225,38,10,13,42,396,343,13517.4,13.26535819
E02000566,4842,785,873,993,860,193,72,122,144,521,279,56520.6,13.98332509
E02000567,1975,228,250,235,216,49,11,22,37,512,415,13917.1,13.27967557
E02000568,6422,776,953,1322,1432,447,167,262,388,294,381,109407,19.03723682
E02000569,3996,562,689,765,772,157,42,105,149,423,332,48725.2,15.03400185
E02000570,2503,299,354,397,274,50,25,38,58,606,402,19781,13.23143813
E02000571,2441,334,429,387,388,68,39,37,100,331,328,28143.2,15.79304153
E02000572,3092,303,451,623,608,179,60,130,129,280,329,45044.4,18.14111961
E02000573,11341,1170,2016,2663,2490,673,323,518,589,587,312,188174.7,18.02094426
E02000574,14582,727,1939,3562,3489,1011,501,969,1546,472,366,363198.9,26.4259968
E02000575,37979,1844,6181,10493,9619,2628,1421,2058,2646,644,445,772863.2,20.9504798
E02000576,36220,1873,4451,9058,9442,3109,1738,2899,2849,416,385,841272.9,23.75202293
E02000577,4541,1097,847,789,848,145,53,55,109,291,307,43705.1,11.08422521
E02000578,2861,482,501,528,624,120,37,37,68,228,236,29404,12.26700042
E02000579,2989,353,337,426,554,95,40,39,79,649,417,27689.7,14.39921997
E02000580,3923,658,572,629,691,109,44,39,101,682,398,36027.2,12.67224763
E02000581,3743,450,465,654,916,219,112,134,200,304,289,65220.8,20.70501587
E02000582,4174,522,608,728,917,117,39,68,159,711,305,48867.8,15.47428752
E02000583,3033,443,437,470,476,55,21,20,63,763,285,23207.8,11.6915869
E02000584,8092,857,1436,1725,1916,351,178,225,311,873,220,110239.5,15.75075011
E02000585,3180,295,424,533,572,68,33,36,76,841,302,26921.8,13.21639666
E02000586,9960,706,1474,2459,2668,499,265,337,546,783,223,172063.1,19.21633907
E02000587,4510,421,699,839,1017,196,99,128,170,731,210,56684.5,15.88246007
E02000588,18774,1048,3634,4770,5441,924,405,565,743,980,264,277063.9,15.80512835
E02000589,4504,396,531,856,1242,206,73,122,129,658,291,56173.2,15.80118143
E02000590,6259,484,1179,1498,1469,304,121,170,245,542,247,85023.2,15.54354662
E02000591,2242,249,234,296,514,75,38,41,42,478,275,21415.3,14.38233714
E02000592,8075,560,1297,1980,2269,413,154,246,349,633,174,120678.7,16.60411392
E02000593,2212,248,255,283,357,53,16,15,48,659,278,18889.6,14.81537255
E02000594,5499,570,925,1257,1159,182,72,120,195,807,212,68023.9,15.18390625
E02000595,8384,910,1494,1920,2047,349,166,212,333,726,227,117642.5,15.83131476
E02000596,6363,913,1204,1352,1410,204,81,99,184,696,220,70238.9,12.89496971
E02000597,3228,414,526,611,608,94,51,55,118,475,276,37923.8,15.31037545
E02000598,1690,226,183,244,94,28,19,13,15,557,311,8177.9,9.948783455
E02000599,2830,284,565,642,358,80,30,26,42,557,246,21902.2,10.8052294
E02000600,4799,832,926,1302,577,127,47,36,55,594,303,34894.3,8.942670425
E02000601,3158,511,433,579,370,101,35,20,45,662,402,22280.1,10.63997135
E02000602,5281,843,1077,1251,697,225,116,62,184,449,377,60865.2,13.66222222
E02000603,1696,231,264,235,153,43,19,18,30,341,362,10584.6,10.6592145
E02000604,5250,944,1035,981,701,248,110,114,287,442,388,84758.7,19.17617647
E02000605,2152,381,353,325,201,72,28,11,17,463,301,11649.4,8.392939481
E02000606,18275,2944,4442,4966,2824,941,387,251,490,588,442,209451.4,12.14563062
E02000607,1376,193,205,193,110,36,16,9,13,350,251,7118.3,9.184903226
E02000608,3460,703,867,449,383,123,59,58,59,456,303,28147.9,10.42128841
E02000609,1431,258,239,114,66,10,6,0,3,404,331,3660.9,5.259913793
E02000610,2775,509,570,421,328,95,45,23,34,433,317,19122,9.442962963
E02000611,1231,202,130,65,46,5,4,1,13,437,328,3675.6,7.887553648
E02000612,1612,201,186,153,124,32,18,12,18,476,392,7654.6,10.28844086
E02000613,1844,349,305,193,141,35,16,12,18,451,324,9538.4,8.922731525
E02000614,5378,1036,1188,935,793,238,164,104,185,330,405,62901.7,13.54764161
E02000615,2563,549,331,322,188,78,45,53,278,339,380,53235,28.86930586
E02000616,1814,255,248,272,192,129,53,37,53,248,327,18366.1,14.82332526
E02000617,3835,326,708,834,653,207,103,102,147,365,390,51613,16.75746753
E02000619,3029,274,324,664,629,122,51,90,128,365,382,40223.7,17.62651183
E02000620,8479,575,1026,2154,2152,457,236,390,612,453,424,167188.4,21.99268614
E02000621,7785,694,888,1792,1958,479,195,340,413,486,540,132919.7,19.66558663
E02000622,3329,285,423,710,679,132,70,99,148,386,397,45250.6,17.77321288
E02000623,1320,162,107,164,90,6,5,7,8,282,489,4670.4,8.507103825
E02000624,1373,208,163,167,125,16,4,16,14,281,379,7288.9,10.22286115
E02000625,2621,358,391,420,411,95,62,72,62,238,512,27641.8,14.7738108
E02000626,1670,209,191,259,171,31,11,24,26,278,470,10424.8,11.30672451
E02000627,2282,282,351,423,291,43,9,19,22,388,454,13405.7,9.309513889
E02000628,5258,713,860,1212,1057,187,72,115,133,324,585,56561.2,13.0055645
E02000629,2870,346,379,473,462,100,33,83,75,462,457,29851.3,15.30051256
E02000630,3520,522,739,577,567,124,43,90,101,451,306,36189.1,13.09775606
E02000631,10550,1759,2519,2537,1823,335,139,231,273,467,467,115585.7,12.02014351
E02000632,2145,312,286,325,224,39,13,25,53,429,439,17216.9,13.48230227
E02000633,4313,676,821,942,667,130,45,72,104,405,451,40952.7,11.84631183
E02000634,2791,384,524,654,451,86,26,38,58,261,309,25271.9,11.37861324
E02000635,2270,300,344,294,199,41,14,19,31,492,536,12646.5,10.18236715
E02000636,2490,329,446,398,326,49,28,38,59,525,292,21566,12.89061566
E02000637,1880,236,270,211,131,18,4,9,29,440,532,8953.8,9.861013216
E02000638,2745,350,451,431,361,66,23,37,68,416,542,21806.1,12.20263011
E02000639,1116,114,89,70,45,8,5,5,5,270,505,2720.3,7.977419355
E02000640,1833,225,336,189,201,32,13,19,34,400,384,12924.1,12.32040038
E02000641,1350,177,159,185,102,15,8,7,30,244,423,8962.6,13.12240117
E02000642,1907,289,323,242,88,18,9,5,22,476,435,8013.2,8.045381526
E02000643,1830,215,309,261,107,15,9,3,8,420,483,6579.9,7.098058252
E02000644,1713,238,257,145,76,8,7,4,9,417,552,5105.7,6.8625
E02000645,3557,527,851,624,392,76,30,35,76,519,427,27627.6,10.58123324
E02000646,3224,540,665,489,249,62,9,15,53,492,650,21247.3,10.20523535
E02000647,1591,156,186,183,70,14,3,3,16,436,524,5182.9,8.213787639
E02000648,1415,224,271,209,66,15,4,6,6,259,355,5018.5,6.265293383
E02000649,3479,460,614,551,337,74,18,32,29,556,808,19028.5,8.996926714
E02000650,1503,180,186,202,116,38,9,17,24,363,368,9985.8,12.93497409
E02000651,1780,247,237,145,84,21,4,5,18,442,577,6631.1,8.713666229
E02000652,1214,155,120,68,26,9,3,2,4,274,553,2488,6.428940568
E02000653,1467,148,148,220,171,38,20,22,25,255,420,10046.8,12.68535354
E02000654,2327,313,306,399,415,79,37,66,59,237,416,25209.8,15.05961768
E02000655,2728,300,340,482,501,128,89,81,107,257,443,36864,18.17751479
E02000657,3575,559,651,616,497,63,35,60,106,442,546,33915.1,13.10981832
E02000658,1915,247,211,264,168,24,18,25,17,467,474,9663.1,9.921047228
E02000659,3171,295,534,723,515,155,102,94,50,398,305,31277.3,12.67313614
E02000660,2062,268,331,302,206,37,9,13,20,447,429,10671.9,8.998229342
E02000661,2678,453,663,522,263,70,31,26,51,352,247,20993.9,10.098076
E02000662,1967,317,312,242,151,27,11,12,22,392,481,9659.8,8.829798903
E02000663,1291,91,121,125,98,22,10,14,17,365,428,5868.2,11.78353414
E02000664,8896,1366,2494,2088,1272,295,149,151,188,381,512,85736.2,10.71300762
E02000665,1773,239,315,270,122,27,18,16,24,320,422,9538.2,9.251406402
E02000666,1346,211,169,119,73,10,8,5,12,355,384,4859.1,8.005107084
E02000667,1257,162,154,132,84,14,9,6,8,318,370,4802.1,8.439543058
E02000668,1934,267,279,279,231,57,50,40,75,330,326,19072.7,14.92386541
E02000669,1872,252,321,320,188,41,14,9,19,305,403,10683.8,9.178522337
E02000670,1292,208,250,186,103,15,7,4,19,193,307,6723.3,8.489015152
E02000671,3026,379,435,638,476,84,41,29,62,442,440,27256.6,12.71296642
E02000672,6364,1248,1705,1312,792,159,80,76,87,367,538,47586.2,8.717017769
E02000673,2196,360,356,244,191,39,8,9,18,507,464,10974.3,8.958612245
E02000674,1232,180,136,153,46,2,5,2,13,287,408,4493.6,8.367970205
E02000675,1553,222,180,214,111,24,33,10,17,313,429,8021.4,9.890752158
E02000676,1254,157,146,68,47,3,5,12,12,356,448,4268.4,9.485333333
E02000677,2349,393,385,397,302,64,67,63,48,308,322,20435.5,11.88801629
E02000678,792,71,65,92,69,16,5,9,12,170,283,4630.2,13.65840708
E02000679,1675,324,266,160,99,14,4,15,26,356,411,9599.5,10.57213656
E02000680,1579,236,324,213,98,15,7,9,18,296,363,8322.5,9.046195652
E02000681,1894,441,452,221,115,21,8,11,14,240,371,7762.5,6.050272798
E02000682,1595,279,266,223,114,21,27,8,14,252,391,7666.6,8.053151261
E02000683,1038,120,132,127,73,17,16,7,9,203,334,4592.6,9.166866267
E02000685,1487,235,242,163,85,22,6,9,15,314,396,6348,8.16988417
E02000686,1719,239,373,309,183,49,16,24,16,185,325,12026.1,9.947146402
E02000687,1937,255,247,261,182,117,20,32,31,353,439,14793.6,12.92017467
E02000689,4692,432,946,1143,760,209,81,93,158,514,356,57786.7,15.11949241
E02000690,2903,336,724,672,302,94,19,31,49,536,140,23009.3,10.33197126
E02000691,4640,450,986,1211,718,209,92,96,130,437,311,51498.9,13.23198869
E02000692,7993,955,1943,2045,1236,395,170,189,260,525,275,101515.7,14.11312387
E02000693,3205,629,665,479,213,128,24,20,23,394,630,16808.4,7.706740028
E02000694,2868,398,553,525,310,107,37,33,42,468,395,21190.6,10.56887781
E02000695,1687,196,134,152,90,42,12,20,17,302,722,7927.8,11.95746606
E02000696,1889,221,213,240,124,43,13,17,14,276,728,8787.4,9.929265537
E02000697,7146,978,1538,1702,1144,416,155,142,246,483,342,89188.1,14.10980857
E02000698,1968,247,336,279,160,47,16,9,25,572,277,12575.5,11.23815907
E02000699,1887,222,303,278,176,42,13,5,19,468,361,9295.9,8.786294896
E02000700,3590,341,485,482,386,168,55,249,547,281,596,126054.4,46.46310358
E02000701,1814,358,313,216,74,24,10,8,15,279,517,6507.6,6.392534381
E02000702,1027,145,112,64,36,0,0,1,11,244,414,2339,6.338753388
E02000703,1459,169,177,144,79,31,6,6,8,474,365,4860.8,7.84
E02000704,3726,605,958,790,317,88,27,33,92,393,423,32751.1,11.25467354
E02000705,1447,214,141,125,55,10,6,7,7,309,573,4003.1,7.085132743
E02000706,1979,391,373,272,135,45,25,21,20,220,477,11202,8.737909516
E02000707,1082,182,124,110,43,4,3,1,4,215,396,2520,5.350318471
E02000708,2986,366,550,542,354,134,86,58,101,430,365,35157.7,16.04641716
E02000709,1082,108,73,34,22,9,0,0,2,392,442,1390.1,5.605241935
E02000710,5835,775,1646,1261,683,229,102,104,206,300,529,67356.1,13.45507391
E02000711,4051,756,1164,763,304,99,34,19,32,355,525,22029.9,6.94730369
E02000712,2017,308,443,274,100,36,20,14,22,291,509,10273.9,8.441988496
E02000713,2250,337,417,312,155,88,52,42,117,297,433,30230.2,19.88828947
E02000714,1567,196,185,125,129,36,13,10,17,212,644,7570.1,10.64711674
E02000715,1270,224,223,126,72,16,9,13,6,199,382,5854.6,8.49724238
E02000716,1247,149,181,135,65,15,3,6,13,214,466,5287.1,9.324691358
E02000717,1827,442,332,172,102,28,13,12,7,226,493,6921.8,6.247111913
E02000718,1053,139,165,128,62,33,10,13,54,141,308,13446.2,22.26192053
E02000719,1861,276,224,180,92,18,6,10,21,281,753,7842.4,9.482950423
E02000720,1429,263,205,113,55,22,10,9,8,279,465,5694.8,8.313576642
E02000721,3180,605,566,490,332,117,86,95,62,261,566,28479.2,12.10335742
E02000722,2347,221,233,399,269,93,23,53,80,246,730,23447.1,17.10218818
E02000723,2528,593,432,251,203,67,18,18,37,353,556,16044.9,9.910376776
E02000724,1436,187,102,57,54,11,5,6,140,257,617,34330.9,61.08701068
E02000725,8839,982,2039,1994,1540,500,223,292,280,291,698,113932.2,14.51365605
E02000726,7071,519,1287,1407,1372,460,237,371,410,273,735,133528.2,22.02345374
E02000727,1901,502,219,188,96,45,13,20,15,279,524,8812.6,8.026047359
E02000728,998,82,49,61,53,23,19,18,11,234,448,5310.9,16.80664557
E02000729,1210,146,84,64,42,16,6,6,7,217,622,3763.6,10.14447439
E02000730,2347,608,353,359,136,73,20,12,5,289,492,10093.5,6.445402299
E02000731,4038,1053,796,640,348,109,58,45,37,353,599,25232.2,8.176344783
E02000732,1848,396,231,241,168,70,33,20,69,205,415,22437.7,18.27174267
E02000733,2374,190,327,289,320,122,54,57,78,223,714,26171.2,18.21238692
E02000734,1089,92,95,97,69,22,6,7,10,190,501,4558.4,11.45326633
E02000735,1958,314,262,312,215,56,29,37,32,226,475,14356.1,11.42092283
E02000736,2053,407,430,271,142,45,39,11,11,242,455,10053.1,7.41379056
E02000737,2895,486,566,419,351,141,71,39,33,233,556,22234,10.55745489
E02000738,1364,213,121,127,63,29,20,13,8,232,538,5871.4,9.884511785
E02000739,1702,315,226,213,144,42,22,23,21,173,523,10775.6,10.71133201
E02000740,2673,232,417,496,437,145,65,82,82,188,529,30854.2,15.77413088
E02000741,5621,1137,1098,1326,795,204,107,77,81,243,553,48912.8,10.13736788
E02000742,1224,141,116,130,93,30,19,14,20,215,446,7273.7,12.91953819
E02000743,2748,371,529,519,374,66,27,23,36,212,591,19104.5,9.822365039
E02000744,1691,213,155,159,149,53,33,29,19,196,685,9900.8,12.22320988
E02000745,1181,78,52,66,32,9,6,5,8,215,710,2863.4,11.18515625
E02000746,7517,596,1679,1602,1345,529,303,195,469,232,567,148794.9,22.14869009
E02000747,5865,489,1002,1247,1201,315,149,191,141,310,820,70190.5,14.82375924
E02000748,5106,352,910,1282,1060,260,135,118,150,215,624,63608.8,14.90714788
E02000749,2593,429,405,398,324,93,50,39,34,195,626,19794,11.17042889
E02000750,6236,422,1066,1306,1105,354,283,283,234,394,789,98011.1,19.39661587
E02000751,3309,545,600,506,309,80,75,49,60,654,431,25407.7,11.42432554
E02000752,3251,339,558,876,425,167,129,69,99,222,367,41515.9,15.59575507
E02000753,690,55,33,41,14,3,4,2,1,193,344,1092.3,7.139215686
E02000754,1134,104,117,119,71,23,16,15,9,295,365,4893.1,10.32299578
E02000755,1403,211,214,189,143,54,31,14,11,215,321,8561,9.874279123
E02000756,4030,536,645,707,374,156,116,110,56,579,751,33013.2,12.22711111
E02000757,4025,700,820,666,362,135,75,55,58,588,566,29401.9,10.24099617
E02000758,1146,219,181,104,52,16,13,4,9,250,298,4324.6,7.231772575
E02000759,2797,363,442,380,240,62,43,34,24,540,669,15052.3,9.478778338
E02000760,1574,252,260,225,90,32,24,14,13,307,357,8372.2,9.20021978
