GeographyCode,WP403EW0001,WP403EW0002,WP403EW0003,WP403EW0004,WP403EW0005,WP403EW0006,WP403EW0007,WP403EW0008,WP403EW0009,WP403EW0010,WP403EW0011,WP403EW0012,WP403EW0013,WP403EW0014
E33010196,952,557,104,453,6,139,78,61,239,127,61,5,46,11
E33010197,597,415,158,257,3,38,15,23,131,108,8,13,2,10
E33010198,470,396,106,290,1,13,3,10,56,51,1,4,0,4
E33010199,585,447,98,349,1,22,11,11,114,109,0,4,1,1
E33010200,594,422,117,305,3,38,20,18,129,116,0,13,0,2
E33010201,609,441,120,321,1,48,30,18,117,106,1,9,1,2
E33010202,308,139,38,101,1,17,7,10,150,145,1,4,0,1
E33010203,226,184,58,126,1,3,1,2,38,33,1,4,0,0
E33010204,254,181,43,138,1,14,2,12,56,53,2,1,0,2
E33010205,564,382,99,283,2,29,17,12,151,137,3,9,2,0
E33010206,204,135,35,100,1,17,10,7,49,46,0,2,1,2
E33010207,452,294,108,186,4,27,13,14,122,106,3,10,3,5
E33010208,198,144,45,99,3,11,9,2,38,37,0,1,0,2
E33010209,202,134,34,100,1,12,6,6,55,49,0,5,1,0
E33010210,311,189,37,152,2,19,10,9,92,88,0,4,0,9
E33010211,498,370,119,251,4,37,16,21,85,83,0,2,0,2
E33010212,523,323,88,235,4,24,13,11,168,160,0,8,0,4
E33010213,297,242,60,182,0,5,3,2,47,44,2,0,1,3
E33010214,300,215,57,158,1,9,6,3,73,65,2,6,0,2
E33010215,383,234,57,177,3,35,20,15,110,98,1,10,1,1
E33010216,209,164,49,115,2,6,0,6,36,33,0,2,1,1
E33010217,310,218,61,157,6,13,6,7,70,66,1,3,0,3
E33010218,210,154,37,117,0,8,5,3,44,40,2,2,0,4
E33010219,231,147,40,107,1,12,4,8,69,65,0,4,0,2
E33010220,237,164,45,119,4,10,5,5,57,51,2,4,0,2
E33010221,362,289,85,204,1,18,12,6,50,47,1,2,0,4
E33010222,228,173,56,117,2,7,6,1,45,40,2,3,0,1
E33010223,340,258,64,194,4,10,7,3,67,58,3,6,0,1
E33010224,348,248,77,171,3,15,11,4,79,73,0,6,0,3
E33010225,864,568,160,408,5,60,29,31,215,206,2,5,2,16
E33010226,246,144,47,97,4,24,8,16,59,55,0,3,1,15
E33010227,207,143,49,94,1,10,3,7,52,51,1,0,0,1
E33010228,712,539,164,375,5,51,35,16,107,96,0,10,1,10
E33010229,326,241,66,175,1,23,18,5,55,50,0,5,0,6
E33010230,961,615,182,433,9,77,36,41,250,224,8,16,2,10
E33010231,211,157,60,97,0,15,8,7,29,25,2,1,1,10
E33010232,482,318,114,204,1,43,21,22,109,88,10,6,5,11
E33010233,238,161,55,106,5,28,15,13,43,35,1,4,3,1
E33010234,608,413,135,278,3,55,27,28,133,112,9,9,3,4
E33010235,1030,775,152,623,3,40,27,13,210,191,1,16,2,2
E33010236,1347,957,214,743,9,25,13,12,346,330,2,12,2,10
E33010237,333,263,44,219,3,9,7,2,56,49,0,7,0,2
E33010238,409,343,93,250,2,22,10,12,41,39,0,2,0,1
E33010239,585,318,62,256,2,71,38,33,190,117,36,6,31,4
E33010240,487,231,40,191,4,35,9,26,215,64,101,2,48,2
E33010241,222,149,44,105,2,14,7,7,54,23,17,0,14,3
E33010242,589,401,156,245,6,37,16,21,127,116,4,3,4,18
E33010243,765,478,139,339,3,88,52,36,185,122,32,8,23,11
E33010244,341,219,74,145,0,38,28,10,82,63,10,4,5,2
E33010245,429,302,101,201,1,50,37,13,72,56,3,10,3,4
E33010246,198,140,45,95,1,11,10,1,46,41,1,3,1,0
E33010247,538,352,113,239,2,56,39,17,123,104,6,7,6,5
E33010248,734,430,108,322,4,67,27,40,230,90,73,4,63,3
E33010249,391,232,71,161,0,41,8,33,118,110,2,6,0,0
E33010250,538,375,121,254,1,42,6,36,111,103,1,5,2,9
E33010251,210,137,68,69,1,18,3,15,50,43,0,7,0,4
E33010252,218,153,52,101,1,25,2,23,36,32,1,3,0,3
E33010253,248,172,51,121,1,24,5,19,49,45,1,2,1,2
E33010254,219,162,52,110,2,16,1,15,35,31,1,2,1,4
E33010255,228,146,60,86,0,13,2,11,62,54,3,3,2,7
E33010256,430,251,73,178,2,79,8,71,94,87,1,6,0,4
E33010257,283,190,93,97,1,39,8,31,50,44,1,5,0,3
E33010258,211,163,62,101,0,19,4,15,28,26,0,2,0,1
E33010259,858,671,180,491,4,28,18,10,146,136,2,4,4,9
E33010260,214,154,45,109,1,10,1,9,48,41,3,2,2,1
E33010261,469,308,98,210,2,30,8,22,127,120,0,3,4,2
E33010262,249,154,40,114,4,16,6,10,74,68,1,4,1,1
E33010263,1056,790,223,567,3,76,20,56,179,169,1,9,0,8
E33010264,552,336,105,231,6,29,6,23,175,160,1,11,3,6
E33010265,364,229,80,149,0,31,9,22,100,96,0,3,1,4
E33010266,530,326,83,243,1,28,8,20,170,157,3,6,4,5
E33010267,305,194,67,127,2,18,4,14,89,79,3,6,1,2
E33010268,331,222,46,176,1,13,1,12,95,89,0,6,0,0
E33010269,301,210,64,146,1,21,7,14,68,64,0,3,1,1
E33010270,863,523,162,361,9,55,10,45,270,251,0,9,10,6
E33010271,327,214,74,140,0,8,1,7,103,92,3,7,1,2
E33010272,256,127,54,73,2,30,7,23,94,90,2,2,0,3
E33010273,237,176,35,141,1,5,0,5,54,51,1,2,0,1
E33010274,735,577,131,446,4,39,12,27,110,108,1,0,1,5
E33010275,878,689,185,504,2,43,11,32,140,119,2,14,5,4
E33010276,433,357,105,252,2,13,1,12,58,51,2,4,1,3
E33010277,645,478,130,348,4,35,6,29,126,120,0,4,2,2
E33010278,282,205,67,138,0,24,7,17,51,48,3,0,0,2
E33010279,354,255,113,142,2,29,9,20,63,57,0,6,0,5
E33010280,1709,1195,344,851,8,128,41,87,370,340,1,25,4,8
E33010281,913,751,206,545,2,45,12,33,112,106,0,6,0,3
E33010282,272,185,53,132,1,24,5,19,61,58,0,2,1,1
E33010283,293,191,65,126,1,42,7,35,54,49,0,3,2,5
E33010284,213,161,50,111,0,15,1,14,36,32,1,3,0,1
E33010285,300,207,72,135,2,29,7,22,53,43,0,3,7,9
E33010286,650,504,144,360,2,26,5,21,110,98,5,6,1,8
E33010287,1126,980,329,651,4,46,29,17,95,85,2,8,0,1
E33010288,823,716,207,509,6,39,29,10,57,55,0,2,0,5
E33010289,630,358,99,259,9,46,38,8,216,206,4,6,0,1
E33010290,381,248,83,165,2,39,21,18,86,82,1,2,1,6
E33010291,319,248,81,167,1,23,12,11,44,44,0,0,0,3
E33010292,451,350,83,267,2,42,18,24,55,51,1,1,2,2
E33010293,409,317,96,221,0,25,20,5,63,56,1,4,2,4
E33010294,225,184,45,139,0,20,10,10,21,21,0,0,0,0
E33010295,299,217,50,167,1,32,14,18,49,40,3,6,0,0
E33010296,394,274,69,205,8,46,34,12,61,56,1,4,0,5
E33010297,938,577,128,449,2,162,102,60,191,181,2,7,1,6
E33010298,541,298,70,228,5,67,46,21,163,153,2,8,0,8
E33010299,345,272,73,199,0,22,15,7,50,46,0,4,0,1
E33010300,350,281,67,214,1,24,18,6,43,43,0,0,0,1
E33010301,284,187,40,147,3,30,22,8,63,61,1,1,0,1
E33010302,808,612,179,433,6,68,43,25,120,110,0,9,1,2
E33010303,492,422,100,322,1,29,24,5,37,33,0,3,1,3
E33010304,358,281,65,216,1,9,7,2,64,58,4,2,0,3
E33010305,879,713,204,509,1,54,44,10,99,78,16,5,0,12
E33010306,884,551,149,402,3,203,161,42,124,111,2,11,0,3
E33010307,544,447,127,320,2,35,27,8,58,58,0,0,0,2
E33010308,1915,1388,317,1071,11,110,76,34,394,367,0,25,2,12
E33010309,783,630,172,458,0,73,63,10,74,69,0,5,0,6
E33010310,261,197,58,139,0,21,18,3,40,39,0,1,0,3
E33010311,402,288,59,229,2,56,44,12,54,51,0,3,0,2
E33010312,361,242,60,182,1,46,31,15,72,65,1,5,1,0
E33010313,499,355,108,247,1,83,64,19,58,55,1,2,0,2
E33010314,215,160,58,102,1,27,18,9,27,25,1,1,0,0
E33010315,1581,1086,250,836,9,191,146,45,289,259,2,23,5,6
E33010316,531,444,114,330,0,34,25,9,51,47,1,3,0,2
E33010317,1563,1297,292,1005,3,103,69,34,150,132,1,17,0,10
E33010318,2694,1704,353,1351,16,351,269,82,610,579,3,25,3,13
E33010319,910,547,108,439,10,110,74,36,242,239,1,2,0,1
E33010320,1922,1570,424,1146,4,157,117,40,176,164,4,8,0,15
E33010321,643,531,119,412,1,37,21,16,70,65,0,5,0,4
E33010322,707,563,179,384,3,61,47,14,75,69,0,4,2,5
E33010323,356,293,83,210,0,21,19,2,37,33,0,4,0,5
E33010324,894,679,174,505,0,107,96,11,104,97,0,6,1,4
E33010325,263,188,50,138,0,37,30,7,37,33,0,2,2,1
E33010326,820,627,146,481,3,71,55,16,110,103,0,6,1,9
E33010327,312,241,72,169,0,38,35,3,32,30,0,1,1,1
E33010328,291,185,49,136,1,59,48,11,45,41,0,3,1,1
E33010329,814,657,183,474,3,81,68,13,68,65,0,2,1,5
E33010330,371,281,92,189,1,47,37,10,39,35,0,4,0,3
E33010331,207,159,38,121,1,18,16,2,25,22,0,2,1,4
E33010332,228,167,49,118,1,28,20,8,29,27,0,1,1,3
E33010333,277,189,35,154,1,49,47,2,36,33,1,1,1,2
E33010334,401,309,80,229,0,45,29,16,45,41,0,3,1,2
E33010335,498,421,98,323,2,22,17,5,48,45,0,3,0,5
E33010336,266,177,54,123,0,48,41,7,41,38,0,3,0,0
E33010337,298,224,60,164,2,33,26,7,35,29,0,4,2,4
E33010338,454,324,99,225,0,81,77,4,47,45,0,1,1,2
E33010339,221,194,51,143,0,9,5,4,16,12,2,2,0,2
E33010340,536,417,110,307,1,36,23,13,77,71,0,6,0,5
E33010341,480,358,83,275,5,57,47,10,56,49,1,5,1,4
E33010342,296,220,80,140,1,26,18,8,48,45,0,3,0,1
E33010343,864,625,159,466,2,45,30,15,189,174,0,11,4,3
E33010344,667,480,104,376,3,58,45,13,124,119,2,2,1,2
E33010345,298,215,54,161,5,32,21,11,44,41,0,3,0,2
E33010346,763,572,114,458,3,32,21,11,154,145,0,8,1,2
E33010347,818,613,122,491,4,51,30,21,149,140,0,9,0,1
E33010348,259,164,34,130,3,26,21,5,64,56,7,1,0,2
E33010349,543,378,101,277,2,60,46,14,96,87,0,7,2,7
E33010350,632,486,106,380,3,50,36,14,93,89,0,4,0,0
E33010351,292,168,35,133,1,45,34,11,73,65,1,5,2,5
E33010352,6138,4112,1177,2935,19,266,156,110,1704,1608,18,61,17,37
E33010353,611,404,94,310,2,55,40,15,141,127,2,10,2,9
E33010354,397,295,95,200,8,35,30,5,55,49,0,6,0,4
E33010355,501,359,86,273,2,34,27,7,106,100,0,6,0,0
E33010356,952,725,142,583,5,31,20,11,187,174,0,12,1,4
E33010357,1061,813,190,623,2,59,41,18,184,172,2,7,3,3
E33010358,510,371,73,298,1,34,22,12,103,90,1,12,0,1
E33010359,390,281,56,225,4,19,12,7,78,74,0,3,1,8
E33010360,632,461,118,343,2,29,17,12,136,126,2,8,0,4
E33010361,5682,4071,855,3216,23,544,399,145,1010,936,7,58,9,34
E33010362,801,608,110,498,5,41,21,20,146,136,0,8,2,1
E33010363,810,593,103,490,4,73,50,23,137,129,1,5,2,3
E33010364,312,237,54,183,0,7,5,2,66,61,0,4,1,2
E33010365,276,193,35,158,1,11,7,4,68,64,0,3,1,3
E33010366,717,530,129,401,1,43,30,13,140,132,2,4,2,3
E33010367,508,338,69,269,4,47,37,10,107,103,1,3,0,12
E33010368,1452,1078,216,862,6,69,51,18,289,274,3,10,2,10
E33010369,268,152,40,112,1,17,15,2,97,89,0,8,0,1
E33010370,576,478,119,359,5,30,17,13,59,52,0,7,0,4
E33010371,716,484,122,362,3,89,67,22,136,127,0,7,2,4
E33010372,1155,886,202,684,5,91,59,32,162,152,0,8,2,11
E33010373,337,226,73,153,4,24,16,8,82,81,0,1,0,1
E33010374,340,193,45,148,1,30,18,12,111,106,1,3,1,5
E33010375,949,746,190,556,3,106,89,17,92,86,1,4,1,2
E33010376,438,322,87,235,1,21,15,6,92,87,1,4,0,2
E33010377,671,284,87,197,0,101,70,31,278,266,0,7,5,8
E33010378,1104,857,221,636,7,86,55,31,149,132,0,12,5,5
E33010379,1337,871,195,676,7,171,122,49,275,254,0,20,1,13
E33010380,591,292,69,223,3,114,91,23,181,168,3,9,1,1
E33010381,248,117,25,92,0,42,28,14,88,84,0,2,2,1
E33010382,562,446,120,326,3,52,43,9,61,58,0,3,0,0
E33010383,535,298,84,214,5,48,39,9,183,176,0,7,0,1
E33010384,468,305,88,217,1,22,16,6,136,135,0,1,0,4
E33010385,1108,690,131,559,5,132,100,32,272,256,1,14,1,9
E33010386,957,724,184,540,7,86,67,19,131,120,0,10,1,9
E33010387,902,689,120,569,2,51,35,16,156,145,2,8,1,4
E33010388,478,279,55,224,2,58,43,15,133,125,3,5,0,6
E33010389,538,312,80,232,1,87,65,22,135,130,0,3,2,3
E33010390,436,298,68,230,2,50,38,12,84,78,0,6,0,2
E33010391,269,173,45,128,4,39,29,10,52,48,0,4,0,1
E33010392,495,352,102,250,4,50,39,11,88,73,0,15,0,1
E33010393,1266,759,147,612,11,141,110,31,343,326,0,16,1,12
E33010394,579,408,91,317,4,42,30,12,118,111,0,4,3,7
E33010395,510,258,72,186,0,127,89,38,117,112,1,4,0,8
E33010396,278,139,34,105,2,22,15,7,115,110,0,4,1,0
E33010397,214,91,25,66,0,32,22,10,88,87,0,1,0,3
E33010398,470,363,114,249,1,35,25,10,67,61,0,5,1,4
E33010399,254,177,61,116,0,48,38,10,28,24,0,4,0,1
E33010400,355,181,47,134,1,93,71,22,77,73,0,4,0,3
E33010401,514,319,81,238,4,41,22,19,149,140,0,9,0,1
E33010402,277,147,37,110,2,40,26,14,83,73,0,7,3,5
E33010403,2764,2268,503,1765,8,109,71,38,371,355,2,14,0,8
E33010404,261,123,37,86,2,34,27,7,97,95,0,2,0,5
E33010405,517,380,82,298,1,14,11,3,120,112,1,7,0,2
E33010406,514,366,78,288,2,66,58,8,78,76,0,2,0,2
E33010407,220,162,36,126,0,19,16,3,37,33,0,4,0,2
E33010408,539,404,77,327,4,14,6,8,116,111,0,4,1,1
E33010409,292,138,41,97,1,37,24,13,111,105,2,4,0,5
E33010410,1246,873,147,726,2,67,49,18,296,280,0,16,0,8
E33010411,332,123,26,97,2,39,27,12,166,164,0,2,0,2
E33010412,333,256,71,185,0,17,5,12,58,56,0,2,0,2
E33010413,684,481,97,384,2,58,45,13,142,135,0,6,1,1
E33010414,740,546,127,419,0,37,32,5,153,149,0,4,0,4
E33010415,278,191,37,154,0,7,5,2,80,75,0,3,2,0
E33010416,322,166,47,119,0,59,41,18,97,92,0,4,1,0
E33010417,254,138,41,97,0,52,40,12,62,60,0,2,0,2
E33010418,587,354,121,233,5,85,69,16,138,128,1,6,3,5
E33010419,400,244,59,185,0,54,35,19,98,89,0,8,1,4
E33010420,270,202,38,164,2,14,12,2,51,49,0,2,0,1
E33010421,419,317,62,255,2,16,10,6,84,78,0,6,0,0
E33010422,290,131,32,99,0,42,33,9,116,111,0,5,0,1
E33010423,359,192,32,160,2,34,23,11,129,121,1,6,1,2
E33010424,691,443,81,362,4,50,32,18,190,183,1,6,0,4
E33010425,616,328,70,258,2,54,38,16,230,218,0,10,2,2
E33010426,620,312,83,229,4,77,51,26,225,214,0,8,3,2
E33010427,544,297,62,235,1,45,31,14,198,186,3,8,1,3
E33010428,529,327,62,265,3,60,47,13,137,131,0,5,1,2
E33010429,297,140,38,102,3,21,15,6,132,126,0,4,2,1
E33010430,234,119,23,96,1,26,22,4,88,88,0,0,0,0
E33010431,328,175,44,131,3,30,18,12,109,101,3,5,0,11
E33010432,925,621,102,519,3,31,19,12,267,253,1,13,0,3
E33010433,564,363,80,283,3,42,34,8,153,141,1,11,0,3
E33010434,442,180,56,124,3,49,27,22,207,199,1,6,1,3
E33010435,289,221,61,160,1,15,10,5,51,44,0,6,1,1
E33010436,466,334,64,270,1,38,30,8,91,85,1,4,1,2
E33010437,309,222,67,155,1,18,14,4,64,58,0,6,0,4
E33010438,298,155,34,121,3,46,38,8,93,91,0,2,0,1
E33010439,838,602,152,450,3,47,36,11,186,177,0,3,6,0
E33010440,1200,909,165,744,5,42,28,14,237,223,1,12,1,7
E33010441,1095,798,202,596,0,64,43,21,226,205,1,18,2,7
E33010442,389,287,48,239,0,23,15,8,75,75,0,0,0,4
E33010443,1274,874,172,702,6,103,71,32,282,254,1,27,0,9
E33010444,879,548,129,419,9,140,99,41,182,173,0,8,1,0
E33010445,909,629,117,512,3,49,34,15,226,213,1,11,1,2
E33010446,294,202,40,162,0,22,12,10,69,63,0,5,1,1
E33010447,505,328,73,255,0,28,22,6,145,134,3,8,0,4
E33010448,350,184,45,139,3,26,17,9,136,127,0,7,2,1
E33010449,861,548,107,441,3,79,61,18,228,222,0,5,1,3
E33010450,757,510,87,423,2,63,48,15,176,164,0,12,0,6
E33010451,517,334,92,242,0,74,56,18,104,92,2,8,2,5
E33010452,213,115,32,83,0,64,45,19,34,33,0,1,0,0
E33010453,212,140,34,106,0,30,21,9,41,37,0,3,1,1
E33010454,374,274,61,213,2,20,11,9,76,73,0,3,0,2
E33010455,434,315,72,243,2,30,16,14,84,80,0,3,1,3
E33010456,594,465,85,380,5,18,16,2,102,94,0,7,1,4
E33010457,4835,3460,616,2844,17,316,208,108,1017,960,3,52,2,25
E33010458,720,549,133,416,3,64,48,16,103,99,0,4,0,1
E33010459,1654,1124,226,898,9,112,79,33,399,377,1,20,1,10
E33010460,1266,867,160,707,6,48,34,14,340,321,0,18,1,5
E33010461,424,317,75,242,3,30,21,9,74,72,0,2,0,0
E33010462,236,171,45,126,2,36,32,4,25,23,0,2,0,2
E33010463,857,545,106,439,3,150,115,35,156,145,0,10,1,3
E33010464,572,298,70,228,1,182,151,31,86,80,0,5,1,5
E33010465,427,270,57,213,1,65,46,19,88,81,0,6,1,3
E33010466,211,134,43,91,1,45,37,8,29,27,0,1,1,2
E33010467,351,254,59,195,1,45,35,10,49,47,0,2,0,2
E33010468,309,218,47,171,1,48,39,9,40,39,1,0,0,2
E33010469,252,167,59,108,0,27,25,2,50,48,0,2,0,8
E33010470,232,110,30,80,1,50,37,13,68,65,0,3,0,3
E33010471,571,308,76,232,1,49,36,13,207,200,0,6,1,6
E33010472,223,148,37,111,3,19,13,6,52,52,0,0,0,1
E33010473,905,686,171,515,5,50,30,20,161,151,0,7,3,3
E33010474,337,200,47,153,2,30,26,4,103,101,0,2,0,2
E33010475,480,352,79,273,2,47,38,9,79,75,2,2,0,0
E33010476,556,375,79,296,4,20,10,10,154,141,2,11,0,3
E33010477,1265,910,209,701,6,70,53,17,272,255,2,15,0,7
E33010478,222,154,69,85,1,7,1,6,40,28,7,4,1,20
E33010479,785,583,155,428,4,88,52,36,107,101,1,5,0,3
E33010480,219,170,54,116,1,18,9,9,27,26,0,0,1,3
E33010481,294,235,76,159,1,18,10,8,39,35,2,2,0,1
E33010482,287,218,66,152,6,21,11,10,41,39,0,2,0,1
E33010483,2620,1717,517,1200,18,90,43,47,774,723,12,35,4,21
E33010484,199,117,39,78,1,13,7,6,67,65,0,2,0,1
E33010485,798,594,115,479,5,27,12,15,169,157,1,10,1,3
E33010486,452,313,71,242,1,11,7,4,123,117,0,6,0,4
E33010487,1155,886,231,655,8,54,30,24,193,179,3,11,0,14
E33010488,549,412,125,287,3,28,19,9,105,101,0,4,0,1
E33010489,513,379,109,270,1,32,21,11,97,86,3,7,1,4
E33010490,268,159,45,114,2,14,9,5,93,75,1,16,1,0
E33010491,515,298,98,200,3,49,31,18,160,152,0,7,1,5
E33010492,1094,806,154,652,4,60,39,21,214,197,0,15,2,10
E33010493,1140,892,188,704,6,31,19,12,206,198,0,6,2,5
E33010494,276,180,56,124,4,24,11,13,63,60,0,3,0,5
E33010495,375,300,64,236,0,21,12,9,54,50,0,4,0,0
E33010496,529,370,118,252,3,108,72,36,43,37,1,5,0,5
E33010497,686,459,150,309,8,112,79,33,102,97,1,3,1,5
E33010498,207,118,30,88,0,18,9,9,70,67,2,1,0,1
E33010499,669,493,163,330,3,70,45,25,101,89,2,10,0,2
E33010500,627,493,148,345,5,42,25,17,84,79,0,4,1,3
E33010501,469,335,123,212,2,32,24,8,79,73,2,4,0,21
E33010502,1093,824,171,653,2,21,12,9,245,232,3,8,2,1
E33010503,1017,710,109,601,5,40,28,12,259,247,0,12,0,3
E33010504,880,610,123,487,4,27,13,14,237,230,1,6,0,2
E33010505,707,510,137,373,3,94,79,15,99,90,0,6,3,1
E33010506,743,482,120,362,1,71,45,26,187,175,2,9,1,2
E33010507,288,135,22,113,1,38,30,8,111,109,0,2,0,3
E33010508,274,180,38,142,4,33,30,3,55,48,0,5,2,2
E33010509,842,679,184,495,5,51,42,9,103,95,3,4,1,4
E33010510,454,369,94,275,1,32,26,6,49,45,0,2,2,3
E33010511,386,300,72,228,1,22,16,6,59,54,0,5,0,4
E33010512,212,163,47,116,0,13,9,4,34,33,0,1,0,2
E33010513,272,195,44,151,1,33,26,7,40,39,0,1,0,3
E33010514,228,145,33,112,2,18,14,4,59,56,0,3,0,4
E33010515,300,177,45,132,0,44,39,5,78,74,0,4,0,1
E33010516,313,242,56,186,0,20,13,7,48,46,1,1,0,3
E33010517,307,228,60,168,1,22,20,2,55,52,0,3,0,1
E33010518,350,220,46,174,1,28,20,8,98,91,0,7,0,3
E33010519,202,161,35,126,1,9,6,3,31,29,0,2,0,0
E33010520,319,212,44,168,1,27,22,5,78,69,0,8,1,1
E33010521,297,188,47,141,0,46,38,8,58,55,0,2,1,5
E33010522,768,664,135,529,2,36,30,6,62,57,0,4,1,4
E33010523,239,184,42,142,1,21,20,1,32,27,0,5,0,1
E33010524,498,361,103,258,3,64,55,9,69,65,0,3,1,1
E33010525,227,149,46,103,0,27,19,8,51,49,0,2,0,0
E33010526,151,124,41,83,0,14,13,1,13,12,0,1,0,0
E33010527,1106,860,193,667,3,91,77,14,146,134,1,11,0,6
E33010528,358,278,65,213,2,42,27,15,35,35,0,0,0,1
E33010529,209,158,32,126,2,12,9,3,35,34,0,1,0,2
E33010530,606,502,131,371,2,35,27,8,67,64,0,3,0,0
E33010531,616,429,101,328,0,49,43,6,130,124,1,5,0,8
E33010532,254,201,66,135,0,31,21,10,22,20,0,2,0,0
E33010533,610,413,88,325,0,60,41,19,133,125,0,7,1,4
E33010534,354,228,58,170,1,33,22,11,92,83,0,9,0,0
E33010535,472,326,97,229,5,21,15,6,115,106,2,6,1,5
E33010536,262,158,50,108,2,10,5,5,77,70,2,5,0,15
E33010537,553,323,76,247,7,46,20,26,166,67,68,5,26,11
E33010538,981,864,183,681,1,29,25,4,83,71,2,10,0,4
E33010539,262,183,40,143,1,24,18,6,54,47,0,7,0,0
E33010540,2596,1889,509,1380,4,245,201,44,446,419,1,24,2,12
E33010541,580,392,96,296,1,37,20,17,147,138,4,5,0,3
E33010542,418,195,57,138,5,113,89,24,105,101,0,2,2,0
E33010543,380,273,72,201,2,20,10,10,83,76,0,6,1,2
E33010544,349,235,65,170,2,34,27,7,78,74,1,3,0,0
E33010545,321,226,52,174,0,24,16,8,69,66,0,3,0,2
E33010546,1986,1768,304,1464,5,62,45,17,148,127,1,18,2,3
E33010547,452,291,64,227,1,52,38,14,107,100,0,5,2,1
E33010548,206,144,30,114,3,14,8,6,45,43,0,2,0,0
E33010549,335,175,55,120,1,53,34,19,106,100,1,3,2,0
E33010550,878,608,154,454,5,104,74,30,158,148,1,5,4,3
E33010551,373,211,53,158,0,56,37,19,102,98,1,3,0,4
E33010552,300,191,56,135,5,22,15,7,82,76,0,5,1,0
E33010553,353,249,60,189,3,34,22,12,64,57,0,6,1,3
E33010554,1599,1281,360,921,6,141,107,34,160,147,1,12,0,11
E33010555,1496,1137,310,827,1,137,85,52,209,200,1,6,2,12
E33010556,423,236,63,173,4,55,40,15,126,117,0,5,4,2
E33010557,742,612,122,490,1,25,17,8,103,91,1,9,2,1
E33010558,404,248,70,178,0,44,34,10,104,99,0,3,2,8
E33010559,1063,590,160,430,6,128,77,51,335,315,2,10,8,4
E33010560,221,135,27,108,1,18,14,4,67,64,0,2,1,0
E33010561,627,491,118,373,1,44,24,20,89,82,0,7,0,2
E33010562,715,504,130,374,4,81,58,23,123,108,1,12,2,3
E33010563,266,197,53,144,1,24,16,8,43,42,0,1,0,1
E33010564,407,276,61,215,2,26,17,9,97,91,2,4,0,6
E33010565,882,552,120,432,4,69,45,24,254,237,1,12,4,3
E33010566,395,260,54,206,2,57,39,18,70,67,0,3,0,6
E33010567,757,628,133,495,2,28,24,4,99,90,0,9,0,0
E33010568,710,531,119,412,1,32,22,10,144,138,0,4,2,2
E33010569,387,275,75,200,0,19,10,9,93,87,0,6,0,0
E33010570,420,299,64,235,4,23,18,5,93,90,0,3,0,1
E33010571,415,333,93,240,2,20,15,5,55,48,0,6,1,5
E33010572,380,311,87,224,0,20,14,6,47,46,0,1,0,2
E33010573,700,466,118,348,3,75,56,19,153,146,0,6,1,3
E33010574,551,422,115,307,6,49,30,19,73,67,0,5,1,1
E33010575,465,332,99,233,3,55,41,14,74,63,1,8,2,1
E33010576,382,251,66,185,1,44,25,19,86,77,2,6,1,0
E33010577,277,197,52,145,1,28,14,14,46,43,1,1,1,5
E33010578,1092,786,228,558,4,190,139,51,108,95,0,9,4,4
E33010579,339,259,75,184,0,40,30,10,39,36,0,2,1,1
E33010580,814,600,150,450,3,65,44,21,141,135,1,5,0,5
E33010581,406,292,78,214,3,54,41,13,54,47,0,7,0,3
E33010582,862,658,220,438,0,118,82,36,83,78,0,5,0,3
E33010583,608,452,147,305,2,100,76,24,51,46,0,5,0,3
E33010584,298,238,81,157,0,34,26,8,25,21,0,3,1,1
E33010585,235,163,52,111,0,32,20,12,39,36,0,2,1,1
E33010586,815,597,148,449,6,115,92,23,94,85,0,8,1,3
E33010587,271,191,53,138,0,39,29,10,40,35,0,5,0,1
E33010588,1584,1244,298,946,1,133,96,37,201,189,1,10,1,5
E33010589,559,443,114,329,3,58,33,25,53,52,0,1,0,2
E33010590,834,595,149,446,1,100,79,21,132,123,0,8,1,6
E33010591,979,659,122,537,5,126,89,37,186,164,1,19,2,3
E33010592,221,154,48,106,0,44,25,19,22,22,0,0,0,1
E33010593,486,331,85,246,6,45,36,9,102,91,0,10,1,2
E33010594,252,189,59,130,0,45,34,11,18,18,0,0,0,0
E33010595,199,124,41,83,2,47,30,17,23,19,0,4,0,3
E33010596,1629,1249,371,878,7,201,147,54,168,153,0,11,4,4
E33010597,218,149,39,110,0,28,11,17,41,37,1,2,1,0
E33010598,383,301,77,224,2,48,33,15,30,28,0,2,0,2
E33010599,223,153,30,123,1,26,10,16,41,39,0,2,0,2
E33010600,341,228,71,157,0,55,43,12,57,54,0,3,0,1
E33010601,792,596,171,425,1,125,103,22,67,60,1,6,0,3
E33010602,363,257,78,179,0,68,54,14,38,33,0,4,1,0
E33010603,902,744,192,552,0,49,35,14,105,98,0,7,0,4
E33010604,415,260,88,172,2,30,19,11,119,112,1,4,2,4
E33010605,626,455,116,339,1,57,35,22,106,96,0,9,1,7
E33010606,779,441,88,353,2,106,77,29,226,208,0,13,5,4
E33010607,291,192,51,141,3,30,17,13,64,60,2,2,0,2
E33010608,483,283,57,226,0,60,39,21,140,129,0,8,3,0
E33010609,1072,784,185,599,3,89,58,31,190,172,3,14,1,6
E33010610,830,543,174,369,4,177,120,57,104,91,0,10,3,2
E33010611,923,601,159,442,5,88,68,20,222,206,0,14,2,7
E33010612,384,221,77,144,0,26,10,16,137,127,2,5,3,0
E33010613,368,129,25,104,2,41,22,19,191,172,2,9,8,5
