GeographyCode,WP703EW0001,WP703EW0002,WP703EW0003,WP703EW0004,WP703EW0005,WP703EW0006,WP703EW0007,WP703EW0008,WP703EW0009,WP703EW0010,WP703EW0011,WP703EW0012
E02002440,1061,203,1,6,39,6,1,613,61,8,122,1
E02002441,2590,201,0,23,108,13,10,1899,140,15,176,5
E02002442,6399,220,0,119,430,84,38,4230,591,99,577,11
E02002443,2189,241,0,24,94,13,10,1563,117,13,103,11
E02002444,1830,232,2,15,126,12,10,1178,94,12,141,8
E02002445,2813,261,5,63,157,23,15,1807,224,25,222,11
E02002446,3416,243,1,27,163,23,49,2405,273,68,158,6
E02002447,2668,140,0,19,93,18,11,1635,186,49,507,10
E02002448,2375,166,0,20,60,38,16,1632,132,65,234,12
E02002449,1662,272,3,11,98,24,7,864,145,12,219,7
E02002450,8376,240,1,44,481,60,60,5989,852,164,465,20
E02002451,7708,307,9,120,280,45,63,5877,526,97,366,18
E02002452,7152,244,2,48,623,131,38,4394,570,110,978,14
E02002453,2903,248,3,28,138,21,10,1838,197,25,385,10
E02002454,15361,273,9,452,2066,167,103,9651,1105,186,1309,40
E02002455,1014,148,0,4,54,12,4,584,62,6,135,5
E02002456,9688,333,3,361,885,93,68,6359,573,94,895,24
E02002457,1085,189,1,13,47,12,6,627,54,17,108,11
E02002458,3810,375,3,16,180,23,15,2538,255,56,345,4
E02002459,3004,297,7,46,171,20,11,1857,194,30,361,10
E02002460,1340,266,1,7,39,19,2,798,57,11,136,4
E02002461,5229,364,3,43,267,32,42,3511,604,80,263,20
E02002462,2936,305,1,22,147,24,19,1834,187,36,354,7
E02002463,1355,175,2,14,82,15,4,782,114,11,152,4
E02002464,3156,198,2,17,134,19,18,2154,217,69,316,12
E02002465,5278,236,7,88,414,61,45,3384,368,74,584,17
E02002466,2341,389,2,9,76,17,12,1439,150,27,213,7
E02002467,4490,246,0,53,378,29,26,3031,277,69,363,18
E02002468,2130,268,1,14,119,11,15,1322,124,28,221,7
E02002469,1553,247,0,8,60,8,9,944,95,28,152,2
E02002470,2084,365,2,19,198,11,20,1184,120,12,143,10
E02002471,2450,584,3,12,86,15,12,1310,167,26,219,16
E02002472,1604,310,0,9,32,4,9,1088,57,9,79,7
E02002473,2760,308,1,29,95,20,13,1924,184,28,152,6
E02002474,1711,236,2,7,97,7,5,1065,125,14,149,4
E02002475,1506,361,1,19,55,11,10,820,128,10,86,5
E02002476,1262,132,0,5,92,4,8,735,99,20,163,4
E02002477,900,225,0,0,41,4,9,452,67,4,95,3
E02002478,850,218,0,4,22,1,4,451,54,9,84,3
E02002479,2647,263,0,22,181,22,12,1496,191,16,433,11
E02002480,2835,172,2,49,83,15,23,1836,224,41,386,4
E02002481,5122,178,6,52,302,61,52,3276,635,78,462,20
E02002482,911,172,0,12,39,10,2,474,66,8,127,1
E02002483,1195,226,0,2,46,16,2,680,71,6,138,8
E02002484,4839,211,4,17,317,92,21,3089,377,101,597,13
E02002485,1315,166,2,1,73,27,0,771,102,5,161,7
E02002487,5221,129,6,22,564,73,15,3018,459,91,828,16
E02002488,1189,261,0,9,46,21,3,562,68,11,194,14
E02002489,7403,236,3,37,742,185,29,4362,618,138,1035,18
E02002490,1776,119,1,5,104,35,11,1046,140,68,240,7
E02002491,993,100,0,13,37,22,2,579,77,6,147,10
E02002492,3110,165,3,15,123,41,30,2094,286,102,238,13
E02002493,3888,221,1,17,147,63,25,2746,353,116,183,16
E02002494,1171,129,0,3,79,17,5,645,88,5,196,4
E02002496,26296,283,17,631,3262,340,82,16733,2071,538,2271,68
E02002497,3206,109,0,12,230,32,21,2095,277,113,305,12
E02002498,3145,157,4,19,262,51,17,2020,199,92,308,16
E02002499,1817,108,2,6,138,31,4,937,138,37,412,4
E02002500,1649,166,0,11,151,34,10,838,114,36,278,11
E02002501,1420,94,0,9,80,26,3,871,100,28,206,3
E02002502,1766,174,1,3,140,24,4,1016,134,35,224,11
E02002503,1632,111,1,7,128,41,6,1025,146,37,123,7
E02002504,2179,298,1,15,129,44,7,1207,140,25,296,17
E02002505,686,84,0,6,58,16,1,321,56,20,119,5
E02002506,9181,114,2,23,657,117,32,6452,631,225,915,13
E02002507,1099,206,0,8,51,6,5,631,60,14,108,10
E02002508,875,154,0,4,33,8,2,521,50,16,76,11
E02002509,695,136,1,3,37,18,1,327,50,6,112,4
E02002510,648,184,0,2,16,4,6,318,39,6,69,4
E02002512,666,197,1,9,31,9,1,341,30,7,33,7
E02002513,1238,204,0,6,57,15,1,670,83,9,178,15
E02002514,3182,222,4,3,230,25,18,1966,272,63,366,13
E02002515,5092,244,5,76,541,72,18,2684,388,109,939,16
E02002516,1137,133,0,14,28,10,2,733,63,16,131,7
E02002517,8964,171,1,27,235,33,73,7189,707,245,264,19
E02002518,1551,323,2,16,57,15,7,792,76,32,218,13
E02002519,1000,133,2,4,49,11,0,570,76,20,130,5
E02002520,2281,396,0,25,97,22,5,1238,142,35,307,14
E02002521,1824,332,0,44,141,17,5,862,120,20,269,14
E02002523,1215,101,1,9,59,22,4,745,109,25,129,11
E02002524,1142,175,0,4,64,4,1,631,53,9,189,12
E02002525,1391,171,1,6,105,29,8,706,105,10,241,9
E02002526,1528,226,0,2,58,3,11,968,93,8,154,5
E02002527,1336,111,0,3,63,1,6,752,87,9,302,2
E02002529,1422,135,1,7,63,16,7,967,76,12,127,11
E02002530,2019,289,0,1,44,5,18,1380,150,17,109,6
E02002532,3716,203,3,4,174,14,15,2377,199,45,669,13
E02002533,721,222,1,4,18,1,0,322,29,4,114,6
E02002534,1368,250,0,4,59,4,6,791,80,7,158,9
E02002535,1857,353,1,7,45,30,4,996,136,37,230,18
E02002536,2555,261,2,11,175,19,3,1477,141,24,428,14
E02002537,8605,190,5,31,282,55,70,6496,748,225,462,41
E02002538,2649,174,4,3,92,14,11,1965,171,54,149,12
E02002539,3818,567,7,17,66,21,20,2544,329,37,178,32
E02002540,1104,232,2,5,36,6,1,616,67,16,107,16
E02002541,1260,190,0,5,59,6,4,685,89,21,191,10
E02002542,1810,145,0,3,129,28,11,989,153,30,316,6
E02002543,4722,177,3,11,298,31,16,3284,271,76,549,6
E02002544,3661,271,2,11,223,26,26,2453,241,103,289,16
E02002545,725,160,0,3,21,3,3,414,34,10,71,6
E02002546,2166,177,2,12,165,14,9,1375,175,46,182,9
E02002547,1342,224,2,7,59,9,8,775,77,25,150,6
E02002548,21669,286,10,136,1968,141,121,15320,1766,486,1354,81
E02002549,1190,253,2,6,25,4,1,642,78,23,144,12
E02002550,1121,260,2,8,44,17,6,538,86,14,133,13
E02002551,10385,143,19,185,764,117,33,7602,823,135,540,24
E02002552,756,147,0,3,23,6,2,404,62,12,88,9
E02002553,1151,152,0,4,22,9,5,701,70,19,166,3
E02002554,4209,99,3,23,218,27,19,2912,362,98,439,9
E02002555,3251,438,2,43,91,13,19,2080,219,56,276,14
E02002556,1168,385,3,5,32,5,4,582,43,24,73,12
E02002557,2030,610,2,13,48,5,3,1092,97,25,114,21
E02002558,3118,482,2,20,119,13,7,1848,193,43,364,27
E02002559,11098,680,11,96,561,82,67,7823,832,321,601,24
E02002560,1054,207,0,8,38,5,2,596,67,16,109,6
E02002561,966,211,1,4,69,7,2,429,54,9,177,3
E02002562,1608,141,0,10,140,19,8,852,106,39,285,8
E02002563,969,159,2,8,67,4,3,511,74,24,114,3
E02002564,1375,278,1,16,70,16,1,709,66,20,192,6
E02002565,862,183,0,9,36,13,0,432,45,17,122,5
E02002566,15261,288,8,192,1764,109,59,8999,981,290,2526,45
E02002567,7690,171,10,54,382,46,43,5418,605,274,674,13
E02002568,1522,358,0,16,69,11,3,740,81,32,204,8
E02002569,2543,433,1,22,83,33,4,1468,190,30,269,10
E02002570,1588,256,0,8,98,19,3,704,106,28,357,9
E02002571,703,176,0,10,41,9,0,316,53,1,95,2
E02002572,1726,183,5,38,127,18,4,930,104,27,286,4
E02002573,3131,456,0,20,99,12,21,2096,206,32,177,12
E02002574,1554,297,1,11,52,15,10,883,107,30,141,7
E02002575,944,464,1,15,9,10,2,362,42,4,30,5
E02002576,2962,165,0,17,121,11,37,2079,191,73,250,18
E02002577,1433,155,0,11,120,22,2,696,105,13,302,7
E02002578,1596,235,0,17,62,12,5,947,120,17,177,4
E02002579,1874,148,1,15,117,23,12,1088,138,45,280,7
E02002580,10388,160,7,80,897,70,58,6864,799,215,1214,24
E02002581,4041,258,5,33,159,14,35,2853,272,136,262,14
E02002582,13610,507,11,111,435,35,114,10875,836,311,343,32
E02002583,3150,134,1,22,165,12,28,2141,244,103,294,6
E02002584,1356,221,0,6,44,15,6,825,79,11,147,2
E02002585,5141,296,9,49,283,23,42,3586,279,104,458,12
E02002586,2917,169,1,9,396,25,12,1467,229,38,552,19
E02002587,887,121,0,10,72,12,3,487,41,10,125,6
E02002588,3751,145,0,28,317,11,19,2640,191,65,322,13
E02002589,1816,221,1,26,59,14,13,1245,71,36,125,5
E02002590,3497,648,6,22,116,3,13,2246,197,55,178,13
E02002591,2154,378,4,16,142,3,16,1149,143,45,248,10
E02002592,2912,328,1,26,157,32,21,1989,167,43,142,6
E02002593,14566,218,20,318,429,30,110,11899,736,298,479,29
E02002594,3036,214,2,143,193,12,9,1984,155,53,267,4
E02002595,3134,194,1,17,123,19,25,2288,205,94,154,14
E02002596,2357,389,4,30,52,6,11,1625,105,33,94,8
E02002597,1341,196,1,17,52,13,7,759,83,39,169,5
E02002598,10964,407,7,109,515,31,64,8632,636,194,352,17
E02002599,2364,545,1,38,117,6,13,1287,129,34,184,10
E02002600,3283,268,31,37,122,16,22,2221,167,82,306,11
E02002601,2417,300,3,19,71,7,25,1514,241,86,136,15
E02002602,8326,175,9,108,529,35,43,6078,467,184,668,30
E02002603,7246,347,3,62,280,39,88,5089,620,383,320,15
E02002604,1353,326,4,10,59,12,7,717,82,24,106,6
E02002605,1348,307,0,16,43,6,3,808,59,25,75,6
E02002606,5221,305,7,97,377,38,48,3343,369,175,452,10
E02002607,20372,339,56,776,2142,78,123,13366,1291,521,1649,31
E02002608,2707,365,1,26,111,10,38,1751,149,56,189,11
E02002609,2006,235,0,23,83,13,20,1216,125,66,213,12
E02002610,3512,889,9,29,80,9,19,1924,171,50,321,11
E02002611,1505,427,1,14,25,7,6,808,69,18,117,13
E02002612,3019,562,3,27,103,17,10,1749,156,40,336,16
E02002613,5366,515,1,36,94,10,54,4103,316,64,149,24
E02002614,977,459,0,10,15,1,3,407,24,11,42,5
E02002615,4185,321,2,39,128,41,23,2973,325,51,270,12
E02002616,1240,342,2,11,42,16,3,604,75,8,128,9
E02002617,3308,205,2,30,144,45,20,2157,241,44,412,8
E02002618,1327,205,0,25,67,37,1,724,90,2,167,9
E02002619,2258,255,1,35,130,52,4,1310,168,15,284,4
E02002620,15368,263,18,360,1590,259,72,9413,1218,140,2001,34
E02002621,3381,191,1,36,143,42,12,2244,221,30,441,20
E02002622,4921,211,1,19,256,101,31,3268,429,73,507,25
E02002623,2623,252,0,27,119,44,14,1537,183,31,406,10
E02002624,2312,388,0,21,63,20,16,1429,133,19,214,9
E02002625,9845,257,2,47,512,171,58,7292,774,111,603,18
E02002626,764,187,1,6,19,14,5,370,39,5,112,6
E02002627,1833,345,1,11,102,22,10,963,162,13,196,8
E02002628,2508,238,2,16,142,48,14,1516,197,18,310,7
E02002629,862,147,2,10,31,9,11,444,71,5,130,2
E02002630,3937,236,2,32,194,62,16,2366,238,42,740,9
E02002631,1849,376,0,11,68,19,8,1005,133,23,204,2
E02002632,2001,511,1,19,40,24,7,1072,147,14,156,10
E02002633,1489,303,0,8,109,12,13,746,74,31,183,10
E02002634,4020,268,1,22,224,30,38,2709,281,110,321,16
E02002635,1509,331,2,8,93,29,9,724,89,47,170,7
E02002636,5713,282,1,34,345,49,57,3699,427,183,610,26
E02002637,958,213,1,9,43,9,5,474,61,19,117,7
E02002638,4071,599,1,23,409,52,34,1823,241,140,722,27
E02002639,823,102,0,4,56,5,2,445,49,21,137,2
E02002640,1306,150,2,7,109,28,5,727,84,27,159,8
E02002641,6354,310,1,30,455,42,60,3968,459,182,827,20
E02002642,10629,669,3,91,1585,112,108,5115,853,332,1721,40
E02002643,1545,247,0,9,83,13,11,855,87,30,203,7
E02002644,2239,316,0,16,99,29,17,1261,140,58,294,9
E02002645,4724,731,3,24,436,46,40,2385,289,114,631,25
E02002646,5692,184,0,5,407,30,58,3856,491,197,453,11
E02002647,1943,211,0,11,83,12,10,1086,106,73,347,4
E02002648,2337,203,3,11,132,16,28,1313,158,79,378,16
E02002649,3101,390,3,18,260,24,49,1477,223,72,567,18
E02002650,3493,352,7,10,183,19,27,2179,274,127,301,14
E02002651,1243,312,1,5,60,11,3,618,75,15,130,13
E02002652,3243,245,1,9,342,32,17,1860,215,162,351,9
E02002653,1801,94,1,1,183,20,15,997,98,78,307,7
E02002654,751,92,0,1,72,8,4,402,42,35,90,5
E02002655,1583,135,0,2,130,36,14,882,93,88,195,8
E02002656,942,139,1,2,68,8,4,494,52,45,125,4
E02002657,759,164,1,7,58,11,6,353,43,24,86,6
E02002658,1055,172,1,2,69,15,2,552,57,60,117,8
E02002659,1134,147,0,4,84,14,5,608,67,61,138,6
E02002660,1506,114,0,0,111,13,9,858,88,85,223,5
E02002661,864,169,1,3,60,13,8,395,44,41,123,7
E02002662,1488,140,0,7,134,13,13,848,85,67,178,3
E02002663,5316,161,3,74,298,21,44,3254,266,429,761,5
E02002664,2055,214,0,14,68,15,23,1169,111,233,194,14
E02002665,2598,300,1,5,129,15,23,1414,146,213,334,18
E02002666,3415,211,2,12,345,26,28,1873,225,195,480,18
E02002667,10788,176,2,12,654,96,212,6485,932,1419,770,30
E02002668,965,128,0,1,66,16,6,543,56,63,75,11
E02002669,1181,271,0,12,100,14,4,530,64,61,114,11
E02002670,1688,160,0,4,64,11,28,965,102,162,189,3
E02002671,9289,261,1,38,448,60,218,6101,620,941,549,52
E02002672,1097,66,1,5,124,20,5,581,71,52,168,4
E02002673,1201,192,0,6,118,19,2,557,82,68,151,6
E02002674,976,171,0,5,39,8,7,489,49,53,148,7
E02002675,9040,164,0,90,948,79,113,5802,529,530,768,17
E02002676,1866,233,0,5,152,20,10,872,102,109,349,14
E02002677,8858,216,3,50,907,55,117,5567,506,627,785,25
E02002678,1458,192,0,4,111,16,5,728,80,88,226,8
E02002679,1319,192,0,7,77,10,8,684,70,82,182,7
E02002680,31428,257,10,815,7721,156,286,15721,1956,1597,2827,82
E02002681,8671,214,4,26,853,70,96,5247,680,621,831,29
E02002682,2039,134,6,7,115,26,37,1233,147,145,184,5
E02002684,1652,478,7,9,9,6,15,798,85,32,199,14
E02002685,1757,324,0,15,16,21,13,916,103,62,274,13
E02002686,1874,193,0,4,29,32,10,1112,133,50,304,7
E02002687,2748,334,0,20,49,29,19,1378,173,119,606,21
E02002688,3825,353,2,34,123,53,28,1629,259,138,1194,12
E02002689,3094,564,0,7,61,12,24,1809,342,99,164,12
E02002691,3269,619,1,17,26,7,22,2040,232,119,175,11
E02002692,3248,698,1,14,64,1,19,1986,171,54,231,9
E02002693,2634,694,1,4,14,3,24,1544,138,55,142,15
E02002694,4517,805,3,14,67,6,31,2563,237,155,622,14
E02002695,2435,431,0,8,54,3,8,1238,118,77,475,23
E02002696,2930,505,1,32,25,3,41,1743,167,116,258,39
E02002697,2225,564,0,5,50,10,14,1237,104,64,165,12
E02002698,2835,470,0,4,36,1,17,1641,160,91,401,14
E02002699,2016,420,0,18,35,7,6,1131,92,91,208,8
E02002700,2501,187,0,26,58,4,15,1497,169,160,380,5
E02002701,3549,1016,0,9,40,2,17,2062,196,69,126,12
E02002702,9313,459,4,211,240,47,68,5608,513,508,1625,30
E02002703,3269,564,1,19,84,14,47,1879,288,174,182,17
E02002704,1526,409,2,9,37,4,8,800,61,46,135,15
E02002705,6093,285,1,22,435,37,54,4461,358,212,223,5
E02002706,3100,289,0,16,101,23,53,2065,188,201,150,14
E02002707,2779,657,1,7,25,12,10,1625,136,48,239,19
E02002708,1737,224,0,20,101,20,7,929,82,72,271,11
E02002709,2805,544,0,31,58,7,21,1608,246,110,156,24
E02002710,1614,321,1,19,111,9,15,846,89,85,111,7
E02002711,3032,410,1,4,137,13,26,1971,169,112,176,13
E02002712,5163,334,0,7,180,19,50,3430,512,240,358,33
E02002714,2582,522,1,14,74,6,23,1465,160,65,239,13
E02002715,4810,652,3,67,78,9,45,3039,267,214,410,26
E02002716,1652,342,1,9,46,7,28,919,92,66,122,20
E02002717,4417,251,3,22,179,17,35,3146,208,249,286,21
E02002718,2375,525,2,22,45,8,16,1426,151,52,121,7
E02002719,2363,295,2,11,114,21,21,1401,151,91,243,13
E02002720,3059,406,2,27,39,2,13,1823,154,188,400,5
E02002721,2768,458,0,15,28,7,13,1756,253,108,118,12
E02002722,2623,439,2,7,75,4,17,1369,117,68,512,13
E02002723,6791,301,0,45,118,18,49,4281,568,675,710,26
E02002724,2935,220,0,29,74,10,16,1680,181,261,456,8
E02002725,2475,402,1,13,32,2,16,1619,122,67,192,9
E02002726,6093,263,2,10,128,18,57,4652,363,168,406,26
E02002727,8111,97,0,18,604,78,96,4942,647,571,1028,30
E02002728,12744,157,39,84,1339,63,112,7699,901,690,1629,31
E02002729,5343,120,0,13,123,28,76,3838,400,446,279,20
E02002730,1279,155,0,5,54,11,10,691,99,56,195,3
E02002731,532,121,0,3,15,4,3,245,39,30,69,3
E02002732,5852,304,2,18,226,19,87,4244,403,282,249,18
E02002733,2964,178,1,19,202,25,21,1884,145,156,320,13
E02002734,1119,116,0,4,63,13,3,609,70,44,191,6
E02002735,1853,193,0,6,135,27,5,982,103,71,319,12
E02002736,1282,115,1,1,51,12,20,739,81,76,176,10
E02002737,2697,204,0,7,91,35,19,1536,158,225,409,13
E02002738,722,189,1,4,22,2,2,361,55,15,62,9
E02002739,948,175,0,3,50,9,4,489,44,27,133,14
E02002740,1374,113,0,6,45,13,5,909,84,40,154,5
E02002741,6107,329,3,18,329,47,45,3980,345,276,717,18
E02002742,2581,235,1,13,198,15,14,1311,190,128,468,8
E02002743,860,113,1,3,25,10,3,520,59,36,86,4
E02002744,909,120,0,2,71,14,8,461,53,36,138,6
E02002745,1586,281,0,7,94,11,22,870,100,66,124,11
E02002746,1346,270,1,1,54,11,5,723,78,41,147,15
E02002747,2717,323,2,2,85,24,21,1700,189,156,203,12
E02002748,2048,403,0,7,79,7,15,1191,136,64,141,5
E02002749,4017,458,0,21,48,13,21,2346,239,239,614,18
E02002750,1695,378,0,12,10,5,11,961,104,51,156,7
E02002751,1432,300,0,0,10,0,9,819,64,31,197,2
E02002752,6643,419,1,7,55,12,60,5397,398,107,167,20
E02002753,4466,325,1,7,103,14,48,3159,412,141,242,14
E02002754,2185,476,0,10,20,2,7,1284,132,52,196,6
E02002755,9650,177,2,19,368,30,100,6773,957,454,743,27
E02002756,7337,235,1,26,442,27,85,4519,612,366,1005,19
E02002757,3559,160,1,17,104,11,19,2495,189,89,468,6
E02002758,9636,179,0,15,120,23,190,7292,599,695,504,19
E02002759,5287,456,1,10,78,11,36,3773,270,130,500,22
E02002760,2642,165,0,3,70,10,17,1880,156,59,273,9
E02002761,1532,318,2,2,43,1,13,910,130,21,80,12
E02002762,1108,149,0,0,24,7,4,643,62,53,161,5
E02002763,1770,162,1,1,56,2,19,1063,159,77,220,10
E02002764,1225,110,0,0,42,4,9,756,83,40,173,8
E02002765,1574,134,1,4,52,11,12,973,100,36,245,6
E02002766,1141,242,0,5,21,4,5,612,59,41,141,11
E02002767,1861,220,1,6,23,3,30,1247,145,84,90,12
E02002768,2932,536,0,7,28,5,20,1889,175,42,217,13
E02002769,1299,299,1,4,21,0,15,730,82,39,100,8
E02002770,2149,385,3,11,23,2,14,1311,120,45,229,6
E02002771,1657,558,1,6,60,2,9,832,81,21,76,11
E02002772,1651,396,1,19,55,5,11,837,59,78,182,8
E02002773,1151,260,0,8,67,5,4,535,40,69,157,6
E02002774,1172,337,0,9,43,2,7,544,49,50,126,5
E02002775,1841,215,0,6,104,8,7,1036,76,167,218,4
E02002776,6033,246,0,39,503,16,73,3623,346,704,473,10
E02002777,7073,389,4,49,401,7,84,4625,383,657,453,21
E02002778,3113,504,0,34,120,3,21,1551,127,318,426,9
E02002779,2130,527,2,13,77,5,24,1055,79,126,216,6
E02002780,4860,233,2,74,305,14,54,2390,259,616,905,8
E02002781,4125,334,2,38,160,26,63,2134,179,518,651,20
E02002782,4063,453,5,41,149,8,48,2591,174,298,279,17
E02002783,1900,408,0,14,46,11,22,962,90,157,185,5
E02002784,28606,643,37,1675,3762,142,296,9563,1267,3453,7674,94
E02002785,2698,287,2,14,86,8,24,1638,138,243,251,7
E02002786,1230,313,0,15,50,9,7,491,63,93,180,9
E02002787,3496,333,1,55,213,13,30,1749,153,279,654,16
E02002788,3779,521,9,141,186,9,34,1781,128,356,608,6
E02002789,1300,229,0,6,54,9,8,660,60,91,177,6
E02002790,6391,541,3,116,272,28,49,3357,178,630,1194,23
E02002791,3018,439,1,22,82,3,27,2093,162,79,102,8
E02002792,1845,398,1,33,97,5,5,850,67,124,259,6
E02002793,2761,373,0,24,199,17,29,1447,130,293,239,10
E02002794,7085,390,4,164,515,17,45,3634,328,961,1018,9
E02002795,1606,528,3,10,40,4,3,742,57,85,128,6
E02002796,852,281,0,7,27,2,2,415,21,13,82,2
E02002797,2540,293,1,27,171,8,10,1502,119,63,340,6
E02002798,1283,460,1,5,50,7,6,593,60,12,80,9
E02002799,4223,122,1,10,236,25,39,2988,288,165,336,13
E02002800,3036,372,1,31,178,17,15,1811,136,74,391,10
E02002801,1354,222,0,6,67,10,7,784,60,25,169,4
E02002802,4037,149,0,20,245,33,42,2819,226,152,338,13
E02002803,6482,263,5,56,432,19,48,4520,350,193,579,17
E02002804,1119,183,0,11,56,7,12,626,75,22,122,5
E02002805,1028,193,0,5,61,1,2,550,41,13,160,2
E02002806,1828,190,0,26,112,8,8,1139,82,36,219,8
E02002807,3630,246,2,23,252,33,19,2408,226,87,320,14
E02002808,19117,356,15,226,3756,126,118,9681,1278,446,3064,51
E02002809,5574,223,2,28,284,25,62,3987,287,241,419,16
E02002810,1124,320,3,6,31,3,4,599,41,17,96,4
E02002811,3404,255,0,25,420,82,15,1824,161,66,535,21
E02002812,11495,279,7,80,1265,64,94,7411,724,339,1203,29
E02002813,9151,252,9,180,738,111,96,5668,528,377,1147,45
E02002814,1831,306,0,5,107,11,15,1010,91,34,246,6
E02002815,996,193,1,13,55,38,5,463,51,21,140,16
E02002816,2044,429,2,9,79,10,9,1227,74,29,166,10
E02002817,907,219,1,9,27,7,4,489,41,14,87,9
E02002818,1332,175,0,7,87,31,8,680,75,23,240,6
E02002819,16774,228,24,635,882,56,216,11999,801,881,1015,37
E02002820,2162,273,0,13,122,15,25,1236,116,75,278,9
E02002821,5613,210,1,25,246,35,63,3828,356,319,516,14
E02002822,776,189,0,1,45,7,2,366,36,10,116,4
E02002823,939,172,0,7,35,5,3,532,45,26,110,4
E02002824,6877,216,0,18,256,36,132,4871,316,433,586,13
E02002825,1366,296,1,4,75,7,5,704,60,39,170,5
E02002826,996,264,3,3,38,5,3,481,37,13,147,2
E02002827,5558,178,2,14,384,25,46,3590,665,230,375,49
E02002828,6633,265,2,11,409,18,68,4679,495,269,383,34
E02002829,2613,240,3,10,192,20,25,1661,152,101,196,13
E02002830,8715,251,2,27,830,24,51,6003,549,255,701,22
E02002831,1531,232,0,6,107,8,10,893,73,38,159,5
E02002832,3543,219,2,17,282,3,23,2184,221,117,460,15
E02002833,1378,224,1,5,99,3,5,703,86,33,210,9
E02002834,8128,306,5,51,807,12,69,5314,464,322,758,20
E02002835,3592,430,3,22,275,16,13,2336,141,75,267,14
E02002836,4264,245,5,16,419,9,30,2206,293,185,828,28
E02002837,2078,152,1,2,137,11,13,1275,125,80,274,8
E02002838,1549,151,0,6,121,8,6,947,93,52,160,5
E02002839,984,236,2,7,66,6,2,525,43,9,84,4
E02002842,1925,172,7,11,174,10,14,1148,105,70,207,7
E02002843,3374,303,3,17,209,30,10,1753,243,62,721,23
E02002844,3790,249,3,38,392,18,18,2044,204,106,697,21
E02002845,5747,321,4,36,605,24,19,3590,267,121,741,19
E02002846,3847,330,3,17,236,11,29,2503,257,175,279,7
E02002847,5282,293,1,16,360,38,12,2720,371,81,1368,22
E02002848,1592,285,1,12,138,23,2,694,84,30,309,14
E02002849,4683,397,6,41,497,20,20,2554,307,111,708,22
E02002851,1563,280,2,8,96,14,3,893,72,42,146,7
E02002852,1362,133,0,3,70,2,7,905,62,47,126,7
E02002853,2111,440,2,27,155,23,6,1012,89,41,305,11
E02002854,1689,159,1,6,123,18,7,947,96,51,274,7
E02002855,1568,210,0,8,95,9,6,859,101,63,204,13
E02002856,8483,480,10,277,895,15,50,4075,468,416,1776,21
E02002857,4290,201,4,25,397,15,32,2665,281,157,502,11
E02002858,1426,409,2,15,110,7,2,656,62,32,125,6
E02002860,1814,297,2,2,120,3,6,1011,105,54,207,7
E02002861,1107,136,1,5,65,2,2,655,52,24,164,1
E02002862,868,155,0,5,70,2,1,441,47,18,126,3
E02002863,5392,866,3,29,39,0,28,3058,205,222,898,44
E02002864,3014,367,2,19,44,4,18,1931,186,119,315,9
E02002865,4066,451,1,37,77,1,24,2269,221,174,801,10
E02002866,2707,615,0,4,21,7,32,1687,134,64,129,14
E02002867,3114,712,8,14,70,4,9,1624,146,50,463,14
E02002868,1396,189,7,7,143,15,8,719,60,17,229,2
E02002869,4305,148,123,28,495,30,33,2513,241,84,601,9
E02002871,1674,200,18,6,186,15,7,924,81,33,199,5
E02002872,3973,217,107,21,380,22,38,2527,214,126,307,14
E02002873,947,168,1,13,130,6,4,468,50,9,89,9
E02002874,8572,294,22,29,1189,31,63,5389,395,210,926,24
E02002875,2036,230,49,14,157,6,13,1189,109,63,200,6
E02002876,2534,243,73,12,221,15,17,1559,105,62,215,12
E02002877,3108,373,15,12,382,24,20,1818,133,46,276,9
E02002878,933,158,4,9,106,2,7,425,48,16,148,10
E02002879,3785,383,46,32,457,26,31,2236,160,75,312,27
E02002880,675,154,1,2,75,12,3,304,47,14,55,8
E02002881,3144,145,5,7,164,5,14,2416,147,59,175,7
E02002882,2190,468,5,15,373,12,11,962,81,29,222,12
E02002883,1676,238,1,7,217,11,15,908,78,36,160,5
E02002884,3799,228,43,31,529,27,15,2322,133,83,368,20
E02002885,3100,244,130,24,366,30,12,1620,150,73,432,19
E02002886,3471,276,24,9,334,43,25,2170,180,108,267,35
E02002887,3307,180,14,7,367,22,17,2070,160,97,370,3
E02002888,1854,141,5,12,259,18,8,1070,104,34,193,10
E02002889,9570,155,427,300,2706,72,62,3933,337,226,1301,51
E02002890,10166,224,292,172,3543,28,61,3605,458,239,1510,34
E02002891,1464,291,5,7,112,21,6,766,76,18,155,7
E02002892,2754,151,5,6,280,14,24,1849,156,121,142,6
E02002893,3835,274,42,36,570,50,22,2147,205,84,378,27
E02002894,1686,334,9,35,152,22,5,881,44,51,137,16
E02002895,8379,343,284,328,2061,24,52,3770,307,249,934,27
E02002896,6005,263,54,85,1025,82,77,3342,274,193,578,32
E02002897,1449,366,2,12,101,11,3,698,48,24,176,8
E02002898,17103,212,74,106,3101,50,169,10204,938,1050,1160,39
E02002899,8151,223,20,166,1130,13,57,4228,267,782,1249,16
E02002901,1478,233,9,14,107,8,10,865,67,42,115,8
E02002902,2760,209,9,21,336,17,15,1469,97,138,439,10
E02002903,645,169,0,3,49,2,5,304,43,9,60,1
E02002904,750,151,2,3,48,2,1,372,46,16,105,4
E02002905,1993,842,1,6,6,0,7,933,76,19,94,9
E02002906,739,225,0,2,3,0,3,384,38,21,61,2
E02002907,5304,392,7,51,63,6,22,3378,321,117,932,15
