GeographyCode,WP613EW0001,WP613EW0002,WP613EW0003,WP613EW0004,WP613EW0005
E02001358,1799,230,564,461,544
E02001359,841,147,233,244,217
E02001360,4334,567,1344,1234,1189
E02001361,840,85,249,223,283
E02001362,853,108,213,273,259
E02001363,723,69,213,187,254
E02001364,1175,120,379,300,376
E02001365,1455,183,444,366,462
E02001366,2254,491,651,536,576
E02001367,2645,610,730,697,608
E02001368,4224,735,1409,1014,1066
E02001369,3621,1076,1313,595,637
E02001370,2247,296,807,527,617
E02001371,925,98,271,277,279
E02001372,8325,2100,3066,1533,1626
E02001373,4267,581,1283,1183,1220
E02001374,5068,1088,1760,983,1237
E02001375,1327,191,417,344,375
E02001376,1962,389,629,454,490
E02001377,11456,3169,4419,1833,2035
E02001378,1879,299,623,489,468
E02001380,1308,255,316,374,363
E02001381,3034,671,1290,495,578
E02001382,858,215,257,225,161
E02001383,3577,1044,1360,498,675
E02001384,2212,405,786,447,574
E02001385,1423,287,428,308,400
E02001386,2172,275,811,450,636
E02001387,2139,691,600,482,366
E02001388,2222,574,764,414,470
E02001389,1559,432,516,267,344
E02001390,2122,325,853,440,504
E02001391,711,101,191,199,220
E02001392,1037,343,323,207,164
E02001393,4321,1619,1462,643,597
E02001394,3188,848,1065,549,726
E02001395,1731,383,575,435,338
E02001396,3630,938,1325,730,637
E02001397,1987,436,560,478,513
E02001398,1611,380,466,346,419
E02001399,1210,406,348,249,207
E02001400,1348,266,515,281,286
E02001401,4298,768,1195,920,1415
E02001402,2164,538,743,413,470
E02001403,1832,242,577,521,492
E02001404,15701,2581,4488,3943,4689
E02001405,1899,396,522,434,547
E02001406,2921,661,815,751,694
E02001407,998,233,283,289,193
E02001408,1079,234,284,355,206
E02001409,1353,199,315,479,360
E02001410,7547,1064,2042,1858,2583
E02001411,1144,247,259,332,306
E02001412,2032,503,580,522,427
E02001413,1175,223,263,362,327
E02001414,1120,290,305,341,184
E02001415,1003,247,285,282,189
E02001416,923,154,223,277,269
E02001417,8054,1333,2590,1913,2218
E02001418,2245,286,627,740,592
E02001419,10466,1875,3204,2640,2747
E02001420,3018,823,921,744,530
E02001421,2227,555,643,545,484
E02001422,1277,222,311,327,417
E02001423,1212,261,382,296,273
E02001424,6382,935,1758,1749,1940
E02001425,1621,263,403,555,400
E02001426,983,172,265,306,240
E02001427,2843,406,761,877,799
E02001428,1441,434,389,340,278
E02001429,1309,228,373,397,311
E02001430,1888,425,576,567,320
E02001431,1505,342,447,369,347
E02001432,11025,2178,3755,2411,2681
E02001433,1548,252,469,474,353
E02001434,2544,421,724,725,674
E02001435,3236,546,1054,916,720
E02001436,5274,1363,1710,1182,1019
E02001437,2795,642,1093,582,478
E02001438,1560,401,402,483,274
E02001439,1359,308,429,347,275
E02001440,938,261,315,216,146
E02001441,1501,415,509,323,254
E02001442,2280,644,766,485,385
E02001443,1090,353,388,232,117
E02001444,1961,382,653,500,426
E02001445,1010,210,326,296,178
E02001446,2574,474,1064,668,368
E02001447,1468,450,402,354,262
E02001448,2642,532,817,743,550
E02001449,2584,532,686,676,690
E02001450,2186,658,658,528,342
E02001451,891,135,276,228,252
E02001452,842,120,239,259,224
E02001453,2616,678,751,613,574
E02001454,1390,239,507,365,279
E02001455,3933,592,1272,1082,987
E02001456,1546,405,488,369,284
E02001457,4455,721,1705,1020,1009
E02001458,2626,594,964,540,528
E02001459,1283,246,384,363,290
E02001460,3551,654,1313,786,798
E02001461,2805,559,1130,627,489
E02001462,1586,218,436,469,463
E02001463,2497,283,720,822,672
E02001464,1901,209,577,389,726
E02001465,9957,2005,4073,1891,1988
E02001466,2861,552,1117,580,612
E02001467,1288,259,448,314,267
E02001468,1424,227,427,448,322
E02001469,1884,532,530,502,320
E02001470,1814,377,511,467,459
E02001471,1386,255,500,335,296
E02001472,1494,370,456,394,274
E02001473,3307,613,1197,756,741
E02001474,2289,421,814,526,528
E02001475,1930,349,432,412,737
E02001476,3419,509,909,1120,881
E02001477,2360,386,579,577,818
E02001478,2584,425,816,712,631
E02001479,1241,312,432,289,208
E02001480,2936,751,969,678,538
E02001481,1816,475,427,463,451
E02001482,15537,3090,6194,3126,3127
E02001483,1131,155,270,380,326
E02001484,2425,510,778,567,570
E02001485,650,105,161,182,202
E02001486,1957,598,529,438,392
E02001487,3530,605,1023,950,952
E02001488,1909,381,585,493,450
E02001489,1368,377,394,381,216
E02001490,2364,499,673,718,474
E02001491,6160,1471,2203,1223,1263
E02001492,2776,799,843,610,524
E02001493,1960,313,569,536,542
E02001494,1463,631,368,284,180
E02001495,1297,299,337,342,319
E02001496,954,234,297,239,184
E02001497,1751,279,421,541,510
E02001498,1316,306,337,391,282
E02001499,1118,295,289,333,201
E02001500,1421,336,472,370,243
E02001501,1433,491,327,364,251
E02001502,7489,1899,2045,1542,2003
E02001503,3362,843,1050,762,707
E02001504,4168,1153,1400,865,750
E02001505,5647,1202,1682,1273,1490
E02001506,1503,614,432,284,173
E02001507,748,204,193,225,126
E02001508,1947,539,514,468,426
E02001509,1180,223,306,388,263
E02001510,3356,414,701,1017,1224
E02001511,1064,171,277,362,254
E02001512,1893,290,450,611,542
E02001513,2135,402,520,702,511
E02001514,2066,273,450,695,648
E02001515,2749,352,611,886,900
E02001516,1908,251,530,494,633
E02001517,1357,172,363,450,372
E02001518,3489,568,849,1054,1018
E02001519,1708,221,394,545,548
E02001520,7185,1688,2223,1920,1354
E02001521,13095,2551,4340,3281,2923
E02001522,1909,219,403,723,564
E02001523,4832,712,1416,1381,1323
E02001524,1709,482,462,448,317
E02001525,1571,220,503,469,379
E02001526,998,190,260,263,285
E02001527,2372,469,644,725,534
E02001528,1625,250,357,584,434
E02001529,1766,262,501,571,432
E02001530,2621,426,665,757,773
E02001531,2617,368,584,885,780
E02001532,2645,575,700,795,575
E02001533,989,106,220,349,314
E02001534,2931,440,671,764,1056
E02001535,2239,407,614,708,510
E02001536,3797,912,1030,1134,721
E02001537,1286,226,318,412,330
E02001538,1857,229,412,680,536
E02001539,1470,177,322,465,506
E02001540,2729,448,606,974,701
E02001541,4129,573,1056,1376,1124
E02001542,1803,228,420,721,434
E02001543,2791,324,665,925,877
E02001544,1546,277,328,503,438
E02001545,2898,433,776,975,714
E02001546,3297,467,1393,828,609
E02001547,2187,333,605,685,564
E02001548,1627,224,393,509,501
E02001549,1969,344,452,627,546
E02001550,1707,281,410,627,389
E02001551,2264,234,567,635,828
E02001552,3707,443,834,962,1468
E02001553,5194,640,1429,1512,1613
E02001554,1443,300,412,432,299
E02001555,815,106,182,342,185
E02001556,6570,1470,2242,1572,1286
E02001557,6824,1439,2146,1635,1604
E02001558,3474,540,802,831,1301
E02001559,1899,348,612,564,375
E02001560,22700,3685,7387,5589,6039
E02001561,1163,159,311,379,314
E02001562,969,155,254,295,265
E02001563,2514,416,617,677,804
E02001564,2196,554,654,602,386
E02001565,2047,496,788,416,347
E02001566,10639,2089,2978,2846,2726
E02001567,1753,285,452,535,481
E02001568,1514,142,359,605,408
E02001569,2628,326,749,819,734
E02001570,2103,309,461,679,654
E02001571,1915,297,394,693,531
E02001572,2282,298,493,675,816
E02001573,1260,203,248,461,348
E02001574,1084,215,268,371,230
E02001575,1469,196,344,503,426
E02001576,2749,657,812,738,542
E02001577,2586,455,594,743,794
E02001578,3851,496,1111,1163,1081
E02001579,11317,1720,4114,2729,2754
E02001580,2896,466,676,892,862
E02001581,587,81,131,224,151
E02001582,950,185,180,344,241
E02001583,1228,144,278,507,299
E02001584,1265,284,355,396,230
E02001585,4194,460,1122,1175,1437
E02001586,2977,458,816,863,840
E02001587,1130,190,270,323,347
E02001588,812,115,171,259,267
E02001589,1034,218,255,367,194
E02001590,1298,136,245,379,538
E02001591,3775,732,950,967,1126
E02001592,1638,359,431,496,352
E02001593,5415,635,1298,1838,1644
E02001594,13981,2767,4411,3276,3527
E02001595,5669,1013,1664,1651,1341
E02001596,1564,337,353,486,388
E02001597,2506,298,540,1022,646
E02001598,1564,316,395,496,357
E02001599,1954,448,491,575,440
E02001600,7041,1891,2212,1617,1321
E02001601,888,189,227,262,210
E02001602,5773,1147,1461,1857,1308
E02001603,1863,408,414,607,434
E02001604,3276,657,786,973,860
E02001605,3497,722,982,1052,741
E02001606,2168,469,529,647,523
E02001607,1613,302,459,540,312
E02001608,3221,569,728,917,1007
E02001609,2363,409,639,755,560
E02001610,1887,347,547,611,382
E02001611,2481,477,591,698,715
E02001612,917,209,237,292,179
E02001613,1514,282,408,513,311
E02001614,6285,1365,1813,1645,1462
E02001615,3855,648,1054,1252,901
E02001616,1396,222,474,412,288
E02001617,675,87,162,223,203
E02001618,2273,573,620,692,388
E02001619,1375,266,300,450,359
E02001620,1739,372,490,447,430
E02001621,717,93,175,215,234
E02001622,1631,240,457,506,428
E02001623,1866,334,553,471,508
E02001624,3976,702,1163,1142,969
E02001625,2166,428,637,558,543
E02001626,1117,239,352,320,206
E02001627,7708,1276,2339,2106,1987
E02001628,18757,3215,6147,4565,4830
E02001629,1877,365,503,483,526
E02001630,1950,298,515,466,671
E02001631,1316,277,397,422,220
E02001632,19327,3467,6054,5226,4580
E02001633,1765,416,413,567,369
E02001634,1691,423,563,409,296
E02001635,675,140,170,238,127
E02001636,7536,2632,2495,1278,1131
E02001637,6955,1142,2137,1767,1909
E02001638,962,247,378,194,143
E02001639,1053,264,362,273,154
E02001640,13422,4390,5084,2204,1744
E02001642,5170,884,1471,1486,1329
E02001643,1451,542,422,313,174
E02001646,5145,2054,1667,749,675
E02001647,1652,255,387,534,476
E02001648,2338,865,765,406,302
E02001649,2589,438,627,765,759
E02001650,5617,1652,2348,827,790
E02001651,1641,669,505,298,169
E02001652,7710,1899,2901,1409,1501
E02001653,3038,804,742,939,553
E02001654,1357,273,383,425,276
E02001655,1198,249,257,404,288
E02001656,2383,772,814,421,376
E02001657,2023,772,602,402,247
E02001658,1290,151,372,294,473
E02001659,1624,257,456,488,423
E02001660,2888,901,939,510,538
E02001661,2063,316,479,720,548
E02001662,1432,178,409,496,349
E02001663,3090,774,1035,716,565
E02001664,1042,197,267,336,242
E02001665,3339,1582,938,544,275
E02001666,2605,403,809,734,659
E02001669,3250,639,998,762,851
E02001670,499,68,102,182,147
E02001671,2563,385,688,615,875
E02001672,852,150,209,340,153
E02001673,3404,606,892,1196,710
E02001674,2654,788,642,772,452
E02001675,2826,432,654,977,763
E02001676,1351,376,400,314,261
E02001678,2484,990,705,478,311
E02001679,884,189,235,301,159
E02001680,968,137,274,313,244
E02001681,1072,328,362,246,136
E02001682,1702,310,460,542,390
E02001683,1617,389,437,487,304
E02001684,5430,1139,1622,1357,1312
E02001685,1024,144,265,339,276
E02001686,4642,708,1402,1312,1220
E02001688,17710,3384,5770,4472,4084
E02001689,2545,402,641,759,743
E02001690,9717,1390,3040,2243,3044
E02001691,1474,350,470,328,326
E02001692,570,94,147,173,156
E02001693,922,147,309,249,217
E02001694,1356,211,375,441,329
E02001695,1603,225,428,439,511
E02001696,1214,233,281,342,358
E02001697,5197,1362,1765,1171,899
E02001698,1684,503,545,366,270
E02001699,924,189,229,285,221
E02001700,2206,493,664,564,485
E02001701,1714,404,460,451,399
E02001702,1070,203,243,304,320
E02001703,822,198,233,225,166
E02001704,804,115,189,262,238
E02001705,1286,224,319,411,332
E02001706,4478,659,1196,1261,1362
E02001707,5005,867,1335,1515,1288
E02001708,5326,1347,1684,1113,1182
E02001709,3375,1137,1047,624,567
E02001710,2570,349,640,623,958
E02001711,4732,832,1560,1250,1090
E02001712,3166,776,822,872,696
E02001713,10544,3158,4175,1696,1515
E02001714,9354,2644,3787,1596,1327
E02001715,3110,663,918,797,732
E02001718,1264,200,557,259,248
E02001719,1851,463,566,391,431
E02001720,1815,532,722,304,257
E02001721,3574,664,913,1099,898
E02001722,1653,300,454,488,411
E02001723,1130,201,317,251,361
E02001724,3955,1469,1384,531,571
E02001725,3639,684,1346,764,845
E02001726,2706,445,697,799,765
E02001727,2104,520,585,589,410
E02001728,3957,816,1450,981,710
E02001729,3401,836,1223,601,741
E02001730,10645,3645,3888,1737,1375
E02001731,53777,15975,20356,8414,9032
E02001732,1815,402,516,436,461
E02001733,8021,1227,2535,2394,1865
E02001734,2578,523,707,711,637
E02001735,834,105,215,241,273
E02001736,10787,3136,3818,1810,2023
E02001737,2613,565,662,643,743
E02001738,733,244,234,141,114
E02001739,1672,296,426,494,456
E02001740,877,298,286,171,122
E02001741,1870,390,582,556,342
E02001742,927,331,301,183,112
E02001743,3130,668,1070,687,705
E02001744,1460,309,465,360,326
E02001745,4782,732,1486,1420,1144
E02001746,2292,521,714,525,532
E02001747,764,202,215,206,141
E02001748,5117,1063,2036,1035,983
E02001749,991,170,354,272,195
E02001750,4123,1072,1435,885,731
E02001751,1577,384,513,369,311
E02001752,11291,2263,4323,2278,2427
E02001753,2293,586,715,517,475
E02001754,1081,336,298,245,202
E02001755,4934,904,1675,1122,1233
E02001756,8912,2081,3729,1549,1553
E02001757,996,245,296,283,172
E02001758,1309,278,462,283,286
E02001759,5079,989,2085,946,1059
E02001760,3605,514,1077,1048,966
E02001761,873,143,231,275,224
E02001762,510,72,140,181,117
E02001763,1040,250,262,275,253
E02001764,2880,565,865,706,744
E02001765,1912,328,497,565,522
E02001766,2794,594,946,637,617
E02001767,2730,438,1022,646,624
E02001768,4537,909,1482,1039,1107
E02001769,7593,1000,2413,1980,2200
E02001770,1451,426,360,355,310
E02001771,621,125,147,195,154
E02001772,1545,438,454,364,289
E02001773,1036,282,311,246,197
E02001774,4975,705,1498,1382,1390
E02001775,858,97,223,253,285
E02001776,3190,535,1024,956,675
E02001777,2013,366,561,568,518
E02001778,3498,670,1184,862,782
E02001779,4123,493,1062,1291,1277
E02001780,472,84,140,135,113
E02001781,631,88,118,214,211
E02001782,1839,437,429,514,459
E02001783,708,114,181,215,198
E02001784,795,147,202,220,226
E02001785,994,236,260,296,202
E02001786,734,88,215,222,209
E02001787,1416,380,351,374,311
E02001788,2203,297,544,608,754
E02001789,1030,257,293,298,182
E02001790,2856,575,843,782,656
E02001791,1534,301,521,388,324
E02001792,1546,256,432,401,457
E02001793,1034,132,309,269,324
E02001794,1108,219,246,311,332
E02001795,6792,1088,2293,1699,1712
E02001796,3782,724,1015,1138,905
E02001797,10613,1339,2177,3126,3971
E02001798,4813,910,1725,1122,1056
E02001799,4477,560,1140,1417,1360
E02001800,3079,441,841,997,800
E02001801,5735,1269,2020,1268,1178
E02001802,1721,233,423,546,519
E02001803,15649,2733,5712,3462,3742
E02001804,1977,275,491,589,622
E02001805,1086,166,312,299,309
E02001806,3642,693,1015,898,1036
E02001807,7314,824,2530,1858,2102
E02001808,1497,391,506,331,269
E02001809,5247,780,1935,1164,1368
E02001810,1953,367,503,610,473
E02001811,1759,272,396,538,553
E02001812,2640,760,685,666,529
E02001813,2006,310,599,523,574
E02001814,3051,409,805,830,1007
E02001815,2610,505,759,662,684
E02001816,1399,188,383,368,460
E02001817,1117,175,286,321,335
E02001818,1826,294,593,487,452
E02001819,8662,1577,3836,1699,1550
E02001820,1580,328,495,420,337
E02001821,686,173,183,196,134
E02001822,1788,301,499,553,435
E02001823,1314,219,327,418,350
E02001824,2642,471,837,723,611
E02001825,4997,778,1766,1240,1213
E02001826,1025,138,311,304,272
E02001827,859,315,251,189,104
E02001828,2701,835,879,570,417
E02001829,1372,454,422,322,174
E02001830,3924,1192,1533,725,474
E02001831,2125,673,676,472,304
E02001832,5275,1438,1913,1131,793
E02001833,1268,259,421,335,253
E02001834,1377,192,391,438,356
E02001835,5381,1553,1738,1100,990
E02001836,3150,719,899,742,790
E02001837,1318,178,324,461,355
E02001838,1789,497,506,457,329
E02001839,2106,417,501,670,518
E02001840,1506,228,407,460,411
E02001841,1097,382,323,225,167
E02001842,908,169,307,270,162
E02001843,1828,304,528,531,465
E02001844,3049,737,936,736,640
E02001845,1308,317,359,366,266
E02001846,1007,178,214,320,295
E02001847,4303,654,1235,1068,1346
E02001848,1688,387,436,493,372
E02001849,4142,703,1510,886,1043
E02001850,3195,410,1006,872,907
E02001851,2534,494,666,730,644
E02001852,1873,549,526,439,359
E02001854,8130,1552,2519,1820,2239
E02001855,6509,835,1512,1906,2256
E02001856,1932,294,480,553,605
E02001857,5100,1048,1512,1256,1284
E02001858,1256,298,349,273,336
E02001859,8333,1610,2406,1920,2397
E02001860,1099,171,269,286,373
E02001861,1556,293,398,359,506
E02001862,2599,428,622,688,861
E02001863,5809,1105,2047,1222,1435
E02001864,602,119,133,182,168
E02001865,3222,640,961,705,916
E02001866,1732,319,475,341,597
E02001867,1714,419,463,322,510
E02001868,1450,241,361,350,498
E02001869,7162,1089,2128,2052,1893
E02001870,2325,435,667,494,729
E02001871,769,91,212,245,221
E02001872,1326,148,295,414,469
E02001873,7164,1667,2725,1404,1368
E02001874,2312,367,576,554,815
E02001875,5622,1078,1796,1363,1385
E02001876,33366,9660,12477,5848,5381
E02001877,2561,433,663,531,934
E02001878,5496,769,1548,1440,1739
E02001879,3097,467,1201,558,871
E02001880,1127,184,280,371,292
E02001881,1650,376,410,343,521
E02001882,2386,282,755,550,799
E02001883,2401,403,614,715,669
E02001884,2898,594,680,648,976
E02001886,2335,556,776,493,510
E02001888,1142,228,298,336,280
E02001889,2493,446,743,556,748
E02001890,8732,3026,3212,1297,1197
E02001892,5815,1573,2076,1071,1095
E02001893,1464,240,405,428,391
E02001895,4033,588,1188,1088,1169
E02001896,3244,748,846,645,1005
E02001897,4538,920,1290,1084,1244
E02001898,700,119,189,252,140
E02001899,2589,946,742,505,396
E02001900,3893,1214,1603,531,545
E02001901,3399,945,1259,585,610
E02001902,1093,192,348,320,233
E02001903,2174,413,579,466,716
E02001904,6985,1113,1913,1916,2043
E02001905,11459,5214,3809,1288,1148
E02001906,1845,434,514,466,431
E02001907,4763,1000,1650,1100,1013
E02001908,1430,255,380,316,479
E02001909,2380,495,689,435,761
E02001910,1326,284,345,297,400
E02001911,952,200,252,261,239
E02001913,9177,2815,3514,1524,1324
E02001914,1431,378,464,236,353
E02001915,3690,658,1044,968,1020
E02001916,3403,858,933,851,761
E02001918,4175,1160,1415,759,841
E02001919,770,212,235,143,180
E02001920,2890,919,928,593,450
E02001921,1039,223,304,256,256
E02001922,4216,839,1846,716,815
E02001923,3115,924,761,695,735
E02001924,1341,361,359,305,316
E02001925,1872,534,636,393,309
E02001926,2680,782,918,538,442
E02001927,1385,308,337,380,360
E02001928,1318,269,341,386,322
E02001929,854,149,207,268,230
E02001930,3490,875,1018,745,852
E02001931,1215,292,344,303,276
E02001932,1415,468,369,323,255
E02001933,1827,458,533,450,386
E02001934,1460,332,450,347,331
E02001935,1507,326,420,460,301
E02001936,1473,350,419,423,281
E02001937,1308,301,326,357,324
E02001938,2751,617,771,702,661
E02001939,2843,808,1208,464,363
E02001941,864,177,238,244,205
E02001942,1843,383,549,454,457
E02001943,1216,279,384,297,256
E02001944,1528,366,430,402,330
E02001945,1059,154,279,305,321
E02001946,2381,453,707,626,595
E02001947,1167,281,266,318,302
E02001948,1776,202,465,631,478
E02001949,3437,726,1120,816,775
E02001950,2233,537,757,551,388
E02001951,1101,166,298,331,306
E02001952,1386,330,310,414,332
E02001953,2504,488,723,685,608
E02001954,999,192,266,262,279
E02001955,1727,381,434,530,382
E02001956,2875,524,938,717,696
E02001957,1005,139,272,358,236
E02001958,3596,655,1074,943,924
E02001959,3085,513,752,665,1155
E02001961,919,161,254,249,255
E02001962,1930,298,445,569,618
E02001963,1038,258,246,322,212
E02001964,2282,403,562,610,707
E02001965,5120,1317,1570,983,1250
E02001966,4832,873,1498,1159,1302
E02001967,3162,856,876,876,554
E02001968,2667,491,648,852,676
E02001969,945,167,249,303,226
E02001970,1197,377,271,307,242
E02001971,631,103,166,244,118
E02001972,3791,643,1210,929,1009
E02001973,1388,153,293,417,525
E02001974,2515,450,733,689,643
E02001975,1060,213,290,327,230
E02001976,11109,2775,3647,2297,2390
E02001977,3128,769,967,706,686
E02001978,1752,358,441,457,496
E02001979,1061,242,253,322,244
E02001980,720,171,212,206,131
E02001981,3329,772,880,864,813
E02001982,1304,383,352,350,219
E02001983,3924,597,952,1071,1304
E02001984,1786,307,519,494,466
E02001985,2738,774,955,471,538
E02001986,1651,467,419,384,381
E02001987,1380,444,401,305,230
E02001988,24396,6694,9451,4023,4228
E02001989,1826,328,587,440,471
E02001990,4766,1215,1691,968,892
E02001991,3386,987,952,844,603
E02001992,3794,759,1167,1035,833
E02001993,8854,2953,3075,1579,1247
E02001994,1121,240,332,284,265
E02001995,7999,2804,1920,1832,1443
E02001996,1899,263,638,582,416
E02001997,928,310,248,239,131
E02001998,1200,471,304,264,161
E02001999,8487,3837,2598,1047,1005
E02002000,1587,214,360,603,410
E02002001,1583,304,410,536,333
E02002002,1177,254,344,353,226
E02002003,1402,232,347,492,331
E02002004,1077,230,261,344,242
E02002005,4955,978,1358,1331,1288
E02002006,1080,174,277,394,235
E02002007,1323,300,308,453,262
E02002008,1773,321,540,556,356
E02002009,1818,257,447,512,602
E02002010,6870,1530,2264,1744,1332
E02002011,6050,1004,1525,1994,1527
E02002012,6219,1439,2187,1526,1067
E02002013,1779,408,507,514,350
E02002014,4546,923,1302,1293,1028
E02002015,2190,439,693,639,419
E02002016,3044,425,762,1085,772
E02002017,3822,604,987,1315,916
E02002018,1609,496,395,495,223
E02002019,2577,315,704,814,744
E02002020,2336,470,618,805,443
E02002021,15602,2289,5518,3986,3809
E02002022,2548,355,729,869,595
E02002023,622,103,148,261,110
E02002024,1542,225,350,586,381
E02002025,2814,447,826,862,679
E02002026,1041,227,254,384,176
E02002027,954,204,242,324,184
E02002028,735,162,187,275,111
E02002029,1680,404,533,476,267
E02002030,2251,450,656,653,492
E02002031,2951,423,794,1044,690
E02002032,1807,311,504,626,366
E02002033,5848,1233,1718,1590,1307
E02002034,5355,1293,1698,1355,1009
E02002035,1280,325,363,358,234
E02002036,2149,313,561,650,625
E02002037,986,260,264,330,132
E02002038,4559,1042,1514,1106,897
E02002039,2357,656,711,573,417
E02002040,1248,412,340,311,185
E02002041,962,290,246,277,149
E02002042,1075,274,328,309,164
E02002043,2783,405,659,829,890
E02002044,683,114,174,237,158
E02002045,1416,280,337,481,318
E02002046,960,70,175,353,362
E02002047,6124,631,1692,1729,2072
E02002048,1520,342,415,467,296
E02002049,2178,254,481,730,713
E02002051,662,89,178,237,158
E02002052,2433,383,540,798,712
E02002053,976,160,285,267,264
E02002054,632,106,171,211,144
E02002055,6358,614,1349,1923,2472
E02002056,2688,324,625,876,863
E02002057,2058,286,533,685,554
E02002058,5692,996,1556,1746,1394
E02002059,5399,1120,1860,1234,1185
E02002060,4859,708,1276,1419,1456
E02002061,6771,1301,2161,1816,1493
E02002062,8168,1148,2496,2169,2355
E02002063,8009,1055,2310,2421,2223
E02002064,1298,201,325,440,332
E02002065,8812,1277,2205,2256,3074
E02002066,7219,1072,1958,2168,2021
E02002067,1390,202,321,483,384
E02002068,6331,1007,1893,1537,1894
E02002069,3208,451,1237,795,725
E02002070,1689,343,465,399,482
E02002071,754,129,173,255,197
E02002072,2218,373,627,622,596
E02002073,1054,229,241,304,280
E02002074,992,151,249,309,283
E02002075,3034,471,812,964,787
E02002076,2495,508,796,567,624
E02002077,4437,737,1229,1335,1136
E02002078,1094,228,347,327,192
E02002079,1393,318,378,406,291
E02002080,3004,454,827,1046,677
E02002081,1187,244,316,370,257
E02002082,446,72,107,149,118
E02002083,1342,286,406,385,265
E02002084,1295,304,284,355,352
E02002085,1007,185,296,279,247
E02002086,2692,356,903,648,785
E02002087,1281,292,349,332,308
E02002088,1098,219,314,314,251
E02002089,17215,4471,5605,3792,3347
E02002090,767,165,224,247,131
E02002091,8259,949,1444,2363,3503
E02002092,1521,419,418,371,313
E02002093,2066,586,571,464,445
E02002094,1051,371,293,226,161
E02002095,1848,509,584,432,323
E02002096,6049,1888,1999,1203,959
E02002097,3591,1081,1101,796,613
E02002098,2754,717,827,634,576
E02002099,13952,4513,4730,2247,2462
E02002101,904,181,260,265,198
E02002102,7686,2380,2512,1420,1374
E02002103,1181,358,321,305,197
E02002104,966,370,320,172,104
E02002105,2007,749,620,377,261
E02002106,3131,1118,995,593,425
E02002107,3020,731,994,566,729
E02002108,1874,794,558,347,175
E02002109,4431,1885,1343,755,448
E02002110,2873,422,786,983,682
E02002111,2079,268,371,787,653
E02002112,535,97,139,199,100
E02002113,2350,445,607,759,539
E02002114,956,158,241,338,219
E02002115,1016,216,223,349,228
E02002116,996,206,267,353,170
E02002117,1934,270,662,570,432
E02002118,825,119,159,345,202
E02002119,1256,380,326,356,194
E02002120,1009,223,267,334,185
E02002121,2180,303,551,736,590
E02002122,976,166,239,309,262
E02002123,706,99,148,263,196
E02002124,6684,1150,1897,1913,1724
E02002125,3070,560,787,1048,675
E02002126,5402,668,1238,1783,1713
E02002127,4588,720,1414,1202,1252
E02002128,1061,236,205,406,214
E02002129,2655,322,708,933,692
E02002130,1335,184,348,429,374
E02002131,2293,574,644,672,403
E02002132,732,123,187,244,178
E02002133,3532,764,1025,869,874
E02002134,4704,634,1186,1567,1317
E02002135,7108,1190,2231,1940,1747
E02002136,4330,554,1309,1175,1292
E02002137,983,298,273,255,157
E02002138,1266,340,314,321,291
E02002139,14699,2893,4799,3541,3466
E02002140,1984,261,561,526,636
E02002141,1118,340,304,331,143
E02002142,4968,524,1307,1642,1495
E02002143,2286,404,519,630,733
E02002144,788,252,246,169,121
E02002145,1370,182,299,461,428
E02002146,1739,315,533,545,346
E02002147,1969,251,424,668,626
E02002148,1675,383,445,562,285
E02002149,2938,745,909,725,559
E02002150,4674,1096,1285,1359,934
E02002151,948,164,257,247,280
E02002152,1073,271,252,332,218
E02002153,823,158,189,274,202
E02002154,1564,221,422,522,399
E02002155,903,121,330,222,230
E02002156,1444,216,359,537,332
E02002157,1681,380,430,537,334
E02002158,1336,243,278,479,336
E02002159,1644,151,381,578,534
E02002160,6839,997,1993,2046,1803
E02002161,2805,623,837,741,604
E02002162,2238,682,694,474,388
E02002163,9401,1911,2838,2627,2025
E02002164,1696,252,440,392,612
E02002165,4478,1038,1485,1018,937
E02002166,4095,518,1041,1332,1204
E02002167,1401,399,403,381,218
E02002168,21856,5092,7684,4641,4439
E02002169,2723,897,749,635,442
E02002170,586,62,153,193,178
E02002171,1340,337,293,396,314
E02002174,1246,307,360,356,223
E02002175,4406,601,1170,1234,1401
E02002176,1251,299,300,407,245
E02002177,5186,837,1438,1499,1412
E02002178,1214,262,291,341,320
E02002179,1387,293,446,370,278
E02002180,2043,337,503,665,538
E02002181,1958,214,496,638,610
E02002182,1234,172,301,433,328
E02002183,1707,594,480,428,205
E02002184,5089,1644,1522,1078,845
E02002185,1158,388,319,286,165
E02002186,7352,1724,2233,2009,1386
E02002187,1008,344,309,236,119
E02002188,2460,412,816,671,561
E02002189,1632,397,413,425,397
E02002190,9970,1514,3000,2768,2688
E02002191,1971,277,461,629,604
E02002192,2594,803,884,533,374
E02002193,1863,322,522,563,456
E02002194,1024,263,256,324,181
E02002195,1565,387,469,457,252
E02002196,941,206,233,351,151
E02002197,3549,894,1115,907,633
E02002198,2523,508,723,737,555
E02002199,2301,505,663,657,476
E02002200,2626,797,796,582,451
E02002201,3142,675,942,858,667
E02002202,8030,2073,2826,1648,1483
E02002203,1167,188,298,403,278
E02002204,3511,946,1063,909,593
E02002205,2564,534,728,811,491
E02002206,1452,229,503,380,340
E02002207,1373,344,358,320,351
E02002208,2278,348,712,613,605
E02002209,1074,131,300,307,336
E02002210,1284,338,304,382,260
E02002211,1175,338,285,247,305
E02002212,2851,777,896,578,600
E02002213,1772,334,499,570,369
E02002214,924,158,221,301,244
E02002215,1919,376,613,336,594
E02002216,3475,709,1025,692,1049
